列表,业务,云端标注,本地标注
chinese/dzdm/X5/X5-2-DZ/F006/F006_106.wav,map,停止路线引导,停止路线引导
chinese/dzdm/X5/X5-5-DZ/M003/M003_172.wav,wether,无锡下午天气怎样,无锡下午天气怎样
chinese/dzdm/X5/X5-4-DZ/M001/M001_173.wav,wether,查一下兰州后天会不会下雨,查一下兰州后天会不会下雨
chinese/dzdm/X5/X5-6-DZ/M006/M006_017.wav,radio,请切换到一千四百六十一,请切换到一千四百六十一
chinese/dzdm/X5/X5-4-DZ/M002/M002_072.wav,telephone,给吴碧澜回电话,给吴碧澜回电话
chinese/dzdm/X5/X5-1-DZ/F003/F003_067.wav,telephone,拨打一八一四七八三七二三五,拨打一八一四七八三七二三五
chinese/dzdm/X5/X5-5-DZ/M003/M003_110.wav,map,我要去安澜路和西藏南路交叉口,我要去安澜路和西藏南路交叉口
chinese/dzdm/X5/X5-2-DZ/F005/F005_003.wav,radio,打开am频率八一零,打开am频率八一零
chinese/dzdm/X5/X5-4-DZ/M001/M001_217.wav,,我想听郭德纲相声十年经典,我想听郭德纲相声十年经典
chinese/dzdm/X5/X5-6-DZ/M008/M008_205.wav,cmd,拨打第五个号码,拨打第五个号码
chinese/dzdm/X5/X5-4-DZ/M002/M002_207.wav,cmd,确定,确定
chinese/dzdm/X5/X5-6-DZ/M008/M008_178.wav,wether,合肥昨天有没有下雨,合肥昨天有没有下雨
chinese/dzdm/X5/X5-7-DZ/M010/M010_159.wav,wether,能告诉我一下明后天的长春什么天气吗,能告诉我一下明后天的长春什么天气吗
chinese/dzdm/X5/X5-7-DZ/M009/M009_027.wav,meida,我要听hold住你的心,我要听hold住你的心
chinese/dzdm/X5/X5-2-DZ/F005/F005_170.wav,wether,最近几天合肥的天气,最近几天合肥的天气
chinese/dzdm/X5/X5-1-DZ/F002/F002_021.wav,meida,请打开音源,请打开音源
chinese/dzdm/X5/X5-7-DZ/M009/M009_214.wav,,播放晚上十点周一—诉说心情聆听你我,播放晚上十点周一—诉说心情聆听你我
chinese/dzdm/X5/X5-2-DZ/F005/F005_200.wav,help,你会做什么,你会做什么
chinese/dzdm/X5/X5-1-DZ/F002/F002_190.wav,new,我想查看一些国内新闻,我想查看一些国内新闻
chinese/dzdm/X5/X5-5-DZ/M005/M005_207.wav,cmd,呼叫第一个号码,呼叫第一个号码
chinese/dzdm/X5/X5-4-DZ/F010/F010_043.wav,telephone,全部通话记录,全部通话记录
chinese/dzdm/X5/X5-3-DZ/F009/F009_165.wav,wether,查看天气预报,查看天气预报
chinese/dzdm/X5/X5-5-DZ/M004/M004_054.wav,telephone,请拨打幺八六四幺二幺二零零四,请拨打幺八六四幺二幺二零零四
chinese/dzdm/X5/X5-2-DZ/F005/F005_160.wav,traffic,前面堵车吗,前面堵车吗
chinese/dzdm/X5/X5-3-DZ/F009/F009_108.wav,map,导航到诚信路九百五十九号,导航到诚信路九百五十九号
chinese/dzdm/X5/X5-1-DZ/F002/F002_125.wav,map,带我到安福路与武康路交叉口,带我到安福路与武康路交叉口
chinese/dzdm/X5/X5-1-DZ/F001/F001_182.wav,new,今天的新闻,今天的新闻
chinese/dzdm/X5/X5-5-DZ/M004/M004_149.wav,map,我想找目的地附近的小学,我想找目的地附近的小学
chinese/dzdm/X5/X5-2-DZ/F004/F004_195.wav,scheduled_destination,我想检查元旦的日程,我想检查元旦的日程
chinese/dzdm/X5/X5-4-DZ/M001/M001_047.wav,telephone,帮我打电话,帮我打电话
chinese/dzdm/X5/X5-2-DZ/F004/F004_088.wav,map,我要去安辰路和a五高速公路交叉口,我要去安辰路和a五高速公路交叉口
chinese/dzdm/X5/X5-1-DZ/F002/F002_131.wav,map,带我去安东南路与大叶公路交叉口,带我去安东南路与大叶公路交叉口
chinese/dzdm/X5/X5-1-DZ/F001/F001_135.wav,map,到沁园村小区西北门,到沁园村小区西北门
chinese/dzdm/X5/X5-7-DZ/M010/M010_102.wav,map,导航到安庄村,导航到安庄村
chinese/dzdm/X5/X5-4-DZ/F010/F010_059.wav,telephone,包chris,包chris
chinese/dzdm/X5/X5-2-DZ/F005/F005_086.wav,map,我想找目的地附近的电脑城,我想找目的地附近的电脑城
chinese/dzdm/X5/X5-2-DZ/F005/F005_046.wav,telephone,帮我拨,帮我拨
chinese/dzdm/X5/X5-4-DZ/M001/M001_063.wav,telephone,拨打车险电话,拨打车险电话
chinese/dzdm/X5/X5-5-DZ/M004/M004_083.wav,telephone,帮我打回去,帮我打回去
chinese/dzdm/X5/X5-1-DZ/F003/F003_038.wav,meida,播放匆匆那年,播放匆匆那年
chinese/dzdm/X5/X5-6-DZ/M006/M006_142.wav,map,怎么去长江路上的汽车站,怎么去长江路上的汽车站
chinese/dzdm/X5/X5-2-DZ/F004/F004_150.wav,map,我想找目的地附近的中学,我想找目的地附近的中学
chinese/dzdm/X5/X5-4-DZ/F010/F010_030.wav,meida,切换到下一个歌曲名,切换到下一个歌曲名
chinese/dzdm/X5/X5-2-DZ/F005/F005_091.wav,map,我想找目的地附近的高中,我想找目的地附近的高中
chinese/dzdm/X5/X5-5-DZ/M003/M003_057.wav,telephone,拨打幺三八幺两三六四六七九,拨打幺三八幺两三六四六七九
chinese/dzdm/X5/X5-2-DZ/F005/F005_053.wav,telephone,帮我拨打刚才的电话,帮我拨打刚才的电话
chinese/dzdm/X5/X5-5-DZ/M004/M004_203.wav,help,电话语音指令有哪些,电话语音指令有哪些
chinese/dzdm/X5/X5-3-DZ/F008/F008_032.wav,meida,我想听beyond的歌,我想听beyond的歌
chinese/dzdm/X5/X5-5-DZ/M004/M004_087.wav,map,我要去安泽路和保德路交口,我要去安泽路和保德路交口
chinese/dzdm/X5/X5-4-DZ/M001/M001_097.wav,map,带我到龙威大药房申北路店,带我到龙威大药房申北路店
chinese/dzdm/X5/X5-1-DZ/F002/F002_016.wav,radio,am五百六十七,am五百六十七
chinese/dzdm/X5/X5-5-DZ/M004/M004_012.wav,radio,播放广播到am七百二十九,播放广播到am七百二十九
chinese/dzdm/X5/X5-3-DZ/F008/F008_208.wav,cmd,否,否
chinese/dzdm/X5/X5-3-DZ/F007/F007_005.wav,radio,请切换到fm幺零七六,请切换到fm幺零七六
chinese/dzdm/X5/X5-4-DZ/F010/F010_039.wav,meida,上一曲,上一曲
chinese/dzdm/X5/X5-4-DZ/M001/M001_127.wav,map,我想到中国石化加油站陕西南路,我想到中国石化加油站陕西南路
chinese/dzdm/X5/X5-1-DZ/F002/F002_210.wav,,我想听十点读书,我想听十点读书
chinese/dzdm/X5/X5-1-DZ/F001/F001_132.wav,map,去怡祥居西苑东南门,去怡祥居西苑东南门
chinese/dzdm/X5/X5-5-DZ/M005/M005_168.wav,wether,普陀山天气如何,普陀山天气如何
chinese/dzdm/X5/X5-6-DZ/M006/M006_125.wav,map,导航去金寨路上的地铁一号线,导航去金寨路上的地铁一号线
chinese/dzdm/X5/X5-3-DZ/F007/F007_024.wav,meida,来一首匆匆那年,来一首匆匆那年
chinese/dzdm/X5/X5-2-DZ/F004/F004_213.wav,,打开在线广播晓松奇谈2015,打开在线广播晓松奇谈2015
chinese/dzdm/X5/X5-6-DZ/M007/M007_066.wav,,哦请呼叫平版朱,哦请呼叫平版朱
chinese/dzdm/X5/X5-3-DZ/F008/F008_055.wav,telephone,我要显示呼出列表,我要显示呼出列表
chinese/dzdm/X5/X5-4-DZ/M001/M001_045.wav,telephone,拨打电话,拨打电话
chinese/dzdm/X5/X5-2-DZ/F004/F004_126.wav,map,我要找目的地附近的咖啡厅,我要找目的地附近的咖啡厅
chinese/dzdm/X5/X5-4-DZ/M002/M002_063.wav,telephone,给陈柳燕回个电话,给陈柳燕回个电话
chinese/dzdm/X5/X5-6-DZ/M008/M008_003.wav,radio,调到am一千零三十五,调到am一千零三十五
chinese/dzdm/X5/X5-2-DZ/F006/F006_014.wav,radio,切换广播到fm九一点二,切换广播到fm九一点二
chinese/dzdm/X5/X5-1-DZ/F002/F002_167.wav,wether,明天啥天气,明天啥天气
chinese/dzdm/X5/X5-6-DZ/M007/M007_072.wav,,我想立刻呼叫杨鸿钧,我想立刻呼叫杨鸿钧
chinese/dzdm/X5/X5-5-DZ/M004/M004_179.wav,wether,星期四黄山风景区会刮风么,星期四黄山风景区会刮风么
chinese/dzdm/X5/X5-5-DZ/M003/M003_120.wav,map,带我到安塞路和宜君路交叉口,带我到安塞路和宜君路交叉口
chinese/dzdm/X5/X5-1-DZ/F003/F003_141.wav,map,我想开车去安驰路和于田南路交叉路口,我想开车去安驰路和于田南路交叉路口
chinese/dzdm/X5/X5-4-DZ/F010/F010_141.wav,map,导航到棒约翰亦庄店,导航到棒约翰亦庄店
chinese/dzdm/X5/X5-1-DZ/F001/F001_124.wav,map,我想去中共三星镇委,我想去中共三星镇委
chinese/dzdm/X5/X5-2-DZ/F005/F005_013.wav,radio,打开fm频率九一点五,打开fm频率九一点五
chinese/dzdm/X5/X5-2-DZ/F005/F005_171.wav,wether,最近几天合肥高新区的天气,最近几天合肥高新区的天气
chinese/dzdm/X5/X5-4-DZ/F010/F010_038.wav,meida,上一首,上一首
chinese/dzdm/X5/X5-3-DZ/F008/F008_105.wav,map,导航到中山南二路五百五十七号,导航到中山南二路五百五十七号
chinese/dzdm/X5/X5-6-DZ/M008/M008_112.wav,map,导航到鑫得利好运发超市,导航到鑫得利好运发超市
chinese/dzdm/X5/X5-4-DZ/M002/M002_199.wav,help,音乐帮助,音乐帮助
chinese/dzdm/X5/X5-6-DZ/M007/M007_058.wav,telephone,接通赵志纯,接通赵志纯
chinese/dzdm/X5/X5-3-DZ/F009/F009_106.wav,map,导航到子龙路三十一号a栋一楼,导航到子龙路三十一号a栋一楼
chinese/dzdm/X5/X5-6-DZ/M006/M006_129.wav,map,带我去望江西路上的必胜客,带我去望江西路上的必胜客
chinese/dzdm/X5/X5-6-DZ/M008/M008_168.wav,wether,合肥啥天气,合肥啥天气
chinese/dzdm/X5/X5-2-DZ/F006/F006_025.wav,meida,打开专辑魔杰座,打开专辑魔杰座
chinese/dzdm/X5/X5-4-DZ/M002/M002_160.wav,traffic,上庄路上向东方向堵吗,上庄路上向东方向堵吗
chinese/dzdm/X5/X5-1-DZ/F001/F001_088.wav,map,导航打开,导航打开
chinese/dzdm/X5/X5-2-DZ/F004/F004_048.wav,telephone,请帮我拨打幺八五五四四五七八八七,请帮我拨打幺八五五四四五七八八七
chinese/dzdm/X5/X5-2-DZ/F005/F005_210.wav,,我想听在线广播马上有未来,我想听在线广播马上有未来
chinese/dzdm/X5/X5-3-DZ/F007/F007_060.wav,telephone,接通应维昊,接通应维昊
chinese/dzdm/X5/X5-6-DZ/M007/M007_185.wav,new,今天在社会方面有什么新闻,今天在社会方面有什么新闻
chinese/dzdm/X5/X5-3-DZ/F008/F008_222.wav,,我想听晚安心语,我想听晚安心语
chinese/dzdm/X5/X5-7-DZ/M010/M010_079.wav,telephone,打电话给jack章,打电话给jack章
chinese/dzdm/X5/X5-5-DZ/M003/M003_131.wav,map,带我去安边路和铜川路交叉路口,带我去安边路和铜川路交叉路口
chinese/dzdm/X5/X5-1-DZ/F001/F001_177.wav,wether,查一下明天的天气,查一下明天的天气
chinese/dzdm/X5/X5-1-DZ/F002/F002_179.wav,wether,明天阜阳会刮风么,明天阜阳会刮风么
chinese/dzdm/X5/X5-6-DZ/M008/M008_065.wav,telephone,已接电话,已接电话
chinese/dzdm/X5/X5-1-DZ/F002/F002_040.wav,meida,beyond,beyond
chinese/dzdm/X5/X5-2-DZ/F006/F006_107.wav,map,停止引导,停止引导
chinese/dzdm/X5/X5-1-DZ/F003/F003_019.wav,radio,播放am频率六九三,播放am频率六九三
chinese/dzdm/X5/X5-5-DZ/M004/M004_016.wav,radio,播放广播到fm九幺二,播放广播到fm九幺二
chinese/dzdm/X5/X5-4-DZ/F010/F010_164.wav,wether,今天的洗车指数怎么样,今天的洗车指数怎么样
chinese/dzdm/X5/X5-5-DZ/M005/M005_166.wav,traffic,我的路前方是否有交通堵塞,我的路前方是否有交通堵塞
chinese/dzdm/X5/X5-4-DZ/F010/F010_112.wav,map,导航到宝善路口,导航到宝善路口
chinese/dzdm/X5/X5-3-DZ/F009/F009_141.wav,map,附近有没有加油站,附近有没有加油站
chinese/dzdm/X5/X5-4-DZ/M002/M002_195.wav,scheduled_destination,我要检查下周的日程,我要检查下周的日程
chinese/dzdm/X5/X5-6-DZ/M008/M008_206.wav,cmd,拨打第六个号码,拨打第六个号码
chinese/dzdm/X5/X5-2-DZ/F005/F005_217.wav,,接着播放催眠故事汇,接着播放催眠故事汇
chinese/dzdm/X5/X5-5-DZ/M005/M005_167.wav,wether,昨天的合肥的天气怎么样,昨天的合肥的天气怎么样
chinese/dzdm/X5/X5-6-DZ/M007/M007_035.wav,meida,听一首回家的路,听一首回家的路
chinese/dzdm/X5/X5-1-DZ/F001/F001_209.wav,,电台,电台
chinese/dzdm/X5/X5-4-DZ/M002/M002_053.wav,telephone,给中兴吕工去电话,给中兴吕工去电话
chinese/dzdm/X5/X5-6-DZ/M008/M008_190.wav,new,今天有什么新闻,今天有什么新闻
chinese/dzdm/X5/X5-6-DZ/M006/M006_198.wav,scheduled_destination,我想检查六月十三号的日程,我想检查六月十三号的日程
chinese/dzdm/X5/X5-2-DZ/F004/F004_095.wav,map,我要找kfc附近的停车位,我要找kfc附近的停车位
chinese/dzdm/X5/X5-1-DZ/F003/F003_082.wav,telephone,请帮我拨打号码幺三二二七八四四五六六,请帮我拨打号码幺三二二七八四四五六六
chinese/dzdm/X5/X5-1-DZ/F001/F001_076.wav,telephone,给朱峰去个电话,给朱峰去个电话
chinese/dzdm/X5/X5-3-DZ/F008/F008_064.wav,telephone,我想查看已接电话,我想查看已接电话
chinese/dzdm/X5/X5-1-DZ/F001/F001_051.wav,telephone,拨号,拨号
chinese/dzdm/X5/X5-1-DZ/F002/F002_196.wav,scheduled_destination,我要检查这个星期的日程,我要检查这个星期的日程
chinese/dzdm/X5/X5-2-DZ/F005/F005_152.wav,map,沿途的加油站,沿途的加油站
chinese/dzdm/X5/X5-6-DZ/M008/M008_015.wav,radio,调幅一零七五,调幅一零七五
chinese/dzdm/X5/X5-1-DZ/F003/F003_037.wav,meida,播放宠爱,播放宠爱
chinese/dzdm/X5/X5-2-DZ/F006/F006_151.wav,map,去百子湾路上的公交站怎么走,去百子湾路上的公交站怎么走
chinese/dzdm/X5/X5-3-DZ/F007/F007_012.wav,radio,是否可以帮我打开收音机fm一百零七点六,是否可以帮我打开收音机fm一百零七点六
chinese/dzdm/X5/X5-3-DZ/F009/F009_143.wav,map,找一家最快到达的停车场,找一家最快到达的停车场
chinese/dzdm/X5/X5-2-DZ/F006/F006_117.wav,map,沿兴福路上的银行,沿兴福路上的银行
chinese/dzdm/X5/X5-1-DZ/F001/F001_109.wav,map,我要到唐记快餐店裕城路,我要到唐记快餐店裕城路
chinese/dzdm/X5/X5-3-DZ/F007/F007_046.wav,telephone,立刻拨打李振,立刻拨打李振
chinese/dzdm/X5/X5-1-DZ/F003/F003_065.wav,telephone,拨打幺八七五五幺五九五九九,拨打幺八七五五幺五九五九九
chinese/dzdm/X5/X5-6-DZ/M007/M007_041.wav,meida,听一首南山南,听一首南山南
chinese/dzdm/X5/X5-6-DZ/M006/M006_013.wav,radio,切换广播到fm九幺二,切换广播到fm九幺二
chinese/dzdm/X5/X5-4-DZ/F010/F010_154.wav,traffic,导航路径上堵车吗,导航路径上堵车吗
chinese/dzdm/X5/X5-7-DZ/M010/M010_092.wav,map,导航到箭道巷天井拐巷交叉口,导航到箭道巷天井拐巷交叉口
chinese/dzdm/X5/X5-2-DZ/F005/F005_222.wav,,接着播放口语天天练,接着播放口语天天练
chinese/dzdm/X5/X5-6-DZ/M006/M006_182.wav,new,我想阅读关于体育新闻的新闻,我想阅读关于体育新闻的新闻
chinese/dzdm/X5/X5-1-DZ/F001/F001_185.wav,new,我想阅读一些国内新闻,我想阅读一些国内新闻
chinese/dzdm/X5/X5-4-DZ/F010/F010_014.wav,radio,转广播到fm九一五,转广播到fm九一五
chinese/dzdm/X5/X5-1-DZ/F001/F001_069.wav,telephone,给高通胡去个电话,给高通胡去个电话
chinese/dzdm/X5/X5-2-DZ/F006/F006_200.wav,help,求帮助,求帮助
chinese/dzdm/X5/X5-7-DZ/M009/M009_191.wav,scheduled_destination,查看日程,查看日程
chinese/dzdm/X5/X5-5-DZ/M005/M005_176.wav,wether,最近几点合肥的天气,最近几点合肥的天气
chinese/dzdm/X5/X5-2-DZ/F006/F006_170.wav,wether,查一下中山星期三的温度,查一下中山星期三的温度
chinese/dzdm/X5/X5-2-DZ/F005/F005_062.wav,telephone,拨打王旭辉电话,拨打王旭辉电话
chinese/dzdm/X5/X5-7-DZ/M010/M010_021.wav,meida,不再联系,不再联系
chinese/dzdm/X5/X5-4-DZ/M001/M001_146.wav,map,怎么去新建公路六幺幺号,怎么去新建公路六幺幺号
chinese/dzdm/X5/X5-1-DZ/F001/F001_056.wav,telephone,拨打朱先生电话,拨打朱先生电话
chinese/dzdm/X5/X5-4-DZ/F010/F010_036.wav,meida,我想听下一个歌曲,我想听下一个歌曲
chinese/dzdm/X5/X5-7-DZ/M009/M009_092.wav,map,导航到紫荆花路二百五十号,导航到紫荆花路二百五十号
chinese/dzdm/X5/X5-2-DZ/F006/F006_052.wav,telephone,请打电话给范冰冰,请打电话给范冰冰
chinese/dzdm/X5/X5-5-DZ/M005/M005_183.wav,new,我想看关于政治新闻,我想看关于政治新闻
chinese/dzdm/X5/X5-6-DZ/M006/M006_043.wav,telephone,打个电话给柳房东,打个电话给柳房东
chinese/dzdm/X5/X5-6-DZ/M008/M008_128.wav,map,导航到福悦茶行,导航到福悦茶行
chinese/dzdm/X5/X5-5-DZ/M005/M005_072.wav,telephone,我想打电话给孙磊,我想打电话给孙磊
chinese/dzdm/X5/X5-6-DZ/M007/M007_082.wav,telephone,我想查看所有通话,我想查看所有通话
chinese/dzdm/X5/X5-4-DZ/M002/M002_059.wav,telephone,给胡英回个电话,给胡英回个电话
chinese/dzdm/X5/X5-7-DZ/M010/M010_072.wav,telephone,请拨打李总aone,请拨打李总aone
chinese/dzdm/X5/X5-3-DZ/F007/F007_088.wav,map,到西三环中路的天之骄子怎么走,到西三环中路的天之骄子怎么走
chinese/dzdm/X5/X5-1-DZ/F001/F001_075.wav,telephone,给曾毅去个电话,给曾毅去个电话
chinese/dzdm/X5/X5-5-DZ/M004/M004_111.wav,map,我想找加油站附近的wc,我想找加油站附近的wc
chinese/dzdm/X5/X5-4-DZ/M001/M001_089.wav,map,启动路线导航,启动路线导航
chinese/dzdm/X5/X5-5-DZ/M005/M005_079.wav,telephone,请打个电话给杨勇,请打个电话给杨勇
chinese/dzdm/X5/X5-5-DZ/M004/M004_219.wav,,我想听在线广播魔天记,我想听在线广播魔天记
chinese/dzdm/X5/X5-2-DZ/F006/F006_019.wav,radio,请切换到am九百五十四,请切换到am九百五十四
chinese/dzdm/X5/X5-7-DZ/M010/M010_006.wav,radio,转到广播频道fm九一六,转到广播频道fm九一六
chinese/dzdm/X5/X5-4-DZ/M002/M002_091.wav,map,墨魁路,墨魁路
chinese/dzdm/X5/X5-3-DZ/F008/F008_025.wav,meida,我想听千千阙歌,我想听千千阙歌
chinese/dzdm/X5/X5-2-DZ/F005/F005_112.wav,map,给我显示恒大华府的汽车站,给我显示恒大华府的汽车站
chinese/dzdm/X5/X5-4-DZ/F010/F010_023.wav,meida,沧浪之歌,沧浪之歌
chinese/dzdm/X5/X5-1-DZ/F003/F003_133.wav,map,带我去安图路和靖宇东路十字,带我去安图路和靖宇东路十字
chinese/dzdm/X5/X5-1-DZ/F002/F002_068.wav,telephone,给曾晓宇回电话,给曾晓宇回电话
chinese/dzdm/X5/X5-3-DZ/F007/F007_114.wav,map,导航到最近的温泉,导航到最近的温泉
chinese/dzdm/X5/X5-6-DZ/M006/M006_121.wav,map,导航去望江路上的地铁一号线,导航去望江路上的地铁一号线
chinese/dzdm/X5/X5-2-DZ/F006/F006_034.wav,meida,来首为爱付出,来首为爱付出
chinese/dzdm/X5/X5-2-DZ/F005/F005_083.wav,telephone,打个电话给曹豪,打个电话给曹豪
chinese/dzdm/X5/X5-7-DZ/M010/M010_016.wav,radio,转广播到fm幺零六九,转广播到fm幺零六九
chinese/dzdm/X5/X5-5-DZ/M005/M005_136.wav,map,家附近的厕所,家附近的厕所
chinese/dzdm/X5/X5-4-DZ/M002/M002_153.wav,map,我要到安图路与松花江路交叉路口,我要到安图路与松花江路交叉路口
chinese/dzdm/X5/X5-7-DZ/M010/M010_132.wav,map,导航到学院北路与浴新南大街路口,导航到学院北路与浴新南大街路口
chinese/dzdm/X5/X5-3-DZ/F009/F009_129.wav,map,附近的htc智尊服务体验中心,附近的htc智尊服务体验中心
chinese/dzdm/X5/X5-3-DZ/F007/F007_128.wav,map,导航到北山路和沿河路路口,导航到北山路和沿河路路口
chinese/dzdm/X5/X5-4-DZ/F010/F010_076.wav,telephone,拨打harris戚的电话,拨打harris戚的电话
chinese/dzdm/X5/X5-6-DZ/M006/M006_122.wav,map,导航去翡翠路上的地铁二号线,导航去翡翠路上的地铁二号线
chinese/dzdm/X5/X5-3-DZ/F008/F008_089.wav,map,导航到叶问咏春功夫窑菜,导航到叶问咏春功夫窑菜
chinese/dzdm/X5/X5-1-DZ/F001/F001_004.wav,radio,我想听fm,我想听fm
chinese/dzdm/X5/X5-3-DZ/F009/F009_078.wav,telephone,拨打mike朱的私人电话,拨打mike朱的私人电话
chinese/dzdm/X5/X5-1-DZ/F002/F002_155.wav,traffic,习友路上路况怎么样,习友路上路况怎么样
chinese/dzdm/X5/X5-6-DZ/M007/M007_198.wav,scheduled_destination,我想检查下周一的日程,我想检查下周一的日程
chinese/dzdm/X5/X5-3-DZ/F009/F009_201.wav,cmd,拨打,拨打
chinese/dzdm/X5/X5-1-DZ/F001/F001_203.wav,help,导航说明,导航说明
chinese/dzdm/X5/X5-4-DZ/F010/F010_015.wav,radio,转广播到fm九一一,转广播到fm九一一
chinese/dzdm/X5/X5-1-DZ/F003/F003_134.wav,map,带我去爱辉路和呼兰路十字,带我去爱辉路和呼兰路十字
chinese/dzdm/X5/X5-5-DZ/M004/M004_148.wav,map,我想找目的地附近的学校,我想找目的地附近的学校
chinese/dzdm/X5/X5-7-DZ/M010/M010_144.wav,map,导航到宝安新厨厨房设备公司,导航到宝安新厨厨房设备公司
chinese/dzdm/X5/X5-3-DZ/F008/F008_085.wav,map,导航到响水北路和永盛路交口,导航到响水北路和永盛路交口
chinese/dzdm/X5/X5-4-DZ/M001/M001_035.wav,meida,音源切换,音源切换
chinese/dzdm/X5/X5-7-DZ/M010/M010_168.wav,new,八一建军节的新闻,八一建军节的新闻
chinese/dzdm/X5/X5-4-DZ/M002/M002_109.wav,map,我要到爱国路与平凉路十字口,我要到爱国路与平凉路十字口
chinese/dzdm/X5/X5-4-DZ/M002/M002_040.wav,meida,beyond,beyond
chinese/dzdm/X5/X5-3-DZ/F008/F008_168.wav,wether,合肥啥天气,合肥啥天气
chinese/dzdm/X5/X5-3-DZ/F009/F009_053.wav,telephone,给杨鸿钧打电话,给杨鸿钧打电话
chinese/dzdm/X5/X5-3-DZ/F009/F009_021.wav,meida,我想听专辑十一月的肖邦,我想听专辑十一月的肖邦
chinese/dzdm/X5/X5-2-DZ/F004/F004_186.wav,new,我想听关于科技新闻,我想听关于科技新闻
chinese/dzdm/X5/X5-5-DZ/M005/M005_040.wav,,打开专辑jay,打开专辑jay
chinese/dzdm/X5/X5-1-DZ/F003/F003_060.wav,telephone,拨打一八一九九零零一二三四,拨打一八一九九零零一二三四
chinese/dzdm/X5/X5-1-DZ/F001/F001_220.wav,,我想听罗辑思维全集,我想听罗辑思维全集
chinese/dzdm/X5/X5-3-DZ/F008/F008_097.wav,map,导航到真善美养生馆,导航到真善美养生馆
chinese/dzdm/X5/X5-2-DZ/F005/F005_196.wav,scheduled_destination,我想检查这周六的日程,我想检查这周六的日程
chinese/dzdm/X5/X5-5-DZ/M005/M005_153.wav,map,沿途的加气站,沿途的加气站
chinese/dzdm/X5/X5-3-DZ/F009/F009_008.wav,radio,调频八零一,调频八零一
chinese/dzdm/X5/X5-4-DZ/F010/F010_010.wav,radio,转广播到am一千一百七十,转广播到am一千一百七十
chinese/dzdm/X5/X5-6-DZ/M006/M006_219.wav,,在线广播michael钱儿绘本故事,在线广播michael钱儿绘本故事
chinese/dzdm/X5/X5-7-DZ/M009/M009_033.wav,meida,我要听一下卡拉ok这首歌,我要听一下卡拉ok这首歌
chinese/dzdm/X5/X5-6-DZ/M006/M006_113.wav,map,退出导航,退出导航
chinese/dzdm/X5/X5-2-DZ/F004/F004_100.wav,map,我要找艾比客附近的停车位,我要找艾比客附近的停车位
chinese/dzdm/X5/X5-7-DZ/M010/M010_090.wav,map,导航到岐山中路珠江街交叉口,导航到岐山中路珠江街交叉口
chinese/dzdm/X5/X5-3-DZ/F008/F008_112.wav,map,导航到鑫得利好运发超市,导航到鑫得利好运发超市
chinese/dzdm/X5/X5-1-DZ/F001/F001_133.wav,map,去合兴村上海为农综合服务站,去合兴村上海为农综合服务站
chinese/dzdm/X5/X5-1-DZ/F002/F002_051.wav,telephone,给老聂去电话,给老聂去电话
chinese/dzdm/X5/X5-7-DZ/M009/M009_112.wav,map,导航到环湖北路和云山北路路口,导航到环湖北路和云山北路路口
chinese/dzdm/X5/X5-5-DZ/M005/M005_193.wav,scheduled_destination,我想检查这周三的日程,我想检查这周三的日程
chinese/dzdm/X5/X5-5-DZ/M003/M003_157.wav,traffic,大镜路上向西方向路况,大镜路上向西方向路况
chinese/dzdm/X5/X5-6-DZ/M006/M006_072.wav,telephone,拨打蔡坚,拨打蔡坚
chinese/dzdm/X5/X5-7-DZ/M009/M009_004.wav,radio,调频一千六百零二,调频一千六百零二
chinese/dzdm/X5/X5-4-DZ/M001/M001_084.wav,map,导航,导航
chinese/dzdm/X5/X5-3-DZ/F009/F009_035.wav,meida,我要听一下callmebaby这首歌,我要听一下callmebaby这首歌
chinese/dzdm/X5/X5-6-DZ/M006/M006_057.wav,telephone,请呼叫方海斌,请呼叫方海斌
chinese/dzdm/X5/X5-2-DZ/F005/F005_150.wav,map,沿途的服务中心,沿途的服务中心
chinese/dzdm/X5/X5-5-DZ/M003/M003_007.wav,radio,fm九十点八,fm九十点八
chinese/dzdm/X5/X5-5-DZ/M005/M005_032.wav,meida,播放专辑七里香,播放专辑七里香
chinese/dzdm/X5/X5-7-DZ/M010/M010_110.wav,map,导航到最近的克莱斯勒四s店,导航到最近的克莱斯勒四s店
chinese/dzdm/X5/X5-7-DZ/M009/M009_016.wav,radio,中波九百四十五,中波九百四十五
chinese/dzdm/X5/X5-2-DZ/F004/F004_134.wav,map,我要找目的地附近的大学,我要找目的地附近的大学
chinese/dzdm/X5/X5-4-DZ/F010/F010_134.wav,map,导航到金龙路与章贡王路路口,导航到金龙路与章贡王路路口
chinese/dzdm/X5/X5-7-DZ/M010/M010_121.wav,map,导航到太乙路与铁永坊路口,导航到太乙路与铁永坊路口
chinese/dzdm/X5/X5-7-DZ/M009/M009_118.wav,map,周围的ems快递,周围的ems快递
chinese/dzdm/X5/X5-3-DZ/F007/F007_137.wav,map,导航到丰泽路和临麒路路口,导航到丰泽路和临麒路路口
chinese/dzdm/X5/X5-7-DZ/M009/M009_088.wav,map,导航到最近的玛莎拉蒂四s店,导航到最近的玛莎拉蒂四s店
chinese/dzdm/X5/X5-5-DZ/M004/M004_129.wav,map,我要找目的地附近的健身房,我要找目的地附近的健身房
chinese/dzdm/X5/X5-5-DZ/M005/M005_108.wav,map,给我显示恒大华府的书店,给我显示恒大华府的书店
