pcm,time_Base,AudioTimeLength,time_SpeechStart,time_SpeechEnd,time_EndAudioData,time_Result,result_status,time_resume,ISR_Mode, other, Result_content,rc,Confidence_score,Result
/home/linaro/ATP/test_data/PcmRes/isr/400_ç«¯ç‚¹æ ‡æ³¨/å¸‚åŒºé™æ­¢å…³çª—å…³ç©ºè°ƒ/LSA/C4åœºæ™¯/low_c4_1s_5s/low_c4_1s_5s_8_encode.pcm,165481677,7904,165483123,1042,0,165485779,MSG_Result,1198,1,0,µ¼º½µ½³Âº£âù»ª,0,0,"{""bislocalresult"":""1"",""language"":""zh_cn_mandarin"",""nlocalconfidencescore"":""0"",""operation"":""ROUTE"",""pk_score"":0.5429,""rc"":0,""semantic"":{""slots"":{""endLoc"":{""city"":""CURRENT_CITY"",""ori_loc"":""³Âº£âù»ª"",""poi"":""³Âº£âù»ª"",""type"":""LOC_POI""},""startLoc"":{""city"":""CURRENT_CITY"",""poi"":""CURRENT_POI"",""type"":""LOC_POI""}}},""service"":""map"",""text"":""µ¼º½µ½³Âº£âù»ª"",""version"":""3.5.0.1190""}
"
/home/linaro/ATP/test_data/PcmRes/isr/400_ç«¯ç‚¹æ ‡æ³¨/å¸‚åŒºé™æ­¢å…³çª—å…³ç©ºè°ƒ/LSA/C3åœºæ™¯/hight_c3_2s_4s/hight_c3_2s_4s_9_encode.pcm,165485800,8438,165488207,1008,0,165491346,MSG_Result,1108,1,0,µ¼º½µ½³ØÖİÊĞ½ğÉ³Õò,0,0,"{""bislocalresult"":""1"",""language"":""zh_cn_mandarin"",""nlocalconfidencescore"":""0"",""operation"":""ROUTE"",""pk_score"":1,""rc"":0,""semantic"":{""slots"":{""endLoc"":{""city"":""³ØÖİÊĞ"",""cityAddr"":""³ØÖİ"",""ori_loc"":""³ØÖİÊĞ½ğÉ³Õò"",""poi"":""½ğÉ³Õò"",""type"":""LOC_POI""},""startLoc"":{""city"":""CURRENT_CITY"",""poi"":""CURRENT_POI"",""type"":""LOC_POI""}}},""service"":""map"",""text"":""µ¼º½µ½³ØÖİÊĞ½ğÉ³Õò"",""version"":""3.5.0.1190""}
"
/home/linaro/ATP/test_data/PcmRes/isr/400_ç«¯ç‚¹æ ‡æ³¨/éƒŠåŒºåŠå¼€çª—/C3åœºæ™¯/LSA/hight_c3_0.5s_5.5s/hight_c3_0.5s_5.5s_276_encode.pcm,165491359,8204,165492425,1143,0,165495287,MSG_Result,1224,1,0,ÎÒÒªµ½¼ÃÄÏÊĞÀúÏÂÇø,0,0,"{""bislocalresult"":""1"",""language"":""zh_cn_mandarin"",""nlocalconfidencescore"":""0"",""operation"":""ROUTE"",""pk_score"":1,""rc"":0,""semantic"":{""slots"":{""endLoc"":{""area"":""ÀúÏÂÇø"",""areaAddr"":""ÀúÏÂ"",""city"":""¼ÃÄÏÊĞ"",""cityAddr"":""¼ÃÄÏ"",""ori_loc"":""¼ÃÄÏÊĞÀúÏÂÇø"",""type"":""LOC_BASIC""},""startLoc"":{""city"":""CURRENT_CITY"",""poi"":""CURRENT_POI"",""type"":""LOC_POI""}}},""service"":""map"",""text"":""ÎÒÒªµ½¼ÃÄÏÊĞÀúÏÂÇø"",""version"":""3.5.0.1190""}
"
/home/linaro/ATP/test_data/PcmRes/isr/400_ç«¯ç‚¹æ ‡æ³¨/éƒŠåŒºåŠå¼€çª—/C4åœºæ™¯/LSA/low_c4_0.5s_5.5s/low_c4_0.5s_5.5s_238_encode.pcm,165495302,8210,165496368,1136,0,165499286,MSG_Result,1274,1,0,ÎÒÏëµ½ÒâÊ½·çÇéÇø,0,0,"{""bislocalresult"":""1"",""language"":""zh_cn_mandarin"",""nlocalconfidencescore"":""0"",""operation"":""ROUTE"",""pk_score"":0.5,""rc"":0,""semantic"":{""slots"":{""endLoc"":{""city"":""CURRENT_CITY"",""ori_loc"":""ÒâÊ½·çÇéÇø"",""poi"":""ÒâÊ½·çÇéÇø"",""type"":""LOC_POI""},""startLoc"":{""city"":""CURRENT_CITY"",""poi"":""CURRENT_POI"",""type"":""LOC_POI""}}},""service"":""map"",""text"":""ÎÒÏëµ½ÒâÊ½·çÇéÇø"",""version"":""3.5.0.1190""}
"
/home/linaro/ATP/test_data/PcmRes/isr/400_ç«¯ç‚¹æ ‡æ³¨/å¸‚åŒºé™æ­¢å…³çª—å…³ç©ºè°ƒ/LSA/C4åœºæ™¯/low_c4_1s_5s/low_c4_1s_5s_192_encode.pcm,165499310,7202,165500856,1164,0,165502757,MSG_Result,1245,1,0,ÎÒÏëÈ¥»¢ÇğÂ·,0,0,"{""bislocalresult"":""1"",""language"":""zh_cn_mandarin"",""nlocalconfidencescore"":""0"",""operation"":""ROUTE"",""pk_score"":1,""rc"":0,""semantic"":{""slots"":{""endLoc"":{""city"":""CURRENT_CITY"",""ori_loc"":""»¢ÇğÂ·"",""street"":""»¢ÇğÂ·"",""type"":""LOC_STREET""},""startLoc"":{""city"":""CURRENT_CITY"",""poi"":""CURRENT_POI"",""type"":""LOC_POI""}}},""service"":""map"",""text"":""ÎÒÏëÈ¥»¢ÇğÂ·"",""version"":""3.5.0.1190""}
"
/home/linaro/ATP/test_data/PcmRes/isr/400_ç«¯ç‚¹æ ‡æ³¨/éƒŠåŒºåŠå¼€çª—/C3åœºæ™¯/LSA/low_c3_2s_4s/low_c3_2s_4s_19_encode.pcm,165502767,7951,165505334,1015,0,165507805,MSG_Result,1087,1,0,ÎÒÒªµ½¾©¸Û°Ä¸ßËÙ,0,0,"{""bislocalresult"":""1"",""language"":""zh_cn_mandarin"",""nlocalconfidencescore"":""0"",""operation"":""ROUTE"",""pk_score"":0.7,""rc"":0,""semantic"":{""slots"":{""endLoc"":{""city"":""CURRENT_CITY"",""ori_loc"":""¾©¸Û°Ä¸ßËÙ"",""street"":""¾©¸Û°Ä¸ßËÙ"",""type"":""LOC_STREET""},""startLoc"":{""city"":""CURRENT_CITY"",""poi"":""CURRENT_POI"",""type"":""LOC_POI""}}},""service"":""map"",""text"":""ÎÒÒªµ½¾©¸Û°Ä¸ßËÙ"",""version"":""3.5.0.1190""}
"
/home/linaro/ATP/test_data/PcmRes/isr/400_ç«¯ç‚¹æ ‡æ³¨/éƒŠåŒºåŠå¼€çª—/C3åœºæ™¯/LSA/hight_c3_2s_4s/hight_c3_2s_4s_82_encode.pcm,165507822,7242,165510228,1184,0,165512300,MSG_Result,1236,1,0,ÉèÎª¹«Ë¾,0,0,"{""bislocalresult"":""1"",""language"":""zh_cn_mandarin"",""nlocalconfidencescore"":""0"",""operation"":"""",""pk_score"":1,""rc"":0,""semantic"":{""slots"":{""category"":""µØÍ¼ÉèÖÃ"",""name"":""ÊÕ²Øµ±Ç°µã""}},""service"":""cmd"",""text"":""ÉèÎª¹«Ë¾"",""version"":""3.5.0.1190""}
"
/home/linaro/ATP/test_data/PcmRes/isr/400_ç«¯ç‚¹æ ‡æ³¨/éƒŠåŒºåŠå¼€çª—/C3åœºæ™¯/LSA/hight_c3_2s_4s/hight_c3_2s_4s_146_encode.pcm,165512313,7945,165514819,1122,0,165517498,MSG_Result,1240,1,0,ÎÒÏëµ½ÉòÑôÊĞÎå°®½Ö,0,0,"{""bislocalresult"":""1"",""language"":""zh_cn_mandarin"",""nlocalconfidencescore"":""0"",""operation"":""ROUTE"",""pk_score"":0.8222,""rc"":0,""semantic"":{""slots"":{""endLoc"":{""city"":""ÉòÑôÊĞ"",""cityAddr"":""ÉòÑô"",""ori_loc"":""ÉòÑôÊĞÎå°®½Ö"",""street"":""Îå°®½Ö"",""type"":""LOC_STREET""},""startLoc"":{""city"":""CURRENT_CITY"",""poi"":""CURRENT_POI"",""type"":""LOC_POI""}}},""service"":""map"",""text"":""ÎÒÏëµ½ÉòÑôÊĞÎå°®½Ö"",""version"":""3.5.0.1190""}
"
/home/linaro/ATP/test_data/PcmRes/isr/400_ç«¯ç‚¹æ ‡æ³¨/éƒŠåŒºåŠå¼€çª—/C4åœºæ™¯/LSA/hight_c4_2.5s_3.5s/hight_c4_2.5s_3.5s_296_encode.pcm,165517514,7169,165520560,1297,0,165522634,MSG_Result,1451,1,0,ÎÒÒªµ½¼ÒÁË,0,0,"{""bislocalresult"":""1"",""language"":""zh_cn_mandarin"",""nlocalconfidencescore"":""0"",""operation"":""ROUTE"",""pk_score"":1,""rc"":0,""semantic"":{""slots"":{""endLoc"":{""city"":""CURRENT_CITY"",""ori_loc"":""¼Ò"",""poi"":""¼Ò"",""type"":""LOC_POI""},""nameType"":""USR_DEF"",""startLoc"":{""city"":""CURRENT_CITY"",""poi"":""CURRENT_POI"",""type"":""LOC_POI""}}},""service"":""map"",""text"":""ÎÒÒªµ½¼ÒÁË"",""version"":""3.5.0.1190""}
"
/home/linaro/ATP/test_data/PcmRes/isr/400_ç«¯ç‚¹æ ‡æ³¨/éƒŠåŒºåŠå¼€çª—/C3åœºæ™¯/LSA/hight_c3_2s_4s/hight_c3_2s_4s_41_encode.pcm,165522663,7463,165524909,1183,0,165527393,MSG_Result,1267,1,0,ÎÒÏëÈ¥ºş±±´óÑ§,0,0,"{""bislocalresult"":""1"",""language"":""zh_cn_mandarin"",""nlocalconfidencescore"":""0"",""operation"":""ROUTE"",""pk_score"":1,""rc"":0,""semantic"":{""slots"":{""endLoc"":{""city"":""CURRENT_CITY"",""ori_loc"":""ºş±±´óÑ§"",""poi"":""ºş±±´óÑ§"",""type"":""LOC_POI""},""startLoc"":{""city"":""CURRENT_CITY"",""poi"":""CURRENT_POI"",""type"":""LOC_POI""}}},""service"":""map"",""text"":""ÎÒÏëÈ¥ºş±±´óÑ§"",""version"":""3.5.0.1190""}
"
/home/linaro/ATP/test_data/PcmRes/isr/400_ç«¯ç‚¹æ ‡æ³¨/å¸‚åŒºé™æ­¢å…³çª—å…³ç©ºè°ƒ/LSA/C3åœºæ™¯/low_c3_0.5s_5.5s/low_c3_0.5s_5.5s_111_encode.pcm,165527404,7619,165528440,1088,0,165530732,MSG_Result,1209,1,0,ÎÒÒªÈ¥¸·Ñô¶«Õ¾,0,0,"{""bislocalresult"":""1"",""language"":""zh_cn_mandarin"",""nlocalconfidencescore"":""0"",""operation"":""ROUTE"",""pk_score"":1,""rc"":0,""semantic"":{""slots"":{""endLoc"":{""city"":""¸·ÑôÊĞ"",""cityAddr"":""¸·Ñô"",""ori_loc"":""¸·Ñô¶«Õ¾"",""poi"":""¸·Ñô¶«Õ¾"",""type"":""LOC_POI""},""startLoc"":{""city"":""CURRENT_CITY"",""poi"":""CURRENT_POI"",""type"":""LOC_POI""}}},""service"":""map"",""text"":""ÎÒÒªÈ¥¸·Ñô¶«Õ¾"",""version"":""3.5.0.1190""}
"
/home/linaro/ATP/test_data/PcmRes/isr/400_ç«¯ç‚¹æ ‡æ³¨/éƒŠåŒºåŠå¼€çª—/C3åœºæ™¯/LSA/low_c3_2.5s_3.5s/low_c3_2.5s_3.5s_281_encode.pcm,165530749,8237,165533796,1129,0,165536701,MSG_Result,1215,1,0,ÎÒÏëÈ¥º¼ÖİÎ÷ºş,0,0,"{""bislocalresult"":""1"",""language"":""zh_cn_mandarin"",""nlocalconfidencescore"":""0"",""operation"":""ROUTE"",""pk_score"":1,""rc"":0,""semantic"":{""slots"":{""endLoc"":{""area"":""Î÷ºşÏç"",""areaAddr"":""Î÷ºş"",""city"":""º¼ÖİÊĞ"",""cityAddr"":""º¼Öİ"",""ori_loc"":""º¼ÖİÎ÷ºş"",""type"":""LOC_BASIC""},""startLoc"":{""city"":""CURRENT_CITY"",""poi"":""CURRENT_POI"",""type"":""LOC_POI""}}},""service"":""map"",""text"":""ÎÒÏëÈ¥º¼ÖİÎ÷ºş"",""version"":""3.5.0.1190""}
"
/home/linaro/ATP/test_data/PcmRes/isr/400_ç«¯ç‚¹æ ‡æ³¨/å¸‚åŒºé™æ­¢å…³çª—å…³ç©ºè°ƒ/LSA/C3åœºæ™¯/hight_c3_2s_4s/hight_c3_2s_4s_267_encode.pcm,165536718,7488,165539225,1099,0,165541405,MSG_Result,1199,1,0,ÎÒÏëÈ¥ºş±±Ç±½­,0,0,"{""bislocalresult"":""1"",""language"":""zh_cn_mandarin"",""nlocalconfidencescore"":""0"",""operation"":""ROUTE"",""pk_score"":1,""rc"":0,""semantic"":{""slots"":{""endLoc"":{""city"":""Ç±½­"",""cityAddr"":""Ç±½­"",""ori_loc"":""ºş±±Ç±½­"",""province"":""ºş±±Ê¡"",""provinceAddr"":""ºş±±"",""type"":""LOC_BASIC""},""startLoc"":{""city"":""CURRENT_CITY"",""poi"":""CURRENT_POI"",""type"":""LOC_POI""}}},""service"":""map"",""text"":""ÎÒÏëÈ¥ºş±±Ç±½­"",""version"":""3.5.0.1190""}
"
/home/linaro/ATP/test_data/PcmRes/isr/400_ç«¯ç‚¹æ ‡æ³¨/å¸‚åŒºé™æ­¢å…³çª—å…³ç©ºè°ƒ/LSA/C4åœºæ™¯/low_c4_1s_5s/low_c4_1s_5s_357_encode.pcm,165541435,8582,165542882,1064,0,165546243,MSG_Result,1226,1,0,ÎÒÒªÈ¥°²»¯±±½ÖºÍ°²»ªÄĞÅ®²íÂ·¿Ú,0,0,"{""bislocalresult"":""1"",""language"":""zh_cn_mandarin"",""nlocalconfidencescore"":""0"",""operation"":""ROUTE"",""pk_score"":0.7867,""rc"":0,""semantic"":{""slots"":{""endLoc"":{""city"":""CURRENT_CITY"",""ori_loc"":""°²»¯±±½ÖºÍ°²»ªÄĞÅ®²íÂ·¿Ú"",""poi"":""°²»¯±±½ÖºÍ°²»ªÄĞÅ®²íÂ·¿Ú"",""type"":""LOC_POI""},""startLoc"":{""city"":""CURRENT_CITY"",""poi"":""CURRENT_POI"",""type"":""LOC_POI""}}},""service"":""map"",""text"":""ÎÒÒªÈ¥°²»¯±±½ÖºÍ°²»ªÄĞÅ®²íÂ·¿Ú"",""version"":""3.5.0.1190""}
"
/home/linaro/ATP/test_data/PcmRes/isr/400_ç«¯ç‚¹æ ‡æ³¨/å¸‚åŒºé™æ­¢å…³çª—å…³ç©ºè°ƒ/LSA/C4åœºæ™¯/hight_c4_1s_5s/hight_c4_1s_5s_194_encode.pcm,165546262,8548,165547648,1098,0,165551110,MSG_Result,1300,1,0,µ¼º½µ½ĞÂ½­Â·Óë·çÉĞïú½»²æ¿Ú,0,0,"{""bislocalresult"":""1"",""language"":""zh_cn_mandarin"",""nlocalconfidencescore"":""0"",""operation"":""ROUTE"",""pk_score"":0.7538,""rc"":0,""semantic"":{""slots"":{""endLoc"":{""city"":""CURRENT_CITY"",""ori_loc"":""ĞÂ½­Â·Óë·çÉĞïú½»²æ¿Ú"",""poi"":""ĞÂ½­Â·Óë·çÉĞïú½»²æ¿Ú"",""type"":""LOC_POI""},""startLoc"":{""city"":""CURRENT_CITY"",""poi"":""CURRENT_POI"",""type"":""LOC_POI""}}},""service"":""map"",""text"":""µ¼º½µ½ĞÂ½­Â·Óë·çÉĞïú½»²æ¿Ú"",""version"":""3.5.0.1190""}
"
/home/linaro/ATP/test_data/PcmRes/isr/400_ç«¯ç‚¹æ ‡æ³¨/å¸‚åŒºé™æ­¢å…³çª—å…³ç©ºè°ƒ/LSA/C4åœºæ™¯/low_c4_2s_4s/low_c4_2s_4s_185_encode.pcm,165551132,8649,165553638,1118,0,165556989,MSG_Result,1208,1,0,ÎÒÏëÈ¥°²»ÕÊ¡Á¢¶ùÍ¯Ò½Ôº,0,0,"{""bislocalresult"":""1"",""language"":""zh_cn_mandarin"",""nlocalconfidencescore"":""0"",""operation"":""ROUTE"",""pk_score"":1,""rc"":0,""semantic"":{""slots"":{""endLoc"":{""city"":""CURRENT_CITY"",""ori_loc"":""°²»ÕÊ¡Á¢¶ùÍ¯Ò½Ôº"",""poi"":""°²»ÕÊ¡Á¢¶ùÍ¯Ò½Ôº"",""type"":""LOC_POI""},""startLoc"":{""city"":""CURRENT_CITY"",""poi"":""CURRENT_POI"",""type"":""LOC_POI""}}},""service"":""map"",""text"":""ÎÒÏëÈ¥°²»ÕÊ¡Á¢¶ùÍ¯Ò½Ôº"",""version"":""3.5.0.1190""}
"
/home/linaro/ATP/test_data/PcmRes/isr/400_ç«¯ç‚¹æ ‡æ³¨/å¸‚åŒºé™æ­¢å…³çª—å…³ç©ºè°ƒ/LSA/C3åœºæ™¯/hight_c3_1s_5s/hight_c3_1s_5s_25_encode.pcm,165557002,7418,165558448,1049,0,165560518,MSG_Result,1098,1,0,ÎÒÏëÈ¥»¨Ã÷Â¥,0,0,"{""bislocalresult"":""1"",""language"":""zh_cn_mandarin"",""nlocalconfidencescore"":""0"",""operation"":""ROUTE"",""pk_score"":0.6,""rc"":0,""semantic"":{""slots"":{""endLoc"":{""city"":""CURRENT_CITY"",""ori_loc"":""»¨Ã÷Â¥"",""poi"":""»¨Ã÷Â¥"",""type"":""LOC_POI""},""startLoc"":{""city"":""CURRENT_CITY"",""poi"":""CURRENT_POI"",""type"":""LOC_POI""}}},""service"":""map"",""text"":""ÎÒÏëÈ¥»¨Ã÷Â¥"",""version"":""3.5.0.1190""}
"
/home/linaro/ATP/test_data/PcmRes/isr/400_ç«¯ç‚¹æ ‡æ³¨/å¸‚åŒºé™æ­¢å…³çª—å…³ç©ºè°ƒ/LSA/C4åœºæ™¯/low_c4_2s_4s/low_c4_2s_4s_95_encode.pcm,165560531,7505,165563037,1081,0,165565277,MSG_Result,1241,1,0,Ìí¼Óµç×ÓÑÛ,4,0,"{""bislocalresult"":""1"",""nlocalconfidencescore"":""0"",""rc"":4,""text"":""Ìí¼Óµç×ÓÑÛ""}
"
/home/linaro/ATP/test_data/PcmRes/isr/400_ç«¯ç‚¹æ ‡æ³¨/éƒŠåŒºåŠå¼€çª—/C3åœºæ™¯/LSA/hight_c3_2.5s_3.5s/hight_c3_2.5s_3.5s_358_encode.pcm,165565297,8778,165568343,1228,0,165571976,MSG_Result,1401,1,0,ÎÒÒªÈ¥°²»¯±±½ÖºÍ°²»¯ÄÏ½Ö½»²æÂ·¿Ú,0,0,"{""bislocalresult"":""1"",""language"":""zh_cn_mandarin"",""nlocalconfidencescore"":""0"",""operation"":""ROUTE"",""pk_score"":1,""rc"":0,""semantic"":{""slots"":{""endLoc"":{""city"":""CURRENT_CITY"",""ori_loc"":""°²»¯±±½ÖºÍ°²»¯ÄÏ½Ö½»²æÂ·¿Ú"",""street"":""°²»¯±±½Ö"",""streets"":""°²»¯ÄÏ½Ö"",""type"":""LOC_CROSS""},""startLoc"":{""city"":""CURRENT_CITY"",""poi"":""CURRENT_POI"",""type"":""LOC_POI""}}},""service"":""map"",""text"":""ÎÒÒªÈ¥°²»¯±±½ÖºÍ°²»¯ÄÏ½Ö½»²æÂ·¿Ú"",""version"":""3.5.0.1190""}
"
/home/linaro/ATP/test_data/PcmRes/isr/400_ç«¯ç‚¹æ ‡æ³¨/å¸‚åŒºé™æ­¢å…³çª—å…³ç©ºè°ƒ/LSA/C4åœºæ™¯/low_c4_1s_5s/low_c4_1s_5s_169_encode.pcm,165571988,8676,165573534,1070,0,165576920,MSG_Result,1256,1,0,ÎÒÒªµ½ÈÙÃñÂ·Óë½¨ÎÄÏß½»²æ¿Ú,0,0,"{""bislocalresult"":""1"",""language"":""zh_cn_mandarin"",""nlocalconfidencescore"":""0"",""operation"":""ROUTE"",""pk_score"":0.6308,""rc"":0,""semantic"":{""slots"":{""endLoc"":{""city"":""CURRENT_CITY"",""ori_loc"":""ÈÙÃñÂ·Óë½¨ÎÄÏß½»²æ¿Ú"",""poi"":""ÈÙÃñÂ·Óë½¨ÎÄÏß½»²æ¿Ú"",""type"":""LOC_POI""},""startLoc"":{""city"":""CURRENT_CITY"",""poi"":""CURRENT_POI"",""type"":""LOC_POI""}}},""service"":""map"",""text"":""ÎÒÒªµ½ÈÙÃñÂ·Óë½¨ÎÄÏß½»²æ¿Ú"",""version"":""3.5.0.1190""}
"
/home/linaro/ATP/test_data/PcmRes/isr/400_ç«¯ç‚¹æ ‡æ³¨/éƒŠåŒºåŠå¼€çª—/C4åœºæ™¯/LSA/low_c4_2.5s_3.5s/low_c4_2.5s_3.5s_264_encode.pcm,165576941,7670,165579988,1217,0,165582563,MSG_Result,1452,1,0,ÎÒÒªµ½½ğÅÍ¶«½Ö¿Ú,0,0,"{""bislocalresult"":""1"",""language"":""zh_cn_mandarin"",""nlocalconfidencescore"":""0"",""operation"":""ROUTE"",""pk_score"":0.8,""rc"":0,""semantic"":{""slots"":{""endLoc"":{""city"":""CURRENT_CITY"",""ori_loc"":""½ğÅÍ¶«½Ö¿Ú"",""poi"":""½ğÅÍ¶«½Ö¿Ú"",""type"":""LOC_POI""},""startLoc"":{""city"":""CURRENT_CITY"",""poi"":""CURRENT_POI"",""type"":""LOC_POI""}}},""service"":""map"",""text"":""ÎÒÒªµ½½ğÅÍ¶«½Ö¿Ú"",""version"":""3.5.0.1190""}
"
/home/linaro/ATP/test_data/PcmRes/isr/400_ç«¯ç‚¹æ ‡æ³¨/éƒŠåŒºåŠå¼€çª—/C3åœºæ™¯/LSA/low_c3_2.5s_3.5s/low_c3_2.5s_3.5s_66_encode.pcm,165582584,7130,165585471,1116,0,165587406,MSG_Result,1192,1,0,ÎÒÒªÈ¥´óÈó·¢,0,0,"{""bislocalresult"":""1"",""language"":""zh_cn_mandarin"",""nlocalconfidencescore"":""0"",""operation"":""ROUTE"",""pk_score"":1,""rc"":0,""semantic"":{""slots"":{""endLoc"":{""city"":""CURRENT_CITY"",""ori_loc"":""´óÈó·¢"",""poi"":""´óÈó·¢"",""type"":""LOC_POI""},""startLoc"":{""city"":""CURRENT_CITY"",""poi"":""CURRENT_POI"",""type"":""LOC_POI""}}},""service"":""map"",""text"":""ÎÒÒªÈ¥´óÈó·¢"",""version"":""3.5.0.1190""}
"
/home/linaro/ATP/test_data/PcmRes/isr/400_ç«¯ç‚¹æ ‡æ³¨/éƒŠåŒºåŠå¼€çª—/C3åœºæ™¯/LSA/hight_c3_1s_5s/hight_c3_1s_5s_242_encode.pcm,165587443,7826,165589050,1120,0,165591481,MSG_Result,1212,1,0,ÎÒÏëµ½º£µí¾ç³¡,0,0,"{""bislocalresult"":""1"",""language"":""zh_cn_mandarin"",""nlocalconfidencescore"":""0"",""operation"":""ROUTE"",""pk_score"":0.7714,""rc"":0,""semantic"":{""slots"":{""endLoc"":{""area"":""º£µíÇø"",""areaAddr"":""º£µí"",""city"":""CURRENT_CITY"",""ori_loc"":""º£µí¾ç³¡"",""poi"":""¾ç³¡"",""type"":""LOC_POI""},""startLoc"":{""city"":""CURRENT_CITY"",""poi"":""CURRENT_POI"",""type"":""LOC_POI""}}},""service"":""map"",""text"":""ÎÒÏëµ½º£µí¾ç³¡"",""version"":""3.5.0.1190""}
"
/home/linaro/ATP/test_data/PcmRes/isr/400_ç«¯ç‚¹æ ‡æ³¨/éƒŠåŒºåŠå¼€çª—/C4åœºæ™¯/LSA/hight_c4_1s_5s/hight_c4_1s_5s_85_encode.pcm,165591492,7360,165593039,1107,0,165595041,MSG_Result,1189,1,0,µØÍ¼Ğ¡Ò»µã,0,0,"{""bislocalresult"":""1"",""language"":""zh_cn_mandarin"",""nlocalconfidencescore"":""0"",""operation"":"""",""pk_score"":1,""rc"":0,""semantic"":{""slots"":{""category"":""µØÍ¼ÉèÖÃ"",""name"":""µØÍ¼ËõĞ¡""}},""service"":""cmd"",""text"":""µØÍ¼Ğ¡Ò»µã"",""version"":""3.5.0.1190""}
"
/home/linaro/ATP/test_data/PcmRes/isr/400_ç«¯ç‚¹æ ‡æ³¨/éƒŠåŒºåŠå¼€çª—/C3åœºæ™¯/LSA/hight_c3_2.5s_3.5s/hight_c3_2.5s_3.5s_6_encode.pcm,165595051,7538,165597937,1089,0,165600368,MSG_Result,1279,1,0,ÎÒÏëÈ¥Äş½òÁ¬Ëø,0,0,"{""bislocalresult"":""1"",""language"":""zh_cn_mandarin"",""nlocalconfidencescore"":""0"",""operation"":""ROUTE"",""pk_score"":0.7714,""rc"":0,""semantic"":{""slots"":{""endLoc"":{""area"":""Äş½òÏØ"",""areaAddr"":""Äş½ò"",""city"":""CURRENT_CITY"",""ori_loc"":""Äş½òÁ¬Ëø"",""poi"":""Á¬Ëø"",""type"":""LOC_POI""},""startLoc"":{""city"":""CURRENT_CITY"",""poi"":""CURRENT_POI"",""type"":""LOC_POI""}}},""service"":""map"",""text"":""ÎÒÏëÈ¥Äş½òÁ¬Ëø"",""version"":""3.5.0.1190""}
"
/home/linaro/ATP/test_data/PcmRes/isr/400_ç«¯ç‚¹æ ‡æ³¨/å¸‚åŒºé™æ­¢å…³çª—å…³ç©ºè°ƒ/LSA/C4åœºæ™¯/hight_c4_0.5s_5.5s/hight_c4_0.5s_5.5s_92_encode.pcm,165600383,7473,165601420,1074,0,165603491,MSG_Result,1135,1,0,°ÑµØÍ¼ËõĞ¡,0,0,"{""bislocalresult"":""1"",""language"":""zh_cn_mandarin"",""nlocalconfidencescore"":""0"",""operation"":"""",""pk_score"":1,""rc"":0,""semantic"":{""slots"":{""category"":""µØÍ¼ÉèÖÃ"",""name"":""µØÍ¼ËõĞ¡""}},""service"":""cmd"",""text"":""°ÑµØÍ¼ËõĞ¡"",""version"":""3.5.0.1190""}
"
/home/linaro/ATP/test_data/PcmRes/isr/400_ç«¯ç‚¹æ ‡æ³¨/å¸‚åŒºé™æ­¢å…³çª—å…³ç©ºè°ƒ/LSA/C4åœºæ™¯/low_c4_1s_5s/low_c4_1s_5s_97_encode.pcm,165603502,7232,165604949,1074,0,165606851,MSG_Result,1117,1,0,±£´æµØÖ·,0,0,"{""bislocalresult"":""1"",""language"":""zh_cn_mandarin"",""nlocalconfidencescore"":""0"",""operation"":"""",""pk_score"":1,""rc"":0,""semantic"":{""slots"":{""category"":""µØÍ¼ÉèÖÃ"",""name"":""ÊÕ²Øµ±Ç°µã""}},""service"":""cmd"",""text"":""±£´æµØÖ·"",""version"":""3.5.0.1190""}
"
/home/linaro/ATP/test_data/PcmRes/isr/400_ç«¯ç‚¹æ ‡æ³¨/éƒŠåŒºåŠå¼€çª—/C3åœºæ™¯/LSA/low_c3_0.5s_5.5s/low_c3_0.5s_5.5s_208_encode.pcm,165606865,7416,165607902,1131,0,165610003,MSG_Result,1222,1,0,ÎÒÏëµ½ÆÖ½­Ô·,0,0,"{""bislocalresult"":""1"",""language"":""zh_cn_mandarin"",""nlocalconfidencescore"":""0"",""operation"":""ROUTE"",""pk_score"":0.8333,""rc"":0,""semantic"":{""slots"":{""endLoc"":{""area"":""ÆÖ½­ÏØ"",""areaAddr"":""ÆÖ½­"",""ori_loc"":""ÆÖ½­"",""type"":""LOC_BASIC""},""startLoc"":{""city"":""CURRENT_CITY"",""poi"":""CURRENT_POI"",""type"":""LOC_POI""}}},""service"":""map"",""text"":""ÎÒÏëµ½ÆÖ½­Ô·"",""version"":""3.5.0.1190""}
"
