pcm,,,,SpeechEnd_time,SR_result_type,SR_response_time,,error_code,ISR_Result,,SR_full_result,vadSpeechStart,vadSpeechEnd,stop_appendAudioData_type
/data/AIUI/sr/600/0390-02.pcm,,,,0,MSG_Result,-1474,,0,"去敬老院",,"{""intent"":{""answer"":{""text"":""敬老院有多个相关结果，请问您选哪一个""},""array_index"":0,""cid"":""cid6f18a71e@ch00b00cb92270000000"",""data"":{""result"":[{""address"":""北花市大街与崇文门东后河沿交叉口西南100米"",""area"":""东城区"",""category"":""体育休闲服务;度假疗养场所;疗养院"",""city"":""北京市"",""distance"":""371.0"",""latitude"":""39.899764"",""longitude"":""116.426962"",""name"":""北京海阳智慧养老院"",""phone"":""010-61002001"",""poiType"":""endLoc"",""province"":""北京市"",""source_category"":""gaode_poi""},{""address"":""朝内南小街10号楼2层"",""area"":""东城区"",""category"":""体育休闲服务;度假疗养场所;疗养院"",""city"":""北京市"",""distance"":""1882.0"",""latitude"":""39.919904"",""longitude"":""116.427647"",""name"":""北京市东城区天颐养老院"",""phone"":"""",""photoUrl"":""http://store.is.autonavi.com/showpic/f57cbee7a40b0ef90e5ebb8b2b4b2f6f"",""poiType"":""endLoc"",""province"":""北京市"",""source_category"":""gaode_poi""},{""address"":""苏州胡同67号"",""area"":""东城区"",""category"":""体育休闲服务;度假疗养场所;疗养院"",""city"":""北京市"",""distance"":""569.0"",""latitude"":""39.905794"",""longitude"":""116.422422"",""name"":""海阳养老"",""phone"":"""",""poiType"":""endLoc"",""province"":""北京市"",""source_category"":""gaode_poi""},{""address"":""西草市东街60号"",""area"":""东城区"",""category"":""体育休闲服务;度假疗养场所;疗养院"",""city"":""北京市"",""distance"":""2872.0"",""latitude"":""39.889227"",""longitude"":""116.399569"",""name"":""尚爱养老院"",""phone"":"""",""poiType"":""endLoc"",""province"":""北京市"",""source_category"":""gaode_poi""},{""address"":""长青园7号鹰岛大厦写字楼B座"",""area"":""东城区"",""category"":""体育休闲服务;度假疗养场所;疗养院"",""city"":""北京市"",""distance"":""3157.0"",""latitude"":""39.874816"",""longitude"":""116.423866"",""name"":""长青养老院(鹰岛大厦写字楼B座东)"",""phone"":""010-51016802"",""photoUrl"":""http://store.is.autonavi.com/showpic/537c13f6a310b9502c0bfabb"",""poiType"":""endLoc"",""province"":""北京市"",""source_category"":""gaode_poi""},{""address"":""劲松中街四区405楼2层"",""area"":""朝阳区"",""category"":""体育休闲服务;度假疗养场所;疗养院"",""city"":""北京市"",""distance"":""3297.0"",""latitude"":""39.882566"",""longitude"":""116.455948"",""name"":""爱侬养老院"",""phone"":""010-58103088"",""photoUrl"":""http://store.is.autonavi.com/showpic/b26b3e10d3b3348f9be12b0346ca7f55"",""poiType"":""endLoc"",""province"":""北京市"",""source_category"":""gaode_poi""},{""address"":""景山街道东四街道东四北大街什锦花园胡同31号"",""area"":""东城区"",""category"":""体育休闲服务;度假疗养场所;疗养院"",""city"":""北京市"",""distance"":""3274.0"",""latitude"":""39.930129"",""longitude"":""116.413200"",""name"":""北京市东城区什锦花园养老院"",""phone"":""010-64061507"",""photoUrl"":""http://store.is.autonavi.com/showpic/53a0ef15a310b133764ec133"",""poiType"":""endLoc"",""province"":""北京市"",""source_category"":""gaode_poi""},{""address"":""西打磨厂街62号附近"",""area"":""东城区"",""category"":""体育休闲服务;度假疗养场所;疗养院"",""city"":""北京市"",""distance"":""1744.0"",""latitude"":""39.898992"",""longitude"":""116.408263"",""name"":""东城前东社区养老服务驿站"",""phone"":"""",""photoUrl"":""http://store.is.autonavi.com/showpic/4a9c83b67262e8f84dd83fd28fc1ed42"",""poiType"":""endLoc"",""province"":""北京市"",""source_category"":""gaode_poi""}]},""demand_semantic"":{""endLoc.ori_loc"":""敬老院"",""service"":""mapU""},""dialog_stat"":""DataValid"",""engine_time"":297.3099999999999,""operation"":""QUERY"",""orig_semantic"":{""slots"":{""endLoc.ori_loc"":""敬老院""}},""rc"":0,""score"":1,""search_semantic"":{""endLoc.ori_loc"":""敬老院"",""reserved"":{""endLoc"":{""ask_num"":0}},""service"":""mapU""},""semantic"":{""slots"":{""endLoc"":{""mean_extra"":""[\n    {\n        \""source\"": \""nlp\"",\n        \""result\"": \""敬老院/biz:poi/,敬老院/POI_CORE/\""\n    }\n]"",""ori_loc"":""敬老院"",""topic"":""其他""},""operation"":""QUERY"",""startLoc"":{""ori_loc"":""CURRENT_ORI_LOC""}}},""service"":""mapU"",""sid"":""cid6f18a71e@ch00b00cb923fa01004c"",""state"":{""fg::mapU::poiSearch::moreTarget"":{""endLoc"":""1"",""state"":""moreTarget""}},""text"":""去敬老院"",""used_state"":{""endLoc"":""1"",""state"":""moreTarget"",""state_key"":""fg::mapU::poiSearch::moreTarget""},""uuid"":""atn004c58a5@un39d00cb923fc6f2601""}}",0,0,no MSG_SpeechEnd
/data/AIUI/sr/600/0390-03.pcm,,,,0,,0,,0,"",,"",0,0,no MSG_SpeechEnd
/data/AIUI/sr/600/0390-04.pcm,,,,0,MSG_Result,-1598,,0,"开始导航",,"{""intent"":{""array_index"":0,""cid"":""cid6f18a71e@ch00b00cb92270000000"",""demand_semantic"":{""insType"":""CONFIRM"",""service"":""mapU""},""engine_time"":2.525,""operation"":""CONFIRM"",""orig_semantic"":{""slots"":{""insType"":""CONFIRM""}},""rc"":0,""score"":1,""semantic"":{""slots"":{""insType"":""CONFIRM"",""operation"":""CONFIRM""}},""service"":""mapU"",""sid"":""cid6f18a71e@ch00b00cb9240901004e"",""state"":{""fg::mapU::route::unknown"":{""insType"":""1"",""state"":""unknown""}},""text"":""开始导航"",""used_state"":{""insType"":""1"",""state"":""unknown"",""state_key"":""fg::mapU::route::unknown""},""uuid"":""atn004c5904@un39d00cb9240c6f2601""}}",0,0,no MSG_SpeechEnd
/data/AIUI/sr/600/0391-01.pcm,,,,0,MSG_Result,-2509,,0,"我想去贵阳清镇",,"{""intent"":{""answer"":{""text"":""贵阳清镇有多个相关结果，请问您选哪一个""},""array_index"":0,""cid"":""cid6f18a71e@ch00b00cb92270000000"",""data"":{""result"":[{""address"":""百花新城三期2号楼(市人社局旁)"",""area"":""清镇市"",""category"":""政府机构及社会团体;政府机关;区县级政府及事业单位"",""city"":""贵阳市"",""distance"":""1747300.0"",""latitude"":""26.570518"",""longitude"":""106.468802"",""name"":""清镇市人民政府"",""phone"":""0851-82521526"",""poiType"":""endLoc"",""province"":""贵州省"",""source_category"":""gaode_poi""},{""address"":""清镇市"",""area"":""清镇市"",""category"":""地名地址信息;普通地名;区县级地名"",""city"":""贵阳市"",""distance"":""1748607.0"",""latitude"":""26.556079"",""longitude"":""106.470715"",""name"":""清镇市"",""phone"":"""",""poiType"":""endLoc"",""province"":""贵州省"",""source_category"":""gaode_poi""},{""address"":""清镇市"",""area"":""清镇市"",""category"":""地名地址信息;交通地名;道路名"",""city"":""贵阳市"",""distance"":""1750030.0"",""latitude"":""26.544080"",""longitude"":""106.465424"",""name"":""清镇高速"",""phone"":"""",""poiType"":""endLoc"",""province"":""贵州省"",""source_category"":""gaode_poi""},{""address"":""清镇市"",""area"":""清镇市"",""category"":""地名地址信息;交通地名;高速路出口"",""city"":""贵阳市"",""distance"":""1750142.0"",""latitude"":""26.544393"",""longitude"":""106.462508"",""name"":""清镇出口(贵黄高速西南向)"",""phone"":"""",""poiType"":""endLoc"",""province"":""贵州省"",""source_category"":""gaode_poi""},{""address"":""清镇市"",""area"":""清镇市"",""category"":""地名地址信息;交通地名;高速路出口"",""city"":""贵阳市"",""distance"":""1751169.0"",""latitude"":""26.538197"",""longitude"":""106.453779"",""name"":""清镇出口(G60沪昆高速东向)"",""phone"":"""",""poiType"":""endLoc"",""province"":""贵州省"",""source_category"":""gaode_poi""},{""address"":""清镇6路"",""area"":""清镇市"",""category"":""交通设施服务;公交车站;公交车站相关"",""city"":""贵阳市"",""distance"":""1745843.0"",""latitude"":""26.580755"",""longitude"":""106.478302"",""name"":""清镇党校(公交站)"",""phone"":"""",""poiType"":""endLoc"",""province"":""贵州省"",""source_category"":""gaode_poi""},{""address"":""清镇-花溪;花溪-清镇"",""area"":""清镇市"",""category"":""交通设施服务;公交车站;公交车站相关"",""city"":""贵阳市"",""distance"":""1747784.0"",""latitude"":""26.561853"",""longitude"":""106.476105"",""name"":""清镇社会客车站(公交站)"",""phone"":"""",""poiType"":""endLoc"",""province"":""贵州省"",""source_category"":""gaode_poi""},{""address"":""西二环与金工立交交叉口南50米"",""area"":""观山湖区"",""category"":""交通设施服务;交通服务相关;交通服务相关"",""city"":""贵阳市"",""distance"":""1733052.0"",""latitude"":""26.616719"",""longitude"":""106.669898"",""name"":""清镇(出口)"",""phone"":"""",""poiType"":""endLoc"",""province"":""贵州省"",""source_category"":""gaode_poi""}]},""demand_semantic"":{""endLoc.ori_loc"":""贵阳清镇"",""service"":""mapU""},""dialog_stat"":""DataValid"",""engine_time"":471.457,""operation"":""QUERY"",""orig_semantic"":{""slots"":{""endLoc.ori_loc"":""贵阳清镇""}},""rc"":0,""score"":1,""search_semantic"":{""endLoc.ori_loc"":""贵阳清镇"",""reserved"":{""endLoc"":{""ask_num"":0}},""service"":""mapU""},""semantic"":{""slots"":{""endLoc"":{""mean_extra"":""[\n    {\n        \""source\"": \""nlp\"",\n        \""result\"": \""贵阳/CITY/,贵阳清镇/biz:xzq/,清镇/AREA/\""\n    }\n]"",""ori_loc"":""贵阳清镇"",""topic"":""其他""},""operation"":""QUERY"",""startLoc"":{""ori_loc"":""CURRENT_ORI_LOC""}}},""service"":""mapU"",""sid"":""cid6f18a71e@ch00b00cb9240c01004f"",""state"":{""fg::mapU::poiSearch::moreTarget"":{""endLoc"":""1"",""state"":""moreTarget""}},""text"":""我想去贵阳清镇"",""used_state"":{""endLoc"":""1"",""state"":""moreTarget"",""state_key"":""fg::mapU::poiSearch::moreTarget""},""uuid"":""atn004c591f@un39d00cb9240f6f2601""}}",0,0,no MSG_SpeechEnd
/data/AIUI/sr/600/0391-02.pcm,,,,0,MSG_Result,-2870,,0,"就是红旗路的清镇市",,"{""intent"":{""answer"":{""text"":""在红旗路附近为您找到多个清镇市，请问您选哪一个""},""array_index"":0,""cid"":""cid6f18a71e@ch00b00cb92270000000"",""data"":{""result"":[{""address"":""西花市大街80"",""area"":""东城区"",""category"":""8100000"",""city"":""北京市"",""distance"":""144.0"",""latitude"":""39.903113961219788"",""longitude"":""116.429679989814758"",""name"":""花市清真寺(北门)"",""poiType"":""endLoc"",""province"":"""",""score"":""0.345"",""source_category"":""gaode_poi""},{""address"":""西花市大街80号"",""area"":""东城区"",""category"":""2050303"",""city"":""北京市"",""distance"":""761.0"",""latitude"":""39.897083282470703"",""longitude"":""116.423541665077209"",""name"":""花市清真寺"",""poiType"":""endLoc"",""province"":"""",""score"":""0.482"",""source_category"":""gaode_poi""},{""address"":""崇外大街国瑞购物中心3f"",""area"":""东城区"",""category"":""2040201"",""city"":""北京市"",""distance"":""943.0"",""latitude"":""39.897673606872559"",""longitude"":""116.419409692287445"",""name"":""娜镇清凉手工冰棍"",""poiType"":""endLoc"",""province"":"""",""score"":""0.352"",""source_category"":""gaode_poi""},{""address"":""珠市口西大街129号,安成商务酒店旁"",""area"":""西城区"",""category"":""2040201"",""city"":""北京市"",""distance"":""3332.0"",""latitude"":""39.890520811080933"",""longitude"":""116.392534673213959"",""name"":""渝港小镇(珠市口)"",""poiType"":""endLoc"",""province"":"""",""score"":""0.343"",""source_category"":""gaode_poi""},{""address"":""百子湾路29号"",""area"":""朝阳区"",""category"":""2060308"",""city"":""北京市"",""distance"":""4469.0"",""latitude"":""39.900624990463257"",""longitude"":""116.480243027210236"",""name"":""娜镇清凉"",""poiType"":""endLoc"",""province"":"""",""score"":""0.551"",""source_category"":""gaode_poi""},{""address"":""北京市丰台区"",""area"":""丰台区"",""category"":""2020107"",""city"":""北京市"",""distance"":""6418.0"",""latitude"":""39.851527750492096"",""longitude"":""116.461840271949768"",""name"":""中共乐清市清江镇在京经商支部委员会"",""poiType"":""endLoc"",""province"":"""",""score"":""0.427"",""source_category"":""gaode_poi""},{""address"":""百子湾东里216-1号"",""area"":""朝阳区"",""category"":""3000699"",""city"":""北京市"",""distance"":""6669.0"",""latitude"":""39.898819386959076"",""longitude"":""116.505902767181396"",""name"":""清芳福超市"",""poiType"":""endLoc"",""province"":"""",""score"":""0.470"",""source_category"":""gaode_poi""},{""address"":""新康街1-3号"",""area"":""西城区"",""category"":""3000699"",""city"":""北京市"",""distance"":""7689.0"",""latitude"":""39.958263874053955"",""longitude"":""116.373958289623260"",""name"":""雅清超市"",""poiType"":""endLoc"",""province"":"""",""score"":""0.556"",""source_category"":""gaode_poi""}]},""demand_semantic"":{""endLoc.ori_loc"":""清镇市"",""landmark.ori_loc"":""红旗路"",""service"":""mapU""},""dialog_stat"":""DataValid"",""engine_time"":189.731,""operation"":""QUERY"",""orig_semantic"":{""slots"":{""endLoc.ori_loc"":""清镇市"",""landmark.ori_loc"":""红旗路""}},""rc"":0,""score"":1,""search_semantic"":{""endLoc.ori_loc"":""清镇市"",""landmark.ori_loc"":""红旗路"",""reserved"":{""endLoc"":{""ask_num"":0}},""service"":""mapU""},""semantic"":{""slots"":{""endLoc"":{""mean_extra"":""[\n    {\n        \""source\"": \""nlp\"",\n        \""result\"": \""清镇市/biz:xzq/,清镇市/AREA/\""\n    }\n]"",""ori_loc"":""清镇市"",""topic"":""其他""},""landmark"":{""mean_extra"":""[\n    {\n        \""source\"": \""nlp\"",\n        \""result\"": \""红旗路/biz:street/,红旗路/ROAD/\""\n    }\n]"",""ori_loc"":""红旗路"",""topic"":""其他""},""operation"":""QUERY"",""startLoc"":{""ori_loc"":""CURRENT_ORI_LOC""}}},""service"":""mapU"",""sid"":""cid6f18a71e@ch00b00cb92410010050"",""state"":{""fg::mapU::poiSearch::moreTarget"":{""endLoc"":""1"",""landmark"":""1"",""state"":""moreTarget""}},""text"":""就是红旗路的清镇市"",""used_state"":{""endLoc"":""1"",""landmark"":""1"",""state"":""moreTarget"",""state_key"":""fg::mapU::poiSearch::moreTarget""},""uuid"":""atn004c5947@un1c230cb924146f2a01""}}",0,0,no MSG_SpeechEnd
/data/AIUI/sr/600/0391-03.pcm,,,,0,MSG_Result,-3513,,0,"帮我搜索附近如家的酒店",,"{""intent"":{""answer"":{""text"":""酒店有多个相关结果，请问您选哪一个""},""array_index"":0,""cid"":""cid6f18a71e@ch00b00cb92270000000"",""data"":{""result"":[{""address"":""建国门内大街甲18号"",""area"":""东城区"",""category"":""住宿服务;宾馆酒店;四星级宾馆"",""city"":""北京市"",""distance"":""329.0"",""latitude"":""39.905935"",""longitude"":""116.428423"",""name"":""北京宝辰饭店"",""phone"":""010-65266688"",""photoUrl"":""http://store.is.autonavi.com/showpic/ff78abe250f58697b2132877dc17493b"",""poiType"":""endLoc"",""province"":""北京市"",""source_category"":""gaode_poi""},{""address"":""建国门南大街7号"",""area"":""东城区"",""category"":""住宿服务;宾馆酒店;五星级宾馆"",""city"":""北京市"",""distance"":""557.0"",""latitude"":""39.904481"",""longitude"":""116.434231"",""name"":""北京万豪酒店"",""phone"":""010-58118266"",""photoUrl"":""http://store.is.autonavi.com/showpic/04891f1d2d6cfd4f70ee9e8113f0f333"",""poiType"":""endLoc"",""province"":""北京市"",""source_category"":""gaode_poi""},{""address"":""建国门内大街9号"",""area"":""东城区"",""category"":""住宿服务;宾馆酒店;五星级宾馆"",""city"":""北京市"",""distance"":""738.0"",""latitude"":""39.909613"",""longitude"":""116.428586"",""name"":""北京国际饭店"",""phone"":""010-65126688"",""photoUrl"":""http://store.is.autonavi.com/showpic/cc647881ccc8cfeea39a2b27e27975b9"",""poiType"":""endLoc"",""province"":""北京市"",""source_category"":""gaode_poi""},{""address"":""北京站街9号"",""area"":""东城区"",""category"":""住宿服务;宾馆酒店;五星级宾馆"",""city"":""北京市"",""distance"":""424.0"",""latitude"":""39.906625"",""longitude"":""116.426482"",""name"":""湖南大厦"",""phone"":""010-85079999"",""photoUrl"":""http://store.is.autonavi.com/showpic/30ec2eefb7762a9e4f777f405c9d403f"",""poiType"":""endLoc"",""province"":""北京市"",""source_category"":""gaode_poi""},{""address"":""北京站东街6号(金谷琪珑大酒店停车场内)"",""area"":""东城区"",""category"":""住宿服务;宾馆酒店;宾馆酒店"",""city"":""北京市"",""distance"":""476.0"",""latitude"":""39.904113"",""longitude"":""116.433378"",""name"":""富润酒店(北京站店)"",""phone"":""010-65271952"",""photoUrl"":""http://store.is.autonavi.com/showpic/ae78d4bf62dea3e2b6e3473e7cc4795d"",""poiType"":""endLoc"",""province"":""北京市"",""source_category"":""gaode_poi""},{""address"":""毛家湾胡同13号(北京站东侧20米)"",""area"":""东城区"",""category"":""住宿服务;宾馆酒店;经济型连锁酒店"",""city"":""北京市"",""distance"":""130.0"",""latitude"":""39.903869"",""longitude"":""116.429010"",""name"":""IU酒店(北京火车站店)"",""phone"":""010-65137677"",""photoUrl"":""http://store.is.autonavi.com/showpic/beb00fd34777026d6dabb751d7470a33"",""poiType"":""endLoc"",""province"":""北京市"",""source_category"":""gaode_poi""},{""address"":""毛家湾胡同甲13号北京站售票厅1层"",""area"":""东城区"",""category"":""住宿服务;宾馆酒店;经济型连锁酒店"",""city"":""北京市"",""distance"":""202.0"",""latitude"":""39.903843"",""longitude"":""116.425910"",""name"":""易佰连锁旅店(北京站店)"",""phone"":""010-65131668"",""photoUrl"":""http://store.is.autonavi.com/showpic/b99ad725f1615cd7dce52cadaf274b72"",""poiType"":""endLoc"",""province"":""北京市"",""source_category"":""gaode_poi""},{""address"":""崇文门东大街8-3号"",""area"":""东城区"",""category"":""住宿服务;旅馆招待所;旅馆招待所"",""city"":""北京市"",""distance"":""307.0"",""latitude"":""39.900378"",""longitude"":""116.429133"",""name"":""崇东旅馆"",""phone"":""010-67186853"",""photoUrl"":""http://store.is.autonavi.com/showpic/271e35b16961940133ba67cff9b80ed4"",""poiType"":""endLoc"",""province"":""北京市"",""source_category"":""gaode_poi""}]},""demand_semantic"":{""endLoc.ori_loc"":""酒店"",""service"":""mapU""},""dialog_stat"":""DataValid"",""engine_time"":377.11,""operation"":""QUERY"",""orig_semantic"":{""slots"":{""endLoc.ori_loc"":""酒店""}},""rc"":0,""score"":1,""search_semantic"":{""endLoc.ori_loc"":""酒店"",""reserved"":{""endLoc"":{""ask_num"":0,""max_distance"":738,""min_distance"":130}},""service"":""mapU""},""semantic"":{""slots"":{""endLoc"":{""mean_extra"":""[\n    {\n        \""source\"": \""nlp\"",\n        \""result\"": \""酒店/biz:poi/,酒店/POI_TYPE/\""\n    }\n]"",""ori_loc"":""酒店"",""topic"":""hotel""},""operation"":""QUERY"",""startLoc"":{""ori_loc"":""CURRENT_ORI_LOC""}}},""service"":""mapU"",""sid"":""cid6f18a71e@ch00b00cb92414010051"",""state"":{""fg::mapU::poiSearch::moreTarget"":{""endLoc"":""1"",""state"":""moreTarget""}},""text"":""帮我搜索附近如家的酒店"",""used_state"":{""endLoc"":""1"",""state"":""moreTarget"",""state_key"":""fg::mapU::poiSearch::moreTarget""},""uuid"":""atn004c5964@un1c230cb924186f2a01""}}",0,0,no MSG_SpeechEnd
/data/AIUI/sr/600/0391-04.pcm,,,,0,MSG_Result,-2596,,0,"选择价位最低的",,"{""intent"":{""array_index"":0,""cid"":""cid6f18a71e@ch00b00cb92270000000"",""demand_semantic"":{""price"":""价位"",""reserved_intent"":""0"",""service"":""mapU""},""engine_time"":5.211,""operation"":"""",""orig_semantic"":{""slots"":{""price"":""价位"",""reserved_intent"":""0""}},""rc"":0,""score"":1,""semantic"":{""slots"":{""operation"":"""",""price"":""价位"",""reserved_intent"":""0""}},""service"":""mapU"",""sid"":""cid6f18a71e@ch00b00cb92419010052"",""state"":{""fg::mapU::poiSearch::moreTarget"":{""price"":""1"",""reserved_intent"":""1"",""state"":""moreTarget""}},""text"":""选择价位最低的"",""used_state"":{""price"":""1"",""reserved_intent"":""1"",""state"":""moreTarget"",""state_key"":""fg::mapU::poiSearch::moreTarget""},""uuid"":""atn004c597d@un39d00cb9241c6f2601""}}",0,0,no MSG_SpeechEnd
/data/AIUI/sr/600/0391-05.pcm,,,,0,MSG_Result,-1756,,0,"开始导航",,"{""intent"":{""cid"":""cid6f18a71e@ch00b00cb92270000000"",""rc"":4,""sid"":""cid6f18a71e@ch00b00cb9241d010053"",""text"":""开始导航"",""uuid"":""atn004c598d@un39d00cb9241f6f2601""}}",0,0,no MSG_SpeechEnd
/data/AIUI/sr/600/0392-01.pcm,,,,0,MSG_Result,-2480,,0,"前往泰兴市江华镇",,"{""intent"":{""answer"":{""text"":""泰兴市江华镇有多个相关结果，请问您选哪一个""},""array_index"":0,""cid"":""cid6f18a71e@ch00b00cb92270000000"",""data"":{""result"":[{""address"":""蒋华镇"",""area"":""泰兴市"",""category"":""科教文化服务;学校;幼儿园"",""city"":""泰州市"",""distance"":""929217.0"",""latitude"":""32.075234"",""longitude"":""120.018137"",""name"":""泰兴市蒋华镇中心幼儿园"",""phone"":""0523-87412783"",""photoUrl"":""http://store.is.autonavi.com/showpic/5514a60bc22ee07480d65d38648bb11a"",""poiType"":""endLoc"",""province"":""江苏省"",""source_category"":""gaode_poi""},{""address"":""蒋华镇闸东路3号"",""area"":""泰兴市"",""category"":""医疗保健服务;综合医院;卫生院"",""city"":""泰州市"",""distance"":""929499.0"",""latitude"":""32.071772"",""longitude"":""120.015519"",""name"":""泰兴市蒋华卫生院"",""phone"":"""",""photoUrl"":""http://store.is.autonavi.com/showpic/d4f0943859e35e58f99ba00b35b23be5"",""poiType"":""endLoc"",""province"":""江苏省"",""source_category"":""gaode_poi""},{""address"":""蒋华镇青年路1号"",""area"":""泰兴市"",""category"":""科教文化服务;学校;中学"",""city"":""泰州市"",""distance"":""929112.0"",""latitude"":""32.07513"",""longitude"":""120.014414"",""name"":""泰兴市蒋华镇第一初级中学"",""phone"":"""",""poiType"":""endLoc"",""province"":""江苏省"",""source_category"":""gaode_poi""},{""address"":""虹桥镇"",""area"":""泰兴市"",""category"":""政府机构及社会团体;政府机关;乡镇以下级政府及事业单位"",""city"":""泰州市"",""distance"":""928632.0"",""latitude"":""32.074669"",""longitude"":""119.997451"",""name"":""泰兴市蒋华镇六圩村村民委员会"",""phone"":"""",""poiType"":""endLoc"",""province"":""江苏省"",""source_category"":""gaode_poi""},{""address"":""虹桥镇"",""area"":""泰兴市"",""category"":""购物服务;购物相关场所;购物相关场所"",""city"":""泰州市"",""distance"":""929077.0"",""latitude"":""32.074549"",""longitude"":""120.011350"",""name"":""蒋华镇菜场"",""phone"":"""",""poiType"":""endLoc"",""province"":""江苏省"",""source_category"":""gaode_poi""},{""address"":""广福村村民委员会虹桥镇彩虹北路"",""area"":""泰兴市"",""category"":""科教文化服务;学校;小学"",""city"":""泰州市"",""distance"":""930046.0"",""latitude"":""32.060313"",""longitude"":""119.994362"",""name"":""蒋华镇广福小学"",""phone"":"""",""poiType"":""endLoc"",""province"":""江苏省"",""source_category"":""gaode_poi""},{""address"":""蒋华镇振华西路6号"",""area"":""泰兴市"",""category"":""科教文化服务;学校;小学"",""city"":""泰州市"",""distance"":""929219.0"",""latitude"":""32.073696"",""longitude"":""120.013019"",""name"":""蒋华小学"",""phone"":"""",""photoUrl"":""http://store.is.autonavi.com/showpic/764862d3c0fce1ce1b5812ba240391e3"",""poiType"":""endLoc"",""province"":""江苏省"",""source_category"":""gaode_poi""},{""address"":""虹桥镇蒋华宾馆"",""area"":""泰兴市"",""category"":""生活服务;洗浴推拿场所;洗浴推拿场所"",""city"":""泰州市"",""distance"":""929184.0"",""latitude"":""32.075032"",""longitude"":""120.016386"",""name"":""蒋华浴室"",""phone"":"""",""poiType"":""endLoc"",""province"":""江苏省"",""source_category"":""gaode_poi""}]},""demand_semantic"":{""endLoc.ori_loc"":""泰兴市江华镇"",""service"":""mapU""},""dialog_stat"":""DataValid"",""engine_time"":341.2329999999999,""operation"":""QUERY"",""orig_semantic"":{""slots"":{""endLoc.ori_loc"":""泰兴市江华镇""}},""rc"":0,""score"":1,""search_semantic"":{""endLoc.ori_loc"":""泰兴市江华镇"",""reserved"":{""endLoc"":{""ask_num"":0}},""service"":""mapU""},""semantic"":{""slots"":{""endLoc"":{""mean_extra"":""[\n    {\n        \""source\"": \""nlp\"",\n        \""result\"": \""泰兴市/AREA/,泰兴市江华镇/biz:xzq_poi/,江华镇/POI_CORE/\""\n    }\n]"",""ori_loc"":""泰兴市江华镇"",""topic"":""其他""},""operation"":""QUERY"",""startLoc"":{""ori_loc"":""CURRENT_ORI_LOC""}}},""service"":""mapU"",""sid"":""cid6f18a71e@ch00b00cb92420010054"",""state"":{""fg::mapU::poiSearch::moreTarget"":{""endLoc"":""1"",""state"":""moreTarget""}},""text"":""前往泰兴市江华镇"",""used_state"":{""endLoc"":""1"",""state"":""moreTarget"",""state_key"":""fg::mapU::poiSearch::moreTarget""},""uuid"":""atn004c59b4@un1c230cb924236f2a01""}}",0,0,no MSG_SpeechEnd
/data/AIUI/sr/600/0392-02.pcm,,,,0,,0,,0,"",,"",0,0,no MSG_SpeechEnd
/data/AIUI/sr/600/0392-03.pcm,,,,0,MSG_Result,-2932,,0,"我要走路况好的线路",,"{""intent"":{""cid"":""cid6f18a71e@ch00b00cb92270000000"",""rc"":4,""sid"":""cid6f18a71e@ch00b00cb92431010056"",""text"":""我要走路况好的线路"",""uuid"":""atn004c5a06@un39d00cb924356f2601""}}",0,0,no MSG_SpeechEnd
