strAudioPath,pcm_time(UTC ms),sr_result
msc_log_2017-07-20Thu21-16-34.752000.pcm.SpeexWb.pcm,1500556594752.0,推荐几首类似的歌
msc_log_2017-07-20Thu21-16-38.713000.pcm.SpeexWb.pcm,1500556598713.0,唱首小苹果
msc_log_2017-07-20Thu21-16-42.335000.pcm.SpeexWb.pcm,1500556602335.0,不要筷子兄弟的
msc_log_2017-07-20Thu21-16-45.929000.pcm.SpeexWb.pcm,1500556605929.0,不想听小苹果了换一首
msc_log_2017-07-20Thu21-16-50.266000.pcm.SpeexWb.pcm,1500556610266.0,单曲循环这首歌
msc_log_2017-07-20Thu21-16-54.199000.pcm.SpeexWb.pcm,1500556614199.0,加入歌单
msc_log_2017-07-20Thu21-16-57.358000.pcm.SpeexWb.pcm,1500556617358.0,张信哲的歌曲
msc_log_2017-07-20Thu21-17-01.545000.pcm.SpeexWb.pcm,1500556621545.0,更换为信仰
msc_log_2017-07-20Thu21-17-04.963000.pcm.SpeexWb.pcm,1500556624963.0,把这首歌分享到微博
msc_log_2017-07-20Thu21-17-09.489000.pcm.SpeexWb.pcm,1500556629489.0,再放一遍
msc_log_2017-07-20Thu21-17-12.704000.pcm.SpeexWb.pcm,1500556632704.0,卓依婷唱的歌
msc_log_2017-07-20Thu21-17-16.402000.pcm.SpeexWb.pcm,1500556636402.0,搜她的闽南语歌曲
msc_log_2017-07-20Thu21-17-20.773000.pcm.SpeexWb.pcm,1500556640773.0,收藏
msc_log_2017-07-20Thu21-17-23.874000.pcm.SpeexWb.pcm,1500556643874.0,爱不是取消收藏
msc_log_2017-07-20Thu21-17-28.100000.pcm.SpeexWb.pcm,1500556648100.0,下一曲
msc_log_2017-07-20Thu21-17-31.182000.pcm.SpeexWb.pcm,1500556651182.0,我想听狮子合唱团
msc_log_2017-07-20Thu21-17-35.583000.pcm.SpeexWb.pcm,1500556655583.0,这首是平凡之路吗
msc_log_2017-07-20Thu21-17-39.508000.pcm.SpeexWb.pcm,1500556659508.0,有狮子合唱团现场版的歌曲吗
msc_log_2017-07-20Thu21-17-44.609000.pcm.SpeexWb.pcm,1500556664609.0,添加进我的歌单里
msc_log_2017-07-20Thu21-17-48.555000.pcm.SpeexWb.pcm,1500556668555.0,刀郎的谢谢你
msc_log_2017-07-20Thu21-17-52.597000.pcm.SpeexWb.pcm,1500556672597.0,声音加到十五
msc_log_2017-07-20Thu21-17-56.372000.pcm.SpeexWb.pcm,1500556676372.0,下载这首歌
msc_log_2017-07-20Thu21-17-59.831000.pcm.SpeexWb.pcm,1500556679831.0,要h q高品质的
msc_log_2017-07-20Thu21-18-04.025000.pcm.SpeexWb.pcm,1500556684025.0,退出音乐
msc_log_2017-07-20Thu21-18-07.146000.pcm.SpeexWb.pcm,1500556687146.0,单曲一路上有你
msc_log_2017-07-20Thu21-18-11.010000.pcm.SpeexWb.pcm,1500556691010.0,张学友演唱会版的
msc_log_2017-07-20Thu21-18-15.109000.pcm.SpeexWb.pcm,1500556695109.0,下载个唱吧软件我要唱这首歌
msc_log_2017-07-20Thu21-18-20.093000.pcm.SpeexWb.pcm,1500556700093.0,关闭音乐
msc_log_2017-07-20Thu21-18-23.148000.pcm.SpeexWb.pcm,1500556703148.0,播放量量
msc_log_2017-07-20Thu21-18-26.498000.pcm.SpeexWb.pcm,1500556706498.0,播放现场版的娘娘
msc_log_2017-07-20Thu21-18-30.627000.pcm.SpeexWb.pcm,1500556710627.0,播放电视剧三生三世里的其他歌曲
msc_log_2017-07-20Thu21-18-36.029000.pcm.SpeexWb.pcm,1500556716029.0,播放模式设置为随机
msc_log_2017-07-20Thu21-18-40.148000.pcm.SpeexWb.pcm,1500556720148.0,屏幕暗一点
msc_log_2017-07-20Thu21-18-43.400000.pcm.SpeexWb.pcm,1500556723400.0,歌曲爱情
msc_log_2017-07-20Thu21-18-47.063000.pcm.SpeexWb.pcm,1500556727063.0,不要听莫文蔚唱的
msc_log_2017-07-20Thu21-18-50.993000.pcm.SpeexWb.pcm,1500556730993.0,这是谁唱的
msc_log_2017-07-20Thu21-18-54.382000.pcm.SpeexWb.pcm,1500556734382.0,播放她的其他歌曲
msc_log_2017-07-20Thu21-18-58.450000.pcm.SpeexWb.pcm,1500556738450.0,收藏收藏
msc_log_2017-07-20Thu21-19-01.791000.pcm.SpeexWb.pcm,1500556741791.0,张杰的歌
msc_log_2017-07-20Thu21-19-05.093000.pcm.SpeexWb.pcm,1500556745093.0,选择这就是爱
msc_log_2017-07-20Thu21-19-08.762000.pcm.SpeexWb.pcm,1500556748762.0,暂停换最美的太阳
msc_log_2017-07-20Thu21-19-12.975000.pcm.SpeexWb.pcm,1500556752975.0,进入休眠模式
msc_log_2017-07-20Thu21-19-16.644000.pcm.SpeexWb.pcm,1500556756644.0,听离别的秋天
msc_log_2017-07-20Thu21-19-20.631000.pcm.SpeexWb.pcm,1500556760631.0,这首歌出自哪个专辑
msc_log_2017-07-20Thu21-19-25.097000.pcm.SpeexWb.pcm,1500556765097.0,他还出过哪些专辑
msc_log_2017-07-20Thu21-19-29.215000.pcm.SpeexWb.pcm,1500556769215.0,播放它的下载量最高的一首
msc_log_2017-07-20Thu21-19-33.895000.pcm.SpeexWb.pcm,1500556773895.0,声音加大
msc_log_2017-07-20Thu21-19-37.031000.pcm.SpeexWb.pcm,1500556777031.0,放一首夜色
msc_log_2017-07-20Thu21-19-40.500000.pcm.SpeexWb.pcm,1500556780500.0,不听歌了打开导航
msc_log_2017-07-20Thu21-19-44.725000.pcm.SpeexWb.pcm,1500556784725.0,导航到最近的酒吧
msc_log_2017-07-20Thu21-19-49.067000.pcm.SpeexWb.pcm,1500556789067.0,开始导航
msc_log_2017-07-20Thu21-19-52.257000.pcm.SpeexWb.pcm,1500556792257.0,来首刘德华的歌
msc_log_2017-07-20Thu21-19-56.437000.pcm.SpeexWb.pcm,1500556796437.0,播放她的其他歌曲
msc_log_2017-07-20Thu21-20-00.583000.pcm.SpeexWb.pcm,1500556800583.0,上一首
msc_log_2017-07-20Thu21-20-03.546000.pcm.SpeexWb.pcm,1500556803546.0,再唱一首
msc_log_2017-07-20Thu21-20-06.718000.pcm.SpeexWb.pcm,1500556806718.0,还是要现场版的吧
msc_log_2017-07-20Thu21-20-10.683000.pcm.SpeexWb.pcm,1500556810683.0,来一首真的爱你
msc_log_2017-07-20Thu21-20-14.542000.pcm.SpeexWb.pcm,1500556814542.0,快进到一分钟处
msc_log_2017-07-20Thu21-20-18.313000.pcm.SpeexWb.pcm,1500556818313.0,继续快进
msc_log_2017-07-20Thu21-20-21.526000.pcm.SpeexWb.pcm,1500556821526.0,暂停吧
msc_log_2017-07-20Thu21-20-24.647000.pcm.SpeexWb.pcm,1500556824647.0,播放音乐深奥的幸福
msc_log_2017-07-20Thu21-20-28.936000.pcm.SpeexWb.pcm,1500556828936.0,这首歌有英文的吗
msc_log_2017-07-20Thu21-20-33.031000.pcm.SpeexWb.pcm,1500556833031.0,上一曲
msc_log_2017-07-20Thu21-20-36.173000.pcm.SpeexWb.pcm,1500556836173.0,单曲循环这首歌
msc_log_2017-07-20Thu21-20-40.111000.pcm.SpeexWb.pcm,1500556840111.0,歌曲成都
msc_log_2017-07-20Thu21-20-43.599000.pcm.SpeexWb.pcm,1500556843599.0,搜索其他人唱的成都
msc_log_2017-07-20Thu21-20-47.841000.pcm.SpeexWb.pcm,1500556847841.0,单曲循环
msc_log_2017-07-20Thu21-20-51.200000.pcm.SpeexWb.pcm,1500556851200.0,把这首歌推荐给我的微信好友
msc_log_2017-07-20Thu21-20-56.407000.pcm.SpeexWb.pcm,1500556856407.0,云菲菲歌曲
msc_log_2017-07-20Thu21-20-59.937000.pcm.SpeexWb.pcm,1500556859937.0,我要放云菲菲的白狐
msc_log_2017-07-20Thu21-21-04.434000.pcm.SpeexWb.pcm,1500556864434.0,顺序播放云菲菲其他歌曲
msc_log_2017-07-20Thu21-21-09.176000.pcm.SpeexWb.pcm,1500556869176.0,云菲菲有没有唱过英文歌曲
msc_log_2017-07-20Thu21-21-13.912000.pcm.SpeexWb.pcm,1500556873912.0,暂停播放
msc_log_2017-07-20Thu21-21-17.140000.pcm.SpeexWb.pcm,1500556877140.0,播放歌曲菊花台
msc_log_2017-07-20Thu21-21-21.231000.pcm.SpeexWb.pcm,1500556881231.0,换双截棍
msc_log_2017-07-20Thu21-21-24.589000.pcm.SpeexWb.pcm,1500556884589.0,太吵了换一首安静点的歌
msc_log_2017-07-20Thu21-21-28.972000.pcm.SpeexWb.pcm,1500556888972.0,继续播放
msc_log_2017-07-20Thu21-21-32.123000.pcm.SpeexWb.pcm,1500556892123.0,播放张宇的歌
msc_log_2017-07-20Thu21-21-35.992000.pcm.SpeexWb.pcm,1500556895992.0,查看张宇在我是歌手唱过的歌曲
msc_log_2017-07-20Thu21-21-41.910000.pcm.SpeexWb.pcm,1500556901910.0,按顺序播放吧
msc_log_2017-07-20Thu21-21-45.399000.pcm.SpeexWb.pcm,1500556905399.0,这首好听加入歌单
msc_log_2017-07-20Thu21-21-49.672000.pcm.SpeexWb.pcm,1500556909672.0,西海情歌
msc_log_2017-07-20Thu21-21-53.266000.pcm.SpeexWb.pcm,1500556913266.0,音量调整为适中
msc_log_2017-07-20Thu21-21-57.436000.pcm.SpeexWb.pcm,1500556917436.0,快进三十秒
msc_log_2017-07-20Thu21-22-00.914000.pcm.SpeexWb.pcm,1500556920914.0,继续播放
msc_log_2017-07-20Thu21-22-04.616000.pcm.SpeexWb.pcm,1500556924616.0,请播放五环之歌
msc_log_2017-07-20Thu21-22-08.887000.pcm.SpeexWb.pcm,1500556928887.0,搜索岳云鹏的其他歌
msc_log_2017-07-20Thu21-22-13.621000.pcm.SpeexWb.pcm,1500556933621.0,我想听岳云鹏与李健合唱的那首歌
msc_log_2017-07-20Thu21-22-19.350000.pcm.SpeexWb.pcm,1500556939350.0,添加进入我喜欢的歌单
msc_log_2017-07-20Thu21-22-24.042000.pcm.SpeexWb.pcm,1500556944042.0,播放刘德华的爱你一万年
msc_log_2017-07-20Thu21-22-28.683000.pcm.SpeexWb.pcm,1500556948683.0,我想听听演唱会版的
msc_log_2017-07-20Thu21-22-33.326000.pcm.SpeexWb.pcm,1500556953326.0,单曲循环这首歌
msc_log_2017-07-20Thu21-22-37.124000.pcm.SpeexWb.pcm,1500556957124.0,下一首歌曲
msc_log_2017-07-20Thu21-22-40.535000.pcm.SpeexWb.pcm,1500556960535.0,播放邓丽君的歌曲
msc_log_2017-07-20Thu21-22-45.072000.pcm.SpeexWb.pcm,1500556965072.0,放邓丽君和其他人合唱的歌
msc_log_2017-07-20Thu21-22-50.409000.pcm.SpeexWb.pcm,1500556970409.0,添加进播放列表
msc_log_2017-07-20Thu21-22-54.438000.pcm.SpeexWb.pcm,1500556974438.0,歌曲先暂停
msc_log_2017-07-20Thu21-22-57.853000.pcm.SpeexWb.pcm,1500556977853.0,搜索歌曲那一次
msc_log_2017-07-20Thu21-23-02.474000.pcm.SpeexWb.pcm,1500556982474.0,开始播放
msc_log_2017-07-20Thu21-23-05.880000.pcm.SpeexWb.pcm,1500556985880.0,单曲循环这首歌
msc_log_2017-07-20Thu21-23-10.111000.pcm.SpeexWb.pcm,1500556990111.0,上一首
msc_log_2017-07-20Thu21-23-13.360000.pcm.SpeexWb.pcm,1500556993360.0,退出音乐
msc_log_2017-07-20Thu21-23-16.934000.pcm.SpeexWb.pcm,1500556996934.0,我要听大张伟的歌
msc_log_2017-07-20Thu21-23-21.682000.pcm.SpeexWb.pcm,1500557001682.0,播放大张伟的倍爽啊
msc_log_2017-07-20Thu21-23-27.643000.pcm.SpeexWb.pcm,1500557007643.0,要m v版的可以吗
msc_log_2017-07-20Thu21-23-32.474000.pcm.SpeexWb.pcm,1500557012474.0,暂停一下
msc_log_2017-07-20Thu21-23-35.828000.pcm.SpeexWb.pcm,1500557015828.0,继续播放
msc_log_2017-07-20Thu21-23-39.348000.pcm.SpeexWb.pcm,1500557019348.0,我要听降央卓玛的歌曲
msc_log_2017-07-20Thu21-23-44.688000.pcm.SpeexWb.pcm,1500557024688.0,降央卓玛唱过什么歌
msc_log_2017-07-20Thu21-23-50.350000.pcm.SpeexWb.pcm,1500557030350.0,选择它的最火的一首
msc_log_2017-07-20Thu21-23-55.731000.pcm.SpeexWb.pcm,1500557035731.0,声音小一点
msc_log_2017-07-20Thu21-23-59.291000.pcm.SpeexWb.pcm,1500557039291.0,唱一下卓依婷唱的云南歌
msc_log_2017-07-20Thu21-24-05.801000.pcm.SpeexWb.pcm,1500557045801.0,换一首她的风中有朵雨做的云
msc_log_2017-07-20Thu21-24-12.484000.pcm.SpeexWb.pcm,1500557052484.0,有没有这首歌的相似歌曲
msc_log_2017-07-20Thu21-24-18.636000.pcm.SpeexWb.pcm,1500557058636.0,先暂停吧
msc_log_2017-07-20Thu21-24-22.041000.pcm.SpeexWb.pcm,1500557062041.0,继续播放
msc_log_2017-07-20Thu21-24-25.629000.pcm.SpeexWb.pcm,1500557065629.0,来一首刘德华的忘情水
msc_log_2017-07-20Thu21-24-31.435000.pcm.SpeexWb.pcm,1500557071435.0,搜藏到歌单
msc_log_2017-07-20Thu21-24-35.505000.pcm.SpeexWb.pcm,1500557075505.0,取消收藏
msc_log_2017-07-20Thu21-24-39.144000.pcm.SpeexWb.pcm,1500557079144.0,播放刘德华演唱会的歌曲
msc_log_2017-07-20Thu21-24-45.134000.pcm.SpeexWb.pcm,1500557085134.0,我想听爱情万万岁
msc_log_2017-07-20Thu21-24-50.344000.pcm.SpeexWb.pcm,1500557090344.0,不好听下一首
msc_log_2017-07-20Thu21-24-54.652000.pcm.SpeexWb.pcm,1500557094652.0,查找网络歌曲
msc_log_2017-07-20Thu21-25-00.022000.pcm.SpeexWb.pcm,1500557100022.0,按顺序播放吧
msc_log_2017-07-20Thu21-25-04.691000.pcm.SpeexWb.pcm,1500557104691.0,听羞答答的玫瑰静悄悄的开
msc_log_2017-07-20Thu21-25-11.224000.pcm.SpeexWb.pcm,1500557111224.0,羞答答的玫瑰静悄悄地开出自哪个专辑
msc_log_2017-07-20Thu21-25-19.395000.pcm.SpeexWb.pcm,1500557119395.0,这个专辑里还有什么歌
msc_log_2017-07-20Thu21-25-24.820000.pcm.SpeexWb.pcm,1500557124820.0,随机播放这个专辑里的歌曲
msc_log_2017-07-20Thu21-25-31.301000.pcm.SpeexWb.pcm,1500557131301.0,声音调到最大
msc_log_2017-07-20Thu21-25-35.310000.pcm.SpeexWb.pcm,1500557135310.0,你好放一首原来的我
msc_log_2017-07-20Thu21-25-40.773000.pcm.SpeexWb.pcm,1500557140773.0,有没有齐秦唱的原来的我
msc_log_2017-07-20Thu21-25-47.099000.pcm.SpeexWb.pcm,1500557147099.0,播放齐秦姐姐齐豫的歌
msc_log_2017-07-20Thu21-25-54.200000.pcm.SpeexWb.pcm,1500557154200.0,好听再放一遍
msc_log_2017-07-20Thu21-25-58.752000.pcm.SpeexWb.pcm,1500557158752.0,退出播放
msc_log_2017-07-20Thu21-26-02.031000.pcm.SpeexWb.pcm,1500557162031.0,大张伟的歌
msc_log_2017-07-20Thu21-26-05.971000.pcm.SpeexWb.pcm,1500557165971.0,换一首大张伟的流星
msc_log_2017-07-20Thu21-26-10.960000.pcm.SpeexWb.pcm,1500557170960.0,下一首吧
msc_log_2017-07-20Thu21-26-14.188000.pcm.SpeexWb.pcm,1500557174188.0,休眠
msc_log_2017-07-20Thu21-26-17.311000.pcm.SpeexWb.pcm,1500557177311.0,播放轻音乐月光下的凤尾竹
msc_log_2017-07-20Thu21-26-23.465000.pcm.SpeexWb.pcm,1500557183465.0,听葫芦丝版的
msc_log_2017-07-20Thu21-26-37.360000.pcm.SpeexWb.pcm,1500557197360.0,来几首其他葫芦丝名曲
msc_log_2017-07-20Thu21-26-42.684000.pcm.SpeexWb.pcm,1500557202684.0,这首不错再放一遍
msc_log_2017-07-20Thu21-26-46.941000.pcm.SpeexWb.pcm,1500557206941.0,播放李宗盛的歌
msc_log_2017-07-20Thu21-26-51.555000.pcm.SpeexWb.pcm,1500557211555.0,来一首李宗盛演唱会的歌
msc_log_2017-07-20Thu21-26-57.357000.pcm.SpeexWb.pcm,1500557217357.0,下一首
msc_log_2017-07-20Thu21-27-00.593000.pcm.SpeexWb.pcm,1500557220593.0,快进
msc_log_2017-07-20Thu21-27-13.243000.pcm.SpeexWb.pcm,1500557233243.0,继续下一首
msc_log_2017-07-20Thu21-27-16.733000.pcm.SpeexWb.pcm,1500557236733.0,听歌曲告白气球
msc_log_2017-07-20Thu21-27-31.127000.pcm.SpeexWb.pcm,1500557251127.0,不要周杰伦的
msc_log_2017-07-20Thu21-27-35.015000.pcm.SpeexWb.pcm,1500557255015.0,我想听翻唱的女声版告白气球
msc_log_2017-07-20Thu21-27-41.816000.pcm.SpeexWb.pcm,1500557261816.0,再放一遍告白气球
msc_log_2017-07-20Thu21-27-46.429000.pcm.SpeexWb.pcm,1500557266429.0,收藏到我的歌单
msc_log_2017-07-20Thu21-27-51.395000.pcm.SpeexWb.pcm,1500557271395.0,放一首丑八怪
msc_log_2017-07-20Thu21-27-55.468000.pcm.SpeexWb.pcm,1500557275468.0,丑八怪出自薛之谦的哪个专辑
msc_log_2017-07-20Thu21-28-02.197000.pcm.SpeexWb.pcm,1500557282197.0,薛之谦其他某点播量高的歌曲
msc_log_2017-07-20Thu21-28-08.885000.pcm.SpeexWb.pcm,1500557288885.0,算了还是放他的认真的雪吧
msc_log_2017-07-20Thu21-28-14.877000.pcm.SpeexWb.pcm,1500557294877.0,增大声音
msc_log_2017-07-20Thu21-28-18.000000.pcm.SpeexWb.pcm,1500557298000.0,黄家驹的喜欢你
msc_log_2017-07-20Thu21-28-23.997000.pcm.SpeexWb.pcm,1500557303997.0,换首beyond的光辉岁月
msc_log_2017-07-20Thu21-28-29.299000.pcm.SpeexWb.pcm,1500557309299.0,再换一首粤语版的喜欢你
msc_log_2017-07-20Thu21-28-36.262000.pcm.SpeexWb.pcm,1500557316262.0,下载这首歌
msc_log_2017-07-20Thu21-28-39.909000.pcm.SpeexWb.pcm,1500557319909.0,播放情书
msc_log_2017-07-20Thu21-28-43.365000.pcm.SpeexWb.pcm,1500557323365.0,情书出自李宇春的哪张专辑
msc_log_2017-07-20Thu21-28-50.411000.pcm.SpeexWb.pcm,1500557330411.0,播放李宇春的其他歌曲
msc_log_2017-07-20Thu21-28-56.521000.pcm.SpeexWb.pcm,1500557336521.0,推荐几首类似的歌曲
msc_log_2017-07-20Thu21-29-01.485000.pcm.SpeexWb.pcm,1500557341485.0,暂停播放
msc_log_2017-07-20Thu21-29-05.054000.pcm.SpeexWb.pcm,1500557345054.0,播放sd音乐
msc_log_2017-07-20Thu21-29-09.276000.pcm.SpeexWb.pcm,1500557349276.0,不要s d里的我要听网络歌曲
msc_log_2017-07-20Thu21-29-16.208000.pcm.SpeexWb.pcm,1500557356208.0,播放网络歌曲里面排行第一的播放
msc_log_2017-07-20Thu21-29-23.288000.pcm.SpeexWb.pcm,1500557363288.0,播放下一曲
msc_log_2017-07-20Thu21-29-26.873000.pcm.SpeexWb.pcm,1500557366873.0,播放秋风落叶
msc_log_2017-07-20Thu21-29-30.635000.pcm.SpeexWb.pcm,1500557370635.0,查找相似的歌曲
msc_log_2017-07-20Thu21-29-34.804000.pcm.SpeexWb.pcm,1500557374804.0,这首是谁唱的
msc_log_2017-07-20Thu21-29-38.748000.pcm.SpeexWb.pcm,1500557378748.0,播放她的其他歌曲听听呢
msc_log_2017-07-20Thu21-29-44.260000.pcm.SpeexWb.pcm,1500557384260.0,收藏这首歌
msc_log_2017-07-20Thu21-29-47.730000.pcm.SpeexWb.pcm,1500557387730.0,播放平凡之路
msc_log_2017-07-20Thu21-29-51.718000.pcm.SpeexWb.pcm,1500557391718.0,选择狮子合唱团的平凡之路
msc_log_2017-07-20Thu21-29-57.449000.pcm.SpeexWb.pcm,1500557397449.0,下一首
msc_log_2017-07-20Thu21-30-00.472000.pcm.SpeexWb.pcm,1500557400472.0,快退吧
msc_log_2017-07-20Thu21-30-03.423000.pcm.SpeexWb.pcm,1500557403423.0,暂停播放
msc_log_2017-07-20Thu21-30-07.084000.pcm.SpeexWb.pcm,1500557407084.0,播放男人不该让女人流泪李浩
msc_log_2017-07-20Thu21-30-13.736000.pcm.SpeexWb.pcm,1500557413736.0,要蒙面唱将里的原声伴奏
msc_log_2017-07-20Thu21-30-19.432000.pcm.SpeexWb.pcm,1500557419432.0,播放他在蒙面唱将里唱的其他歌曲
msc_log_2017-07-20Thu21-30-26.025000.pcm.SpeexWb.pcm,1500557426025.0,切换下一首
msc_log_2017-07-20Thu21-30-29.597000.pcm.SpeexWb.pcm,1500557429597.0,重播这首歌
msc_log_2017-07-20Thu21-30-33.130000.pcm.SpeexWb.pcm,1500557433130.0,我想听小苹果
msc_log_2017-07-20Thu21-30-37.200000.pcm.SpeexWb.pcm,1500557437200.0,播放小朋友唱的小苹果
msc_log_2017-07-20Thu21-30-43.396000.pcm.SpeexWb.pcm,1500557443396.0,这个好听可以下载流畅音质的
msc_log_2017-07-20Thu21-30-49.427000.pcm.SpeexWb.pcm,1500557449427.0,切换下一首吧
msc_log_2017-07-20Thu21-30-53.155000.pcm.SpeexWb.pcm,1500557453155.0,播放魔法城堡
msc_log_2017-07-20Thu21-30-57.193000.pcm.SpeexWb.pcm,1500557457193.0,来一首女生版的魔法城堡
msc_log_2017-07-20Thu21-31-03.125000.pcm.SpeexWb.pcm,1500557463125.0,重播魔法城堡
msc_log_2017-07-20Thu21-31-07.492000.pcm.SpeexWb.pcm,1500557467492.0,搜索tfboys的其他歌曲
msc_log_2017-07-20Thu21-31-13.856000.pcm.SpeexWb.pcm,1500557473856.0,开始播放
msc_log_2017-07-20Thu21-31-17.263000.pcm.SpeexWb.pcm,1500557477263.0,播放歌曲青春修炼手册
msc_log_2017-07-20Thu21-31-23.113000.pcm.SpeexWb.pcm,1500557483113.0,来一首其他人翻唱的青春修炼手册
msc_log_2017-07-20Thu21-31-30.012000.pcm.SpeexWb.pcm,1500557490012.0,循环播放这首歌
msc_log_2017-07-20Thu21-31-34.530000.pcm.SpeexWb.pcm,1500557494530.0,添加进我的歌单
msc_log_2017-07-20Thu21-31-39.115000.pcm.SpeexWb.pcm,1500557499115.0,切换下一首
msc_log_2017-07-20Thu21-31-42.650000.pcm.SpeexWb.pcm,1500557502650.0,播放歌曲大王叫我来巡山
msc_log_2017-07-20Thu21-31-48.251000.pcm.SpeexWb.pcm,1500557508251.0,大王叫我来巡山是哪部电影里的歌
msc_log_2017-07-20Thu21-31-54.676000.pcm.SpeexWb.pcm,1500557514676.0,不听歌了我要看这个电影
msc_log_2017-07-20Thu21-32-00.489000.pcm.SpeexWb.pcm,1500557520489.0,屏幕调为夜间模式
msc_log_2017-07-20Thu21-32-05.066000.pcm.SpeexWb.pcm,1500557525066.0,开始播放
msc_log_2017-07-20Thu21-32-08.377000.pcm.SpeexWb.pcm,1500557528377.0,我要听乌兰托娅的歌
msc_log_2017-07-20Thu21-32-13.109000.pcm.SpeexWb.pcm,1500557533109.0,来一首乌兰托娅的套马杆
msc_log_2017-07-20Thu21-32-19.633000.pcm.SpeexWb.pcm,1500557539633.0,推荐语物兰托娅风格类似的歌手
msc_log_2017-07-20Thu21-32-36.488000.pcm.SpeexWb.pcm,1500557556488.0,随机播放该歌手的歌曲
msc_log_2017-07-20Thu21-32-52.086000.pcm.SpeexWb.pcm,1500557572086.0,搜索音乐蒙娜丽莎的眼泪
msc_log_2017-07-20Thu21-32-57.566000.pcm.SpeexWb.pcm,1500557577566.0,暂停暂停
msc_log_2017-07-20Thu21-33-01.429000.pcm.SpeexWb.pcm,1500557581429.0,我要听的是我是歌手现场版的蒙娜丽莎的眼泪
msc_log_2017-07-20Thu21-33-10.562000.pcm.SpeexWb.pcm,1500557590562.0,重播这首歌
msc_log_2017-07-20Thu21-33-14.108000.pcm.SpeexWb.pcm,1500557594108.0,把这首歌添加到我的歌单
msc_log_2017-07-20Thu21-33-20.587000.pcm.SpeexWb.pcm,1500557600587.0,鹿邑县今天天气怎么样
msc_log_2017-07-20Thu21-33-26.254000.pcm.SpeexWb.pcm,1500557606254.0,不要一周的我只要今天一天的天气
msc_log_2017-07-20Thu21-33-33.531000.pcm.SpeexWb.pcm,1500557613531.0,那中午11点半的温度是多少
msc_log_2017-07-20Thu21-33-39.809000.pcm.SpeexWb.pcm,1500557619809.0,大概什么时间录咯
msc_log_2017-07-20Thu21-33-44.637000.pcm.SpeexWb.pcm,1500557624637.0,今天上海市的天气怎么样
msc_log_2017-07-20Thu21-33-50.968000.pcm.SpeexWb.pcm,1500557630968.0,空气质量指数是多少啊
msc_log_2017-07-20Thu21-33-56.319000.pcm.SpeexWb.pcm,1500557636319.0,那黄浦区呢
msc_log_2017-07-20Thu21-34-00.252000.pcm.SpeexWb.pcm,1500557640252.0,号的退出吧
msc_log_2017-07-20Thu21-34-03.678000.pcm.SpeexWb.pcm,1500557643678.0,达州市明天天气怎么样
msc_log_2017-07-20Thu21-34-08.648000.pcm.SpeexWb.pcm,1500557648648.0,明天早上9点什么温度
msc_log_2017-07-20Thu21-34-13.838000.pcm.SpeexWb.pcm,1500557653838.0,空气湿度又是什么样的
msc_log_2017-07-20Thu21-34-28.721000.pcm.SpeexWb.pcm,1500557668721.0,那达州市后天空气质量会好点吗
msc_log_2017-07-20Thu21-34-35.185000.pcm.SpeexWb.pcm,1500557675185.0,无锡今天天气怎么样
msc_log_2017-07-20Thu21-34-39.775000.pcm.SpeexWb.pcm,1500557679775.0,那今天晚上会下雨吗
msc_log_2017-07-20Thu21-34-44.905000.pcm.SpeexWb.pcm,1500557684905.0,明天的紫外线指数是多少
msc_log_2017-07-20Thu21-34-50.105000.pcm.SpeexWb.pcm,1500557690105.0,那后天呢
msc_log_2017-07-20Thu21-34-53.515000.pcm.SpeexWb.pcm,1500557693515.0,扬州今天天气如何
msc_log_2017-07-20Thu21-34-58.012000.pcm.SpeexWb.pcm,1500557698012.0,不看气温了给我来首歌吧
msc_log_2017-07-20Thu21-35-03.314000.pcm.SpeexWb.pcm,1500557703314.0,就这首播放吧
msc_log_2017-07-20Thu21-35-16.961000.pcm.SpeexWb.pcm,1500557716961.0,音量加到最大
msc_log_2017-07-20Thu21-35-20.768000.pcm.SpeexWb.pcm,1500557720768.0,明天杭州是晴天吗
msc_log_2017-07-20Thu21-35-35.172000.pcm.SpeexWb.pcm,1500557735172.0,明天的风将怎样
msc_log_2017-07-20Thu21-35-39.189000.pcm.SpeexWb.pcm,1500557739189.0,还有空气质量
msc_log_2017-07-20Thu21-35-43.327000.pcm.SpeexWb.pcm,1500557743327.0,后天会回温吗
msc_log_2017-07-20Thu21-35-47.188000.pcm.SpeexWb.pcm,1500557747188.0,你好今天贵阳的天气情况如何
msc_log_2017-07-20Thu21-35-53.323000.pcm.SpeexWb.pcm,1500557753323.0,空气质量怎么样
msc_log_2017-07-20Thu21-35-57.388000.pcm.SpeexWb.pcm,1500557757388.0,贵阳今天的风力是多少
msc_log_2017-07-20Thu21-36-02.410000.pcm.SpeexWb.pcm,1500557762410.0,明天的天气情况呢
msc_log_2017-07-20Thu21-36-06.587000.pcm.SpeexWb.pcm,1500557766587.0,明天的气温是多少
msc_log_2017-07-20Thu21-36-11.017000.pcm.SpeexWb.pcm,1500557771017.0,帮我查询一下今天南京的天气
msc_log_2017-07-20Thu21-36-17.531000.pcm.SpeexWb.pcm,1500557777531.0,那明天的天气情况呢
msc_log_2017-07-20Thu21-36-22.719000.pcm.SpeexWb.pcm,1500557782719.0,明天的空气质量怎么样
msc_log_2017-07-20Thu21-36-27.694000.pcm.SpeexWb.pcm,1500557787694.0,明天的气温会回升吗
