用户说法,user_data
前往重庆路二百八十七号,返回|主界面|通知栏|路线偏好|推荐|10小时8分钟|875公里|红绿灯14个|收费680元|开始导航|设置车牌避开武汉市外地车限行|缩小图面|放大图面|仅供测试
那就去衡山路12号的衡山路十二号豪华精选酒店,返回|主界面|通知栏|十七号机口桥|上海郊县崇明县|十七号香吧岛龙虾馆|上海城区寿宁路17|浦东运河二十七号桥|上海城区奉贤区|八十弄|上海城区青浦区|七号桥|上海城区浦东新区
去商务中心不去健身中心,返回|主界面|通知栏|上海窝家青年旅舍|宝庆路18弄3号|详情下拉图片|汉庭海友酒店上海淮海中路店|徐汇区乌鲁木齐中路247号2楼靠近五原路近乌中小区|上海雅诗阁衡山服务公寓|徐汇区衡山路99号近乌鲁木齐南路|如家快捷酒店上海徐家汇宛平南路店|徐汇区宛平南路65号近肇家浜路|格林豪泰上海宝山一二八纪念路通河路贝壳酒店|宝山区一二八纪念路788弄1号与通河路交叉口
优先走高速,返回|主界面|通知栏|老西门新苑会所|上海城区西藏南路688弄15号|金仕堡健身马当路店|上海城区马当路616|一兆韦德健身城市会所|上海城区河南中路1号|康乐健身中心|上海城区九江路595古象大酒店|锦乐健身会所|上海城区长乐路161号新锦江大酒店6层
导航,返回|主界面|通知栏|老西门新苑会所|上海城区西藏南路688弄15号|金仕堡健身马当路店|上海城区马当路616|一兆韦德健身城市会所|上海城区河南中路1号|康乐健身中心|上海城区九江路595古象大酒店|锦乐健身会所|上海城区长乐路161号新锦江大酒店6层
我想去七天连锁酒店世贸滨江花园店,返回|主界面|通知栏|路线偏好|推荐|10小时8分钟|875公里|红绿灯14个|收费680元|开始导航|设置车牌避开武汉市外地车限行|缩小图面|放大图面|仅供测试
就是新圩7-1桥,返回|主界面|通知栏|维也纳酒店金桥花园店|上海城区平度路258|世茂滨江花园停车场|上海城区浦东新区|世茂滨江花园南区|上海城区潍坊西路2弄118号|世茂滨江花园西门
选择红绿灯最少的路线,返回|主界面|通知栏|维也纳酒店金桥花园店|上海城区平度路258|世茂滨江花园停车场|上海城区浦东新区|世茂滨江花园南区|上海城区潍坊西路2弄118号|世茂滨江花园西门
导航开始吧,返回|主界面|通知栏|维也纳酒店金桥花园店|上海城区平度路258|世茂滨江花园停车场|上海城区浦东新区|世茂滨江花园南区|上海城区潍坊西路2弄118号|世茂滨江花园西门
导航到ktv,返回|主界面|通知栏|路线偏好|推荐|10小时8分钟|875公里|红绿灯14个|收费680元|开始导航|设置车牌避开武汉市外地车限行|缩小图面|放大图面|仅供测试
位于十里铺的巢歌KTV,返回|主界面|通知栏|止园音乐城|西安市青年路111号1号楼1层|尚德娱乐城|西安市尚德路155号西安尚德大厦|量贩|西安市新城区|玖玖酒业|西安市尚德路红十字会巷4号|欢乐迪北关店|西安市开元北方大厦23层开元北方大厦北关正街
搜索十里铺巢歌KTV附近的加油站,返回|主界面|通知栏|止园音乐城|西安市青年路111号1号楼1层|尚德娱乐城|西安市尚德路155号西安尚德大厦|量贩|西安市新城区|玖玖酒业|西安市尚德路红十字会巷4号|欢乐迪北关店|西安市开元北方大厦23层开元北方大厦北关正街
选择距离近的,返回|主界面|通知栏|加油站华清东路|西安市华清东路58号|普光加油站|西安市新城区|服务区加油站|西安市灞桥区|西铁陇海加油站|加油站长缨东路|西安市长缨东路107号
可以导航了,返回|主界面|通知栏|加油站华清东路|西安市华清东路58号|普光加油站|西安市新城区|服务区加油站|西安市灞桥区|西铁陇海加油站|加油站长缨东路|西安市长缨东路107号
带我去珠海国际广场,返回|主界面|通知栏|路线偏好|推荐|10小时8分钟|875公里|红绿灯14个|收费680元|开始导航|设置车牌避开武汉市外地车限行|缩小图面|放大图面|仅供测试
就是珠光国际大厦商业广场迎宾南路,返回|主界面|通知栏|珠都国际广场|珠海市华海路152号|名扬国际广场|珠海市斗门区|世邦国际装饰广场|珠海市前山路78|珠海国际学校|珠海市香洲区|珠海国际赛车场|珠海市金鼎镇
不是北一门，是东一门,返回|主界面|通知栏|珠都国际广场|珠海市华海路152号|名扬国际广场|珠海市斗门区|世邦国际装饰广场|珠海市前山路78|珠海国际学校|珠海市香洲区|珠海国际赛车场|珠海市金鼎镇
选择经过加油站的线路,返回|主界面|通知栏|珠都国际广场|珠海市华海路152号|名扬国际广场|珠海市斗门区|世邦国际装饰广场|珠海市前山路78|珠海国际学校|珠海市香洲区|珠海国际赛车场|珠海市金鼎镇
开始导航,返回|主界面|通知栏|珠都国际广场|珠海市华海路152号|名扬国际广场|珠海市斗门区|世邦国际装饰广场|珠海市前山路78|珠海国际学校|珠海市香洲区|珠海国际赛车场|珠海市金鼎镇
我要去长江,返回|主界面|通知栏|路线偏好|推荐|10小时8分钟|875公里|红绿灯14个|收费680元|开始导航|设置车牌避开武汉市外地车限行|缩小图面|放大图面|仅供测试
选择浙江长江能源发展有限公司,返回|主界面|通知栏|长江路|温州市乐清市|长江塑化|温州市瑞安市|长江电镀|温州市永嘉县|长江摩配|温州市塘下下林罗山大道|长江面店
走路况好的线路,返回|主界面|通知栏|长江路|温州市乐清市|长江塑化|温州市瑞安市|长江电镀|温州市永嘉县|长江摩配|温州市塘下下林罗山大道|长江面店
导航,返回|主界面|通知栏|长江路|温州市乐清市|长江塑化|温州市瑞安市|长江电镀|温州市永嘉县|长江摩配|温州市塘下下林罗山大道|长江面店
帮我导航到大竹县双马车站,返回|主界面|通知栏|路线偏好|推荐|10小时8分钟|875公里|红绿灯14个|收费680元|开始导航|设置车牌避开武汉市外地车限行|缩小图面|放大图面|仅供测试
那就去明月汽车站,返回|主界面|通知栏|大竹县汽车站|达州市沙桥路9号|达州市三鑫汽车销售服务有限公司|达州市双马车站底楼|大竹县汽车站售票处|达州运输集团有限公司大竹车站|达州市大竹县|大竹县双马新旧车交易市场
选择红绿灯最少的路线,返回|主界面|通知栏|明悦胜名车|深圳市宝安区|茗月轩棋牌|名约雅洁汽车服务中心|深圳市龙岗区
导航开始吧,返回|主界面|通知栏|明悦胜名车|深圳市宝安区|茗月轩棋牌|名约雅洁汽车服务中心|深圳市龙岗区
前往山西省晋中市平遥县,返回|主界面|通知栏|路线偏好|推荐|10小时8分钟|875公里|红绿灯14个|收费680元|开始导航|设置车牌避开武汉市外地车限行|缩小图面|放大图面|仅供测试
就是位于曙光路5号的平遥县,返回|主界面|通知栏|平遥县|距离436|地址晋中市山西省晋中市平遥县曙光路5号
搜索平遥县附近的酒店,返回|主界面|通知栏|平遥县|距离436|地址晋中市山西省晋中市平遥县曙光路5号
选择价格最低的,返回|主界面|通知栏|平遥县|距离436|地址晋中市山西省晋中市平遥县曙光路5号
可以导航了,返回|主界面|通知栏|平遥县|距离436|地址晋中市山西省晋中市平遥县曙光路5号
我想去海埂公园,返回|主界面|通知栏|加载中
去滇池路1318的滇池海埂公园,返回|主界面|通知栏|加载中
走最便宜的路线,返回|主界面|通知栏|加载中
开始导航,返回|主界面|通知栏|加载中
导航到新城,返回|主界面|通知栏|加载中
去新城控股,返回|主界面|通知栏|新城区|距离1387|地址呼和浩特市内蒙古自治区呼和浩特市新城区成吉思汗大街
我要走路况好的线路,返回|主界面|通知栏|陕西新华源控股有限公司|西安市新城区|陕西新华源控股有限公司南门
导航,返回|主界面|通知栏|陕西新华源控股有限公司|西安市新城区|陕西新华源控股有限公司南门
带我去青白江千盛,返回|主界面|通知栏|缩小图面|放大图面|仅供测试
那就去温州千盛鞋业,返回|主界面|通知栏|乡村基青白江千盛餐厅|成都市华金大道二段551号千盛百货购物广场1层|宏图三胞成都千盛青白江店|成都市华金大道二段551
选择红绿灯最少的路线,返回|主界面|通知栏|温州盛达鞋业|温州市盛达路3号|温州飞煌鞋业|温州市瑞安市|温州坤羽鞋业|温州市经二路21号5层|温州帝高鞋业|温州市双屿镇戴宅中路|温州荷桥鞋业|温州市嵇师新街15号附近
导航开始吧,返回|主界面|通知栏|温州盛达鞋业|温州市盛达路3号|温州飞煌鞋业|温州市瑞安市|温州坤羽鞋业|温州市经二路21号5层|温州帝高鞋业|温州市双屿镇戴宅中路|温州荷桥鞋业|温州市嵇师新街15号附近
我要去巨鹿路七零九,返回|主界面|通知栏|缩小图面|放大图面|仅供测试
选择七拾九号院南门,返回|主界面|通知栏|缩小图面|放大图面|仅供测试
走附近有加油站的路线,返回|主界面|通知栏|缩小图面|放大图面|仅供测试
选择距离近的,返回|主界面|通知栏|景芳加油站|杭州市秋涛北路86|加油站采荷支路|杭州市采荷支路7|新塘路加油站|杭州市新塘路119号|近江加油站|杭州市秋涛路314号|东恒石油加油站绍兴支路|杭州市绍兴支路1
可以导航了,返回|主界面|通知栏|景芳加油站|杭州市秋涛北路86|加油站采荷支路|杭州市采荷支路7|新塘路加油站|杭州市新塘路119号|近江加油站|杭州市秋涛路314号|东恒石油加油站绍兴支路|杭州市绍兴支路1
帮我导航到安徽阜南县人民医院,返回|主界面|通知栏|缩小图面|放大图面|仅供测试
去阜南县人民医院,返回|主界面|通知栏|阜南县人民医院|阜阳市三塔路18号|阜南县人民医院东门|阜阳市阜南县|阜南县人民医院东2门|阜南县人民法院|阜阳市地城北路55号|阜南县人民政府
是门诊楼，不是外科大楼,返回|主界面|通知栏|阜南县人民医院|阜阳市三塔路18号|阜南县人民医院东门|阜阳市阜南县|阜南县人民医院东2门|阜南县人民法院|阜阳市地城北路55号
优先走高速,返回|主界面|通知栏|阜南县人民医院|阜阳市三塔路18号|阜南县人民医院东门|阜阳市阜南县|阜南县人民医院东2门|阜南县人民法院|阜阳市地城北路55号
开始导航,返回|主界面|通知栏|阜南县人民医院|阜阳市三塔路18号|阜南县人民医院东门|阜阳市阜南县|阜南县人民医院东2门|阜南县人民法院|阜阳市地城北路55号
前往巴东旭东商务酒店,返回|主界面|通知栏|缩小图面|放大图面|仅供测试
去瑞心东旭商务酒店,返回|主界面|通知栏|温州锐思特汽车连锁酒店西站店|鹿城区鹿城路139号旅游集散中心对面|详情下拉图片|温州伯特利商务宾馆|鹿城区鹿城路229号|温州众豪连锁酒店水心店|马鞍池西路308号|速8酒店温州将军桥店|鹿城区将军桥路19号|温州皇都宾馆|雪山路勤奋小区3号楼
走最近的路线,返回|主界面|通知栏|温州锐思特汽车连锁酒店西站店|鹿城区鹿城路139号旅游集散中心对面|详情下拉图片|温州伯特利商务宾馆|鹿城区鹿城路229号|温州众豪连锁酒店水心店|马鞍池西路308号|速8酒店温州将军桥店|鹿城区将军桥路19号|温州皇都宾馆|雪山路勤奋小区3号楼
导航,返回|主界面|通知栏|温州锐思特汽车连锁酒店西站店|距离450|地址鹿城区鹿城路139号旅游集散中心对面
我想去虹桥火车站,返回|主界面|通知栏|加载中
那就去上海虹桥火车站-西广场,返回|主界面|通知栏|上海虹桥站|上海城区申昆路1500号|上海虹桥站北9出发|上海城区闵行区|上海虹桥站南6出发|上海虹桥站北7出发|上海虹桥站北1出发
搜索西广场附近的酒店,返回|主界面|通知栏|赛百味上海虹桥火车站店|上海城区虹桥站129|东方既白上海虹桥火车站店|上海城区虹桥站11516|99旅馆上海虹桥火车站店|上海城区北翟路1551号|7天酒店阳光上海虹桥火车站店|上海城区申长北路186号爱博六村东门对面天地城边|易佰连锁旅店上海虹桥火车站店|上海城区梅富路358号
导航去价格最低的那家,返回|主界面|通知栏|莫泰168旅店中春路店|上海城区沪星路399号|锦江之星旅馆沪青平公路二店|上海城区沪星路289弄32号顺恒广场|如家快捷酒店上海虹桥机场国家会展中心七宝店|上海城区吴中路2708号|8酒店上海七宝店|上海城区吴宝路7号|海友酒店沪亭北路|上海城区沪亭北路598
导航开始吧,返回|主界面|通知栏|那家铺子|上海城区成山路1528号2层|那家宠物店|上海城区西营路129|那家店精品屋|上海城区康桥镇川周公路2908号|那家灶咖腾冲路|上海城区普洱路128弄6365|那家灶咖罗锦路|上海城区罗锦路695
导航到盘锦市火车站,返回|主界面|通知栏|路线偏好|拥堵较少|8小时42分钟|730公里|红绿灯18个|收费390元|时间最短|8小时38分钟|744公里|开始导航|缩小图面|放大图面|仅供测试
选择盘锦市环境保护监测站,返回|主界面|通知栏|盘锦站|盘锦市双兴北路|盘锦北站|盘锦市孙家村379号|盘锦北站出站口|盘锦市甜水乡孙家村盘锦北站
走最近的路线,返回|主界面|通知栏|盘锦站|盘锦市双兴北路|盘锦北站|盘锦市孙家村379号|盘锦北站出站口|盘锦市甜水乡孙家村盘锦北站
可以导航了,返回|主界面|通知栏|盘锦站|距离1111|地址盘锦市双兴北路
带我去乳山市幸福小区,返回|主界面|通知栏|缩小图面|放大图面|仅供测试
就是幸福花园小区,返回|主界面|通知栏|路线偏好|时间最短|16小时17分钟|1449公里|红绿灯13个|收费675元|收费较少|18小时6分钟|1364公里|方案3|16小时48分钟|1499公里|开始导航|设置车牌避开徐州市外地车限行|缩小图面|放大图面|仅供测试
搜索幸福花园小区附近的景点,返回|主界面|通知栏|路线偏好|时间最短|16小时17分钟|1449公里|红绿灯13个|收费675元|收费较少|18小时6分钟|1364公里|方案3|16小时48分钟|1499公里|开始导航|设置车牌避开徐州市外地车限行|缩小图面|放大图面|仅供测试
到不要门票的,返回|主界面|通知栏|从化市革命烈士纪念碑|广州市从化区|基督教从化堂|广州市东城路|圆通寺东北门|圆通寺七星路|官福吴公祠
开始导航,返回|主界面|通知栏|从化市革命烈士纪念碑|广州市从化区|基督教从化堂|广州市东城路|圆通寺东北门|圆通寺七星路|官福吴公祠
我要去江浦路,返回|主界面|通知栏|路线偏好|时间最短|16小时17分钟|1449公里|红绿灯13个|收费675元|收费较少|18小时6分钟|1364公里|方案3|16小时48分钟|1499公里|开始导航|设置车牌避开徐州市外地车限行|缩小图面|放大图面|仅供测试
就是江浦路1108的星洲湾足道,返回|主界面|通知栏|路线偏好|时间最短|16小时17分钟|1449公里|红绿灯13个|收费675元|收费较少|18小时6分钟|1364公里|方案3|16小时48分钟|1499公里|开始导航|设置车牌避开徐州市外地车限行|缩小图面|放大图面|仅供测试
走最近的线路呀,返回|主界面|通知栏|星洲湾足道|距离66|地址上海城区江浦路1106
导航,返回|主界面|通知栏|星洲湾足道|距离66|地址上海城区江浦路1106
帮我导航到山西大学,返回|主界面|通知栏|缩小图面|放大图面|仅供测试
去山西大学-艺术研究所,返回|主界面|通知栏|山西大学|距离511|地址太原市坞城路
搜索山西大学附近的小吃街,返回|主界面|通知栏|陕西师范大学国际汉学研究所|西安市雁塔区|西安交通大学形容艺术研究所|西安市碑林区|西北大学教育技术研究所|西北工业大学电力电子技术研究所|西安市友谊西路127号|西北大学地球探测与信息技术研究所
选择评价最高的,返回|主界面|通知栏|小吃街钟楼街|距离515|地址太原市汾酒购物中心东侧
导航开始吧,返回|主界面|通知栏|小吃街钟楼街|距离515|地址太原市汾酒购物中心东侧
前往南宁万象城,返回|主界面|通知栏|加载中
就是民族大道136号的万象城,返回|主界面|通知栏|万象城青秀路|距离1360|地址南宁市民族大道136
是2号门，不是8号门,返回|主界面|通知栏|亿象城泰国餐厅|温州市鹿城区|万象居委会老人协会|温州市永嘉县|万象社区卫生服务站|桥头派出所万象联防队|永嘉县桥头镇万象居民委员会
可以导航了,返回|主界面|通知栏|亿象城泰国餐厅|温州市鹿城区|万象居委会老人协会|温州市永嘉县|万象社区卫生服务站|桥头派出所万象联防队|永嘉县桥头镇万象居民委员会
我想去突泉汽车站,返回|主界面|通知栏|路线偏好|距离最短|11小时9分钟|992公里|红绿灯13个|收费440元|方案2|11小时43分钟|1039公里|拥堵较少|12小时42分钟|1147公里|开始导航|缩小图面|放大图面|仅供测试
去太和汽车站,返回|主界面|通知栏|突泉客运站|兴安盟突泉县|突泉汽车站售票厅|永安汽车站突泉县永安镇中心卫生院南|突泉收费站
查找太和汽车站附近的酒店,返回|主界面|通知栏|太和汽车站|阜阳市细阳中路181号|太和双星汽车站|阜阳市太和县|太和县汽车总站|太和县桑营客运站|太和县倪邱客运站
选择价格最低的,返回|主界面|通知栏|温州锐思特汽车连锁酒店新城汽车站店|鹿城区新城旺增新村7栋1号新城汽车站后门左面300米|详情下拉图片|温州侣威澌酒店连锁龙港泰安店|温州市龙港镇龙港大道人民路路口百一超市二楼|温州高林商务宾馆|温州市苍南县龙港镇站前路544546号|温州龙港水星假日酒店|温州苍南县龙港镇龙湖路95|锐思特平阳水头汽车站店|温州市平阳县水头镇径川东路226号车站右150米
开始导航,返回|主界面|通知栏|温州锐思特汽车连锁酒店新城汽车站店|鹿城区新城旺增新村7栋1号新城汽车站后门左面300米|详情下拉图片|温州侣威澌酒店连锁龙港泰安店|温州市龙港镇龙港大道人民路路口百一超市二楼|温州高林商务宾馆|温州市苍南县龙港镇站前路544546号|温州龙港水星假日酒店|温州苍南县龙港镇龙湖路95|锐思特平阳水头汽车站店|温州市平阳县水头镇径川东路226号车站右150米
导航去美亚光电,返回|主界面|通知栏|路线偏好|距离最短|11小时9分钟|992公里|红绿灯13个|收费440元|方案2|11小时43分钟|1039公里|拥堵较少|12小时42分钟|1147公里|开始导航|缩小图面|放大图面|仅供测试
位于天湖路4号美亚光电,返回|主界面|通知栏|美亚光电|距离12|地址合肥市蜀山区
走最近的线路,返回|主界面|通知栏|美亚光电|距离12|地址合肥市蜀山区
导航,返回|主界面|通知栏|美亚光电|距离12|地址合肥市蜀山区
带我去浦东第三考验场,返回|主界面|通知栏|缩小图面|放大图面|仅供测试
那就去周浦第三小学,返回|主界面|通知栏|浦东机场第三加油站|上海城区东远航路155|浦东新区教育局第三教育署|上海城区东建路680弄60|浦东第三加油站浦东大道|上海城区浦东大道2629号|浦东第三房屋征收服务事务所|上海城区苗圃路368|浦东新区第三青少年体育学校|上海城区惠南镇拱北路51号
搜索周浦第三小学附近的小吃街,返回|主界面|通知栏|海城第三小学|温州市龙湾区|龙港第三小学|温州市苍南县|淡溪第三小学|温州市乐清市|石帆第三小学|温州市石帆街道竹屿村|黄龙第三小学|温州市瓯浦垟
选择距离近的,返回|主界面|通知栏|沙县小吃|温州市瑞安市|莘塍小吃|温州市莘塍镇镇府路112|云尚小吃|温州市莘塍街道市场南路7号|温州市莘塍民莘西路279号|豪客特色小吃|温州市龙湾区
导航开始吧,返回|主界面|通知栏|沙县小吃|温州市瑞安市|莘塍小吃|温州市莘塍镇镇府路112|云尚小吃|温州市莘塍街道市场南路7号|温州市莘塍民莘西路279号|豪客特色小吃|温州市龙湾区
我要去正定小商品市场,返回|主界面|通知栏|路线偏好|推荐|1分钟|408米|红绿灯1个|开始导航|缩小图面|放大图面|仅供测试
选择正定国际小商品市场停车场,返回|主界面|通知栏|石家庄正定国际小商品市场|石家庄市107国道|正定小商品市场诊所|石家庄市精品步行街8111|石家庄正定国际小商品市场华安西路|石家庄市正定县|石家庄正定国际小商品市场停车场|小商品市场邮政支局|石家庄市华安西路37号
我要走红路灯最少的路线,返回|主界面|通知栏|石家庄正定国际小商品市场停车场|石家庄市正定县|石家庄正定国际小商品市场停车场出入口
可以导航了,返回|主界面|通知栏|石家庄正定国际小商品市场停车场|石家庄市正定县|石家庄正定国际小商品市场停车场出入口
帮我导航到尚海湾豪庭,返回|主界面|通知栏|路线偏好|推荐|1分钟|408米|红绿灯1个|开始导航|缩小图面|放大图面|仅供测试
那就去贺田尚城·富汇豪庭北门,返回|主界面|通知栏|锦上豪庭|杭州市余杭区|彩虹豪庭|杭州市滨江伟业路与文涛路交叉路口|望江豪庭|杭州市建德市|华冠豪庭|杭州市锦墅街8号|夜尚海|杭州市西湖区
搜索北门附近的网吧,返回|主界面|通知栏|贺田尚城富汇豪庭北门|杭州市滨江区|贺田尚城富汇豪庭|贺田尚城富汇豪庭西门|贺田尚城北门|贺田尚城东北门|杭州市六和路365号
选择距离最近的,返回|主界面|通知栏|贺田尚城富汇豪庭北门|杭州市滨江区|贺田尚城富汇豪庭|贺田尚城富汇豪庭西门|贺田尚城北门|贺田尚城东北门|杭州市六和路365号
开始导航,返回|主界面|通知栏|贺田尚城北门|距离98|地址杭州市滨江区
前往黄冈华,返回|主界面|通知栏|缩小图面|放大图面|仅供测试
去黄冈市高华广告有限公司,返回|主界面|通知栏|黄冈华恒建筑材料公司|黄冈市赤壁大道91|黄冈华恒建筑材料公司东南门|黄冈站|黄冈市黄州区|黄冈大道|黄冈西站
走最近的路线,返回|主界面|通知栏|黄冈市高华广告有限公司|距离83|地址黄冈市黄州区
导航,返回|主界面|通知栏|黄冈市高华广告有限公司|距离83|地址黄冈市黄州区
我想去九百购物中心,返回|主界面|通知栏|缩小图面|放大图面|仅供测试
选择家家购物中心,返回|主界面|通知栏|置信购物中心|温州市泰安路1821号|仰义购物中心|温州市仰义乡仰兴大街1号|国嘉购物中心|温州市永嘉县|鹿城购物中心|温州市鹿城区|罗浮购物中心|温州市罗浮村罗中北路1号
走耗时最短的路线,返回|主界面|通知栏|国光名购中心|温州市鹿城区|鹿城购物中心|温州城市广场南门|温州市第一桥128号|城市广场柴桥巷|温州国际大酒店名牌商城|温州市人民中路1号温州国际大酒店
导航开始吧,返回|主界面|通知栏|国光名购中心|温州市鹿城区|鹿城购物中心|温州城市广场南门|温州市第一桥128号|城市广场柴桥巷|温州国际大酒店名牌商城|温州市人民中路1号温州国际大酒店
导航到天津市武清区大黄堡乡,返回|主界面|通知栏|路线偏好|距离最短|3小时58分钟|345公里|红绿灯18个|收费200元|收费较少|4小时28分钟|380公里|方案3|4小时37分钟|400公里|开始导航|缩小图面|放大图面|仅供测试
我想去卫生室,返回|主界面|通知栏|大黄堡乡|距离1309|地址天津城区武清区
那就去四高庄村卫生室吧,返回|主界面|通知栏|马北卫生室|温州市三马中路28号|横街卫生室|温州市镇前街102号|东风卫生室|温州市大桥东路100102号|江南卫生室|温州市远东路129号|星火卫生室|温州市青年路安善大厦
走最近的路线,返回|主界面|通知栏|四村卫生室|温州市虹桥镇新市街267号|中村卫生室|温州市莘塍民莘中路395397号|雅村卫生室|温州市永嘉县|河尾庄村卫生室|温州市站前路143149号|金家庄村卫生室|温州市苍南县
可以导航了,返回|主界面|通知栏|雅村卫生室|距离90|地址温州市永嘉县
带我去安徽省定远县,返回|主界面|通知栏|缩小图面|放大图面|仅供测试
想去定远县,返回|主界面|通知栏|定远县|距离577|地址滁州市安徽省滁州市定远县101
选择最便宜的路线,返回|主界面|通知栏|定远县|距离577|地址滁州市安徽省滁州市定远县101
开始导航,返回|主界面|通知栏|定远县|距离577|地址滁州市安徽省滁州市定远县101
我要去花嫁丽舍浦东店,返回|主界面|通知栏|缩小图面|放大图面|仅供测试
位于府东路781的拉芳舍府东店,返回|主界面|通知栏|东店|温州市苍南县|花嫁|温州市鹿城区|浦东山|温州市永嘉县|浦东宾馆|温州市泰兴路146号|东店包村
选择红路灯最少的路线,返回|主界面|通知栏|东店|温州市苍南县|花嫁|温州市鹿城区|浦东山|温州市永嘉县|浦东宾馆|温州市泰兴路146号|东店包村
导航,返回|主界面|通知栏|东店|温州市苍南县|花嫁|温州市鹿城区|浦东山|温州市永嘉县|浦东宾馆|温州市泰兴路146号|东店包村
帮我导航到生产资料公司,返回|主界面|通知栏|路线偏好|距离最短|2小时12分钟|133公里|红绿灯22个|收费40元|时间最短|2小时3分钟|151公里|方案3|2小时10分钟|168公里|开始导航|缩小图面|放大图面|仅供测试
选择平阳县供合农业生产资料有限公司,返回|主界面|通知栏|晨业生产资料商店|温州市西街32号|虹桥生产资料市场建强路|温州市虹桥镇生资市场8幢13号|虹桥生产资料市场虹桥路|温州市乐清市|永嘉县岩头镇供销生产资料门市部|温州市永嘉县|农业生产资料有限公司朝阳新村经营部|温州市文成县
选择距离最近的,返回|主界面|通知栏|平阳县华锋农业机械服务有限公司|温州市兴良路8号|温州浙龙农业科技有限公司|温州市平阳县|温州金亮电子有限公司生产车间|温州金亮电子有限公司生产车间东南门
换条线路,返回|主界面|通知栏|平阳县华锋农业机械服务有限公司|距离37|地址温州市兴良路8号
导航开始吧,返回|主界面|通知栏|平阳县华锋农业机械服务有限公司|距离37|地址温州市兴良路8号
前往永基花园,返回|主界面|通知栏|加载中
就是永宏科技孵化园,返回|主界面|通知栏|永吉发缘工作室|温州市望河路55|花园|温州市泰顺县|温州市瑞安市|康欣花园|温州市塘下镇邵宅村|临河花园
选择距离最近的,返回|主界面|通知栏|永吉发缘工作室|温州市望河路55|花园|温州市泰顺县|温州市瑞安市|康欣花园|温州市塘下镇邵宅村|临河花园
下一条,返回|主界面|通知栏|得月花园|距离700|地址温州市坦前1
可以导航了,返回|主界面|通知栏|得月花园|距离700|地址温州市坦前1
我想去连云港市东海县平明镇,返回|主界面|通知栏|缩小图面|放大图面|仅供测试
去平明镇条河卫生室,返回|主界面|通知栏|平明镇|距离1883|地址连云港市东海县
选择最便宜的路线,返回|主界面|通知栏|昆明镇兴旺村卫生室|昆明市晋宁县|昆明度假区大河卫生室|昆明市呈贡区|昆明度假区大河卫生室东南门|金星卫生室|昆明市盘龙区|云山卫生室
开始导航,返回|主界面|通知栏|昆明镇兴旺村卫生室|昆明市晋宁县|昆明度假区大河卫生室|昆明市呈贡区|昆明度假区大河卫生室东南门|金星卫生室|昆明市盘龙区|云山卫生室
导航到剑川,返回|主界面|通知栏|路线偏好|时间最短|8小时37分钟|743公里|红绿灯13个|收费430元|拥堵较少|8小时48分钟|732公里|开始导航|设置车牌避开南京市外地车限行|缩小图面|放大图面|仅供测试
就是景德路1号的剑川宾馆,返回|主界面|通知栏|剑川县|距离98|地址大理白族自治州云南省大理白族自治州剑川县214
帮我搜索剑川宾馆附近的如家酒店,返回|主界面|通知栏|剑川县|距离98|地址大理白族自治州云南省大理白族自治州剑川县214
选择价格最低的,返回|主界面|通知栏|剑川县|距离98|地址大理白族自治州云南省大理白族自治州剑川县214
导航,返回|主界面|通知栏|剑川县|距离98|地址大理白族自治州云南省大理白族自治州剑川县214
带我去唐家乡,返回|主界面|通知栏|加载中
去唐家乡客运站,返回|主界面|通知栏|恩施家乡菜|温州市瑞安市|修水家乡菜|温州市城东市场路28|家乡韵茶业|温州市丽景花苑8幢3334号|家乡平价超市|美人琼温州家乡酒|温州市乐清市
走路况好的线路,返回|主界面|通知栏|家乡韵茶业|温州市丽景花苑8幢3334号|家乡客江滨西路|温州市鹿城区
导航开始吧,返回|主界面|通知栏|家乡韵茶业|温州市丽景花苑8幢3334号|家乡客江滨西路|温州市鹿城区
我要去恩施市半湾酒店,返回|主界面|通知栏|路线偏好|距离最短|1天4小时|2369公里|红绿灯9个|收费1350元|方案2|1天5小时|2460公里|方案3|1天9小时|2770公里|开始导航|设置车牌避开武汉市外地车限行|缩小图面|放大图面|仅供测试
位于航空大道60号的恩施半湾酒店,返回|主界面|通知栏|温州锐思特汽车连锁酒店西站店|鹿城区鹿城路139号旅游集散中心对面|详情下拉图片|温州伯特利商务宾馆|鹿城区鹿城路229号|温州众豪连锁酒店水心店|马鞍池西路308号|速8酒店温州将军桥店|鹿城区将军桥路19号|温州皇都宾馆|雪山路勤奋小区3号楼
搜索恩施半湾酒店附近的加油站,返回|主界面|通知栏|温州锐思特汽车连锁酒店西站店|鹿城区鹿城路139号旅游集散中心对面|详情下拉图片|温州伯特利商务宾馆|鹿城区鹿城路229号|温州众豪连锁酒店水心店|马鞍池西路308号|速8酒店温州将军桥店|鹿城区将军桥路19号|温州皇都宾馆|雪山路勤奋小区3号楼
选择距离最近的,返回|主界面|通知栏|加油站航空大道|恩施土家族苗族自治州恩施市|中心加油站凤天路|一碗水加油站|恩施土家族苗族自治州土司路55号|土桥加油站|恩施土家族苗族自治州舞阳大道352号|加油站舞阳大道
可以导航了,返回|主界面|通知栏|土桥坝加油站|距离1112|地址恩施土家族苗族自治州土桥大道144号
帮我导航到大梅沙,返回|主界面|通知栏|缩小图面|放大图面|仅供测试
位于盐葵路大梅沙段148号的大梅沙海滨公园,返回|主界面|通知栏|大梅沙海滨公园|距离127|地址深圳市盐田区
