用户说法,user_data
我的好兄弟,"{""HotWords"":[""返回"",""主界面"",""通知栏"",""媒体库"",""我的收藏"",""最近播放"",""妖女"",""搜索歌手"",""梅艳芳"",""收藏歌曲"",""上一首"",""暂停"",""下一首"",""播放列表""],""UserData"":{""mapU::poiSearch"":{""data"":{""dataInfo"":{""end_poi"":{""lat"":""31.811528"",""poi"":""天鹅湖"",""area"":""合肥市蜀山区"",""tel"":"""",""lng"":""117.226528""},""start_poi"":{}}},""activeStatus"":""bg"",""sceneStatus"":""moreTarget""},""serialNo"":""M1AT020102000007_20170531164536925"",""musicX::default"":{""data"":{""dataInfo"":{""song"":""妖女"",""itemid"":""46489755"",""artist"":""梅艳芳""},""hotInfo"":{""viewCmd"":""返回|主界面|通知栏|媒体库|我的收藏|最近播放|妖女|搜索歌手|梅艳芳|收藏歌曲|上一首|暂停|下一首|播放列表""}},""activeStatus"":""fg"",""sceneStatus"":""playing""}}}"
我的好兄弟谁唱的,"{""HotWords"":[""返回"",""主界面"",""通知栏"",""媒体库"",""我的收藏"",""最近播放"",""妖女"",""搜索歌手"",""梅艳芳"",""收藏歌曲"",""上一首"",""暂停"",""下一首"",""播放列表""],""UserData"":{""mapU::poiSearch"":{""data"":{""dataInfo"":{""end_poi"":{""lat"":""31.811528"",""poi"":""天鹅湖"",""area"":""合肥市蜀山区"",""tel"":"""",""lng"":""117.226528""},""start_poi"":{}}},""activeStatus"":""bg"",""sceneStatus"":""moreTarget""},""serialNo"":""M1AT020102000007_20170531164540156"",""musicX::default"":{""data"":{""dataInfo"":{""song"":""妖女"",""itemid"":""46489755"",""artist"":""梅艳芳""},""hotInfo"":{""viewCmd"":""返回|主界面|通知栏|媒体库|我的收藏|最近播放|妖女|搜索歌手|梅艳芳|收藏歌曲|上一首|暂停|下一首|播放列表""}},""activeStatus"":""fg"",""sceneStatus"":""playing""}}}"
我想听女的唱的我的好兄弟,"{""HotWords"":[""返回"",""主界面"",""通知栏"",""媒体库"",""我的收藏"",""最近播放"",""妖女"",""搜索歌手"",""梅艳芳"",""收藏歌曲"",""上一首"",""暂停"",""下一首"",""播放列表""],""UserData"":{""mapU::poiSearch"":{""data"":{""dataInfo"":{""end_poi"":{""lat"":""31.811528"",""poi"":""天鹅湖"",""area"":""合肥市蜀山区"",""tel"":"""",""lng"":""117.226528""},""start_poi"":{}}},""activeStatus"":""bg"",""sceneStatus"":""moreTarget""},""serialNo"":""M1AT020102000007_20170531164543379"",""musicX::default"":{""data"":{""dataInfo"":{""song"":""妖女"",""itemid"":""46489755"",""artist"":""梅艳芳""},""hotInfo"":{""viewCmd"":""返回|主界面|通知栏|媒体库|我的收藏|最近播放|妖女|搜索歌手|梅艳芳|收藏歌曲|上一首|暂停|下一首|播放列表""}},""activeStatus"":""fg"",""sceneStatus"":""playing""}}}"
有没有DJ版我的好兄弟,"{""HotWords"":[""返回"",""主界面"",""通知栏"",""媒体库"",""我的收藏"",""最近播放"",""我的好兄弟"",""搜索歌手"",""小沈阳丁丁"",""收藏歌曲"",""上一首"",""播放"",""下一首"",""播放列表""],""UserData"":{""mapU::poiSearch"":{""data"":{""dataInfo"":{""end_poi"":{""lat"":""31.811528"",""poi"":""天鹅湖"",""area"":""合肥市蜀山区"",""tel"":"""",""lng"":""117.226528""},""start_poi"":{}}},""activeStatus"":""bg"",""sceneStatus"":""moreTarget""},""serialNo"":""M1AT020102000007_20170531164546784"",""musicX::default"":{""data"":{""dataInfo"":{""song"":""我的好兄弟"",""itemid"":""55426137"",""artist"":""小沈阳,Los+Acosta,丁丁""},""hotInfo"":{""viewCmd"":""返回|主界面|通知栏|媒体库|我的收藏|最近播放|我的好兄弟|搜索歌手|小沈阳丁丁|收藏歌曲|上一首|播放|下一首|播放列表""}},""activeStatus"":""fg"",""sceneStatus"":""playing""}}}"
随机放首歌,"{""HotWords"":[""返回"",""主界面"",""通知栏"",""媒体库"",""我的收藏"",""最近播放"",""我的好兄弟版"",""搜索歌手"",""网络歌手"",""收藏歌曲"",""上一首"",""暂停"",""下一首"",""播放列表""],""UserData"":{""mapU::poiSearch"":{""data"":{""dataInfo"":{""end_poi"":{""lat"":""31.811528"",""poi"":""天鹅湖"",""area"":""合肥市蜀山区"",""tel"":"""",""lng"":""117.226528""},""start_poi"":{}}},""activeStatus"":""bg"",""sceneStatus"":""moreTarget""},""serialNo"":""M1AT020102000007_20170531164550126"",""musicX::default"":{""data"":{""dataInfo"":{""song"":""我的好兄弟Dj版"",""itemid"":""56720182"",""artist"":""网络歌手""},""hotInfo"":{""viewCmd"":""返回|主界面|通知栏|媒体库|我的收藏|最近播放|我的好兄弟版|搜索歌手|网络歌手|收藏歌曲|上一首|暂停|下一首|播放列表""}},""activeStatus"":""fg"",""sceneStatus"":""playing""}}}"
男歌手唱的,"{""HotWords"":[""返回"",""主界面"",""通知栏"",""媒体库"",""我的收藏"",""最近播放"",""我们的天空"",""搜索歌手"",""黄艺明"",""收藏歌曲"",""上一首"",""播放"",""下一首"",""播放列表""],""UserData"":{""mapU::poiSearch"":{""data"":{""dataInfo"":{""end_poi"":{""lat"":""31.811528"",""poi"":""天鹅湖"",""area"":""合肥市蜀山区"",""tel"":"""",""lng"":""117.226528""},""start_poi"":{}}},""activeStatus"":""bg"",""sceneStatus"":""moreTarget""},""serialNo"":""M1AT020102000007_20170531164553848"",""musicX::default"":{""data"":{""dataInfo"":{""song"":""我们的天空"",""itemid"":""38469996"",""artist"":""黄艺明""},""hotInfo"":{""viewCmd"":""返回|主界面|通知栏|媒体库|我的收藏|最近播放|我们的天空|搜索歌手|黄艺明|收藏歌曲|上一首|播放|下一首|播放列表""}},""activeStatus"":""fg"",""sceneStatus"":""playing""}}}"
不要中文的，来个英文歌,"{""HotWords"":[""返回"",""主界面"",""通知栏"",""媒体库"",""我的收藏"",""最近播放"",""玫瑰花的葬礼"",""搜索歌手"",""许嵩"",""收藏歌曲"",""上一首"",""播放"",""下一首"",""播放列表""],""UserData"":{""mapU::poiSearch"":{""data"":{""dataInfo"":{""end_poi"":{""lat"":""31.811528"",""poi"":""天鹅湖"",""area"":""合肥市蜀山区"",""tel"":"""",""lng"":""117.226528""},""start_poi"":{}}},""activeStatus"":""bg"",""sceneStatus"":""moreTarget""},""serialNo"":""M1AT020102000007_20170531164557328"",""musicX::default"":{""data"":{""dataInfo"":{""song"":""玫瑰花的葬礼"",""itemid"":""46856455"",""artist"":""许嵩""},""hotInfo"":{""viewCmd"":""返回|主界面|通知栏|媒体库|我的收藏|最近播放|玫瑰花的葬礼|搜索歌手|许嵩|收藏歌曲|上一首|播放|下一首|播放列表""}},""activeStatus"":""fg"",""sceneStatus"":""playing""}}}"
给我来一首单身情歌,"{""HotWords"":[""返回"",""主界面"",""通知栏"",""媒体库"",""我的收藏"",""最近播放"",""搜索歌手"",""收藏歌曲"",""上一首"",""播放"",""下一首"",""播放列表""],""UserData"":{""mapU::poiSearch"":{""data"":{""dataInfo"":{""end_poi"":{""lat"":""31.811528"",""poi"":""天鹅湖"",""area"":""合肥市蜀山区"",""tel"":"""",""lng"":""117.226528""},""start_poi"":{}}},""activeStatus"":""bg"",""sceneStatus"":""moreTarget""},""serialNo"":""M1AT020102000007_20170531164601991"",""musicX::default"":{""data"":{""dataInfo"":{""song"":""See+You+Again"",""itemid"":""55189028"",""artist"":""Wiz+Khalifa,Charlie+Puth""},""hotInfo"":{""viewCmd"":""返回|主界面|通知栏|媒体库|我的收藏|最近播放|搜索歌手|收藏歌曲|上一首|播放|下一首|播放列表""}},""activeStatus"":""fg"",""sceneStatus"":""playing""}}}"
播放下一首,"{""HotWords"":[""返回"",""主界面"",""通知栏"",""媒体库"",""我的收藏"",""最近播放"",""单身情歌"",""搜索歌手"",""林志炫"",""收藏歌曲"",""上一首"",""播放"",""下一首"",""播放列表""],""UserData"":{""mapU::poiSearch"":{""data"":{""dataInfo"":{""end_poi"":{""lat"":""31.811528"",""poi"":""天鹅湖"",""area"":""合肥市蜀山区"",""tel"":"""",""lng"":""117.226528""},""start_poi"":{}}},""activeStatus"":""bg"",""sceneStatus"":""moreTarget""},""serialNo"":""M1AT020102000007_20170531164605456"",""musicX::default"":{""data"":{""dataInfo"":{""song"":""单身情歌"",""itemid"":""6830143"",""artist"":""林志炫""},""hotInfo"":{""viewCmd"":""返回|主界面|通知栏|媒体库|我的收藏|最近播放|单身情歌|搜索歌手|林志炫|收藏歌曲|上一首|播放|下一首|播放列表""}},""activeStatus"":""fg"",""sceneStatus"":""playing""}}}"
单身情歌出自哪个专辑,"{""HotWords"":[""返回"",""主界面"",""通知栏"",""媒体库"",""我的收藏"",""最近播放"",""单身情歌"",""搜索歌手"",""林志炫"",""收藏歌曲"",""上一首"",""暂停"",""下一首"",""播放列表""],""UserData"":{""mapU::poiSearch"":{""data"":{""dataInfo"":{""end_poi"":{""lat"":""31.811528"",""poi"":""天鹅湖"",""area"":""合肥市蜀山区"",""tel"":"""",""lng"":""117.226528""},""start_poi"":{}}},""activeStatus"":""bg"",""sceneStatus"":""moreTarget""},""serialNo"":""M1AT020102000007_20170531164608663"",""musicX::default"":{""data"":{""dataInfo"":{""song"":""单身情歌"",""itemid"":""46936603"",""artist"":""林志炫""},""hotInfo"":{""viewCmd"":""返回|主界面|通知栏|媒体库|我的收藏|最近播放|单身情歌|搜索歌手|林志炫|收藏歌曲|上一首|暂停|下一首|播放列表""}},""activeStatus"":""fg"",""sceneStatus"":""playing""}}}"
我要听这个专辑的歌,"{""HotWords"":[""返回"",""主界面"",""通知栏"",""媒体库"",""我的收藏"",""最近播放"",""单身情歌"",""搜索歌手"",""林志炫"",""收藏歌曲"",""上一首"",""暂停"",""下一首"",""播放列表""],""UserData"":{""mapU::poiSearch"":{""data"":{""dataInfo"":{""end_poi"":{""lat"":""31.811528"",""poi"":""天鹅湖"",""area"":""合肥市蜀山区"",""tel"":"""",""lng"":""117.226528""},""start_poi"":{}}},""activeStatus"":""bg"",""sceneStatus"":""moreTarget""},""serialNo"":""M1AT020102000007_2017053116461271"",""musicX::default"":{""data"":{""dataInfo"":{""song"":""单身情歌"",""itemid"":""46936603"",""artist"":""林志炫""},""hotInfo"":{""viewCmd"":""返回|主界面|通知栏|媒体库|我的收藏|最近播放|单身情歌|搜索歌手|林志炫|收藏歌曲|上一首|暂停|下一首|播放列表""}},""activeStatus"":""fg"",""sceneStatus"":""playing""}}}"
听老人与海,"{""HotWords"":[""返回"",""主界面"",""通知栏"",""媒体库"",""我的收藏"",""最近播放"",""悲伤的歌"",""搜索歌手"",""周治平"",""收藏歌曲"",""上一首"",""播放"",""下一首"",""播放列表""],""UserData"":{""mapU::poiSearch"":{""data"":{""dataInfo"":{""end_poi"":{""lat"":""31.811528"",""poi"":""天鹅湖"",""area"":""合肥市蜀山区"",""tel"":"""",""lng"":""117.226528""},""start_poi"":{}}},""activeStatus"":""bg"",""sceneStatus"":""moreTarget""},""serialNo"":""M1AT020102000007_20170531164615411"",""musicX::default"":{""data"":{""dataInfo"":{""song"":""悲伤的歌"",""itemid"":""3619982"",""artist"":""周治平""},""hotInfo"":{""viewCmd"":""返回|主界面|通知栏|媒体库|我的收藏|最近播放|悲伤的歌|搜索歌手|周治平|收藏歌曲|上一首|播放|下一首|播放列表""}},""activeStatus"":""fg"",""sceneStatus"":""playing""}}}"
有英文版的吗,"{""HotWords"":[""返回"",""主界面"",""通知栏"",""媒体库"",""我的收藏"",""最近播放"",""老人与海"",""搜索歌手"",""海鸣威"",""收藏歌曲"",""上一首"",""播放"",""下一首"",""播放列表""],""UserData"":{""mapU::poiSearch"":{""data"":{""dataInfo"":{""end_poi"":{""lat"":""31.811528"",""poi"":""天鹅湖"",""area"":""合肥市蜀山区"",""tel"":"""",""lng"":""117.226528""},""start_poi"":{}}},""activeStatus"":""bg"",""sceneStatus"":""moreTarget""},""serialNo"":""M1AT020102000007_20170531164618808"",""musicX::default"":{""data"":{""dataInfo"":{""song"":""老人与海"",""itemid"":""2627197"",""artist"":""海鸣威""},""hotInfo"":{""viewCmd"":""返回|主界面|通知栏|媒体库|我的收藏|最近播放|老人与海|搜索歌手|海鸣威|收藏歌曲|上一首|播放|下一首|播放列表""}},""activeStatus"":""fg"",""sceneStatus"":""playing""}}}"
给我听一下女生版老人与海,"{""HotWords"":[""返回"",""主界面"",""通知栏"",""媒体库"",""我的收藏"",""最近播放"",""搜索歌手"",""收藏歌曲"",""上一首"",""播放"",""下一首"",""播放列表""],""UserData"":{""mapU::poiSearch"":{""data"":{""dataInfo"":{""end_poi"":{""lat"":""31.811528"",""poi"":""天鹅湖"",""area"":""合肥市蜀山区"",""tel"":"""",""lng"":""117.226528""},""start_poi"":{}}},""activeStatus"":""bg"",""sceneStatus"":""moreTarget""},""serialNo"":""M1AT020102000007_20170531164622442"",""musicX::default"":{""data"":{""dataInfo"":{""song"":""As+Long+As+You+Love+Me"",""itemid"":""46711582"",""artist"":""Justin+Bieber""},""hotInfo"":{""viewCmd"":""返回|主界面|通知栏|媒体库|我的收藏|最近播放|搜索歌手|收藏歌曲|上一首|播放|下一首|播放列表""}},""activeStatus"":""fg"",""sceneStatus"":""playing""}}}"
换下一首吧,"{""HotWords"":[""返回"",""主界面"",""通知栏"",""媒体库"",""我的收藏"",""最近播放"",""老人与海"",""搜索歌手"",""徐小凤"",""收藏歌曲"",""上一首"",""播放"",""下一首"",""播放列表""],""UserData"":{""mapU::poiSearch"":{""data"":{""dataInfo"":{""end_poi"":{""lat"":""31.811528"",""poi"":""天鹅湖"",""area"":""合肥市蜀山区"",""tel"":"""",""lng"":""117.226528""},""start_poi"":{}}},""activeStatus"":""bg"",""sceneStatus"":""moreTarget""},""serialNo"":""M1AT020102000007_20170531164626132"",""musicX::default"":{""data"":{""dataInfo"":{""song"":""老人与海"",""itemid"":""53698852"",""artist"":""徐小凤""},""hotInfo"":{""viewCmd"":""返回|主界面|通知栏|媒体库|我的收藏|最近播放|老人与海|搜索歌手|徐小凤|收藏歌曲|上一首|播放|下一首|播放列表""}},""activeStatus"":""fg"",""sceneStatus"":""playing""}}}"
不想听这个了,"{""HotWords"":[""返回"",""主界面"",""通知栏"",""媒体库"",""我的收藏"",""最近播放"",""一生无悔"",""搜索歌手"",""杭娇高安"",""收藏歌曲"",""上一首"",""播放"",""下一首"",""播放列表""],""UserData"":{""mapU::poiSearch"":{""data"":{""dataInfo"":{""end_poi"":{""lat"":""31.811528"",""poi"":""天鹅湖"",""area"":""合肥市蜀山区"",""tel"":"""",""lng"":""117.226528""},""start_poi"":{}}},""activeStatus"":""bg"",""sceneStatus"":""moreTarget""},""serialNo"":""M1AT020102000007_20170531164629946"",""musicX::default"":{""data"":{""dataInfo"":{""song"":""一生无悔"",""itemid"":""4574369"",""artist"":""杭娇,高安""},""hotInfo"":{""viewCmd"":""返回|主界面|通知栏|媒体库|我的收藏|最近播放|一生无悔|搜索歌手|杭娇高安|收藏歌曲|上一首|播放|下一首|播放列表""}},""activeStatus"":""fg"",""sceneStatus"":""playing""}}}"
落花,"{""HotWords"":[""返回"",""主界面"",""通知栏"",""媒体库"",""我的收藏"",""最近播放"",""看月亮爬上来"",""搜索歌手"",""张杰"",""收藏歌曲"",""上一首"",""暂停"",""下一首"",""播放列表""],""UserData"":{""mapU::poiSearch"":{""data"":{""dataInfo"":{""end_poi"":{""lat"":""31.811528"",""poi"":""天鹅湖"",""area"":""合肥市蜀山区"",""tel"":"""",""lng"":""117.226528""},""start_poi"":{}}},""activeStatus"":""bg"",""sceneStatus"":""moreTarget""},""serialNo"":""M1AT020102000007_20170531164633196"",""musicX::default"":{""data"":{""dataInfo"":{""song"":""看月亮爬上来"",""itemid"":""45662877"",""artist"":""张杰""},""hotInfo"":{""viewCmd"":""返回|主界面|通知栏|媒体库|我的收藏|最近播放|看月亮爬上来|搜索歌手|张杰|收藏歌曲|上一首|暂停|下一首|播放列表""}},""activeStatus"":""fg"",""sceneStatus"":""playing""}}}"
听一下林心如的落花,"{""HotWords"":[""返回"",""主界面"",""通知栏"",""媒体库"",""我的收藏"",""最近播放"",""看月亮爬上来"",""搜索歌手"",""张杰"",""收藏歌曲"",""上一首"",""暂停"",""下一首"",""播放列表""],""UserData"":{""mapU::poiSearch"":{""data"":{""dataInfo"":{""end_poi"":{""lat"":""31.811528"",""poi"":""天鹅湖"",""area"":""合肥市蜀山区"",""tel"":"""",""lng"":""117.226528""},""start_poi"":{}}},""activeStatus"":""bg"",""sceneStatus"":""moreTarget""},""serialNo"":""M1AT020102000007_20170531164636551"",""musicX::default"":{""data"":{""dataInfo"":{""song"":""看月亮爬上来"",""itemid"":""45662877"",""artist"":""张杰""},""hotInfo"":{""viewCmd"":""返回|主界面|通知栏|媒体库|我的收藏|最近播放|看月亮爬上来|搜索歌手|张杰|收藏歌曲|上一首|暂停|下一首|播放列表""}},""activeStatus"":""fg"",""sceneStatus"":""playing""}}}"
我要听美人心计的歌曲,"{""HotWords"":[""返回"",""主界面"",""通知栏"",""媒体库"",""我的收藏"",""最近播放"",""落花"",""搜索歌手"",""林心如"",""收藏歌曲"",""上一首"",""播放"",""下一首"",""播放列表""],""UserData"":{""mapU::poiSearch"":{""data"":{""dataInfo"":{""end_poi"":{""lat"":""31.811528"",""poi"":""天鹅湖"",""area"":""合肥市蜀山区"",""tel"":"""",""lng"":""117.226528""},""start_poi"":{}}},""activeStatus"":""bg"",""sceneStatus"":""moreTarget""},""serialNo"":""M1AT020102000007_20170531164640783"",""musicX::default"":{""data"":{""dataInfo"":{""song"":""落花"",""itemid"":""3147801"",""artist"":""林心如""},""hotInfo"":{""viewCmd"":""返回|主界面|通知栏|媒体库|我的收藏|最近播放|落花|搜索歌手|林心如|收藏歌曲|上一首|播放|下一首|播放列表""}},""activeStatus"":""fg"",""sceneStatus"":""playing""}}}"
美人心计的插曲我都想听,"{""HotWords"":[""返回"",""主界面"",""通知栏"",""媒体库"",""我的收藏"",""最近播放"",""美人心计片头曲"",""搜索歌手"",""林心如"",""收藏歌曲"",""上一首"",""播放"",""下一首"",""播放列表""],""UserData"":{""mapU::poiSearch"":{""data"":{""dataInfo"":{""end_poi"":{""lat"":""31.811528"",""poi"":""天鹅湖"",""area"":""合肥市蜀山区"",""tel"":"""",""lng"":""117.226528""},""start_poi"":{}}},""activeStatus"":""bg"",""sceneStatus"":""moreTarget""},""serialNo"":""M1AT020102000007_2017053116464494"",""musicX::default"":{""data"":{""dataInfo"":{""song"":""美人心计片头曲"",""itemid"":""9626292"",""artist"":""林心如""},""hotInfo"":{""viewCmd"":""返回|主界面|通知栏|媒体库|我的收藏|最近播放|美人心计片头曲|搜索歌手|林心如|收藏歌曲|上一首|播放|下一首|播放列表""}},""activeStatus"":""fg"",""sceneStatus"":""playing""}}}"
放首歌,"{""HotWords"":[""返回"",""主界面"",""通知栏"",""媒体库"",""我的收藏"",""最近播放"",""美人心计片头曲"",""搜索歌手"",""林心如"",""收藏歌曲"",""上一首"",""播放"",""下一首"",""播放列表""],""UserData"":{""mapU::poiSearch"":{""data"":{""dataInfo"":{""end_poi"":{""lat"":""31.811528"",""poi"":""天鹅湖"",""area"":""合肥市蜀山区"",""tel"":"""",""lng"":""117.226528""},""start_poi"":{}}},""activeStatus"":""bg"",""sceneStatus"":""moreTarget""},""serialNo"":""M1AT020102000007_20170531164647321"",""musicX::default"":{""data"":{""dataInfo"":{""song"":""美人心计片头曲"",""itemid"":""9626292"",""artist"":""林心如""},""hotInfo"":{""viewCmd"":""返回|主界面|通知栏|媒体库|我的收藏|最近播放|美人心计片头曲|搜索歌手|林心如|收藏歌曲|上一首|播放|下一首|播放列表""}},""activeStatus"":""fg"",""sceneStatus"":""playing""}}}"
放我是歌手里面的歌,"{""HotWords"":[""返回"",""主界面"",""通知栏"",""媒体库"",""我的收藏"",""最近播放"",""爱到最美是陪伴"",""搜索歌手"",""张杰"",""收藏歌曲"",""上一首"",""播放"",""下一首"",""播放列表""],""UserData"":{""mapU::poiSearch"":{""data"":{""dataInfo"":{""end_poi"":{""lat"":""31.811528"",""poi"":""天鹅湖"",""area"":""合肥市蜀山区"",""tel"":"""",""lng"":""117.226528""},""start_poi"":{}}},""activeStatus"":""bg"",""sceneStatus"":""moreTarget""},""serialNo"":""M1AT020102000007_2017053116465019"",""musicX::default"":{""data"":{""dataInfo"":{""song"":""爱到最美是陪伴"",""itemid"":""45455617"",""artist"":""张杰""},""hotInfo"":{""viewCmd"":""返回|主界面|通知栏|媒体库|我的收藏|最近播放|爱到最美是陪伴|搜索歌手|张杰|收藏歌曲|上一首|播放|下一首|播放列表""}},""activeStatus"":""fg"",""sceneStatus"":""playing""}}}"
放我是歌手第二季的歌,"{""HotWords"":[""返回"",""主界面"",""通知栏"",""媒体库"",""我的收藏"",""最近播放"",""模特"",""搜索歌手"",""李荣浩"",""收藏歌曲"",""上一首"",""播放"",""下一首"",""播放列表""],""UserData"":{""mapU::poiSearch"":{""data"":{""dataInfo"":{""end_poi"":{""lat"":""31.811528"",""poi"":""天鹅湖"",""area"":""合肥市蜀山区"",""tel"":"""",""lng"":""117.226528""},""start_poi"":{}}},""activeStatus"":""bg"",""sceneStatus"":""moreTarget""},""serialNo"":""M1AT020102000007_20170531164654632"",""musicX::default"":{""data"":{""dataInfo"":{""song"":""模特"",""itemid"":""5127245"",""artist"":""李荣浩""},""hotInfo"":{""viewCmd"":""返回|主界面|通知栏|媒体库|我的收藏|最近播放|模特|搜索歌手|李荣浩|收藏歌曲|上一首|播放|下一首|播放列表""}},""activeStatus"":""fg"",""sceneStatus"":""playing""}}}"
我是歌手黄丽玲的歌,"{""HotWords"":[""返回"",""主界面"",""通知栏"",""媒体库"",""我的收藏"",""最近播放"",""喜欢你"",""搜索歌手"",""邓紫棋"",""收藏歌曲"",""上一首"",""播放"",""下一首"",""播放列表""],""UserData"":{""mapU::poiSearch"":{""data"":{""dataInfo"":{""end_poi"":{""lat"":""31.811528"",""poi"":""天鹅湖"",""area"":""合肥市蜀山区"",""tel"":"""",""lng"":""117.226528""},""start_poi"":{}}},""activeStatus"":""bg"",""sceneStatus"":""moreTarget""},""serialNo"":""M1AT020102000007_20170531164658330"",""musicX::default"":{""data"":{""dataInfo"":{""song"":""喜欢你"",""itemid"":""40459906"",""artist"":""G.E.M.邓紫棋""},""hotInfo"":{""viewCmd"":""返回|主界面|通知栏|媒体库|我的收藏|最近播放|喜欢你|搜索歌手|邓紫棋|收藏歌曲|上一首|播放|下一首|播放列表""}},""activeStatus"":""fg"",""sceneStatus"":""playing""}}}"
播放，心甘情愿,"{""HotWords"":[""返回"",""主界面"",""通知栏"",""媒体库"",""我的收藏"",""最近播放"",""给我一个理由忘记"",""搜索歌手"",""收藏歌曲"",""上一首"",""播放"",""下一首"",""播放列表""],""UserData"":{""mapU::poiSearch"":{""data"":{""dataInfo"":{""end_poi"":{""lat"":""31.811528"",""poi"":""天鹅湖"",""area"":""合肥市蜀山区"",""tel"":"""",""lng"":""117.226528""},""start_poi"":{}}},""activeStatus"":""bg"",""sceneStatus"":""moreTarget""},""serialNo"":""M1AT020102000007_20170531164702854"",""musicX::default"":{""data"":{""dataInfo"":{""song"":""给我一个理由忘记"",""itemid"":""12048790"",""artist"":""A-Lin""},""hotInfo"":{""viewCmd"":""返回|主界面|通知栏|媒体库|我的收藏|最近播放|给我一个理由忘记|搜索歌手|收藏歌曲|上一首|播放|下一首|播放列表""}},""activeStatus"":""fg"",""sceneStatus"":""playing""}}}"
心甘情愿谁唱的,"{""HotWords"":[""返回"",""主界面"",""通知栏"",""媒体库"",""我的收藏"",""最近播放"",""心甘情愿"",""搜索歌手"",""雷婷"",""收藏歌曲"",""上一首"",""播放"",""下一首"",""播放列表""],""UserData"":{""mapU::poiSearch"":{""data"":{""dataInfo"":{""end_poi"":{""lat"":""31.811528"",""poi"":""天鹅湖"",""area"":""合肥市蜀山区"",""tel"":"""",""lng"":""117.226528""},""start_poi"":{}}},""activeStatus"":""bg"",""sceneStatus"":""moreTarget""},""serialNo"":""M1AT020102000007_20170531164706582"",""musicX::default"":{""data"":{""dataInfo"":{""song"":""心甘情愿"",""itemid"":""9130343"",""artist"":""雷婷""},""hotInfo"":{""viewCmd"":""返回|主界面|通知栏|媒体库|我的收藏|最近播放|心甘情愿|搜索歌手|雷婷|收藏歌曲|上一首|播放|下一首|播放列表""}},""activeStatus"":""fg"",""sceneStatus"":""playing""}}}"
他还有别的专辑吗,"{""HotWords"":[""返回"",""主界面"",""通知栏"",""媒体库"",""我的收藏"",""最近播放"",""心甘情愿"",""搜索歌手"",""雷婷"",""收藏歌曲"",""上一首"",""播放"",""下一首"",""播放列表""],""UserData"":{""mapU::poiSearch"":{""data"":{""dataInfo"":{""end_poi"":{""lat"":""31.811528"",""poi"":""天鹅湖"",""area"":""合肥市蜀山区"",""tel"":"""",""lng"":""117.226528""},""start_poi"":{}}},""activeStatus"":""bg"",""sceneStatus"":""moreTarget""},""serialNo"":""M1AT020102000007_20170531164709933"",""musicX::default"":{""data"":{""dataInfo"":{""song"":""心甘情愿"",""itemid"":""9130343"",""artist"":""雷婷""},""hotInfo"":{""viewCmd"":""返回|主界面|通知栏|媒体库|我的收藏|最近播放|心甘情愿|搜索歌手|雷婷|收藏歌曲|上一首|播放|下一首|播放列表""}},""activeStatus"":""fg"",""sceneStatus"":""playing""}}}"
听一下专辑里的歌曲吧,"{""HotWords"":[""返回"",""主界面"",""通知栏"",""媒体库"",""我的收藏"",""最近播放"",""老地方的雨"",""搜索歌手"",""雷婷"",""收藏歌曲"",""上一首"",""播放"",""下一首"",""播放列表""],""UserData"":{""mapU::poiSearch"":{""data"":{""dataInfo"":{""end_poi"":{""lat"":""31.811528"",""poi"":""天鹅湖"",""area"":""合肥市蜀山区"",""tel"":"""",""lng"":""117.226528""},""start_poi"":{}}},""activeStatus"":""bg"",""sceneStatus"":""moreTarget""},""serialNo"":""M1AT020102000007_20170531164713352"",""musicX::default"":{""data"":{""dataInfo"":{""song"":""老地方的雨"",""itemid"":""10323323"",""artist"":""雷婷""},""hotInfo"":{""viewCmd"":""返回|主界面|通知栏|媒体库|我的收藏|最近播放|老地方的雨|搜索歌手|雷婷|收藏歌曲|上一首|播放|下一首|播放列表""}},""activeStatus"":""fg"",""sceneStatus"":""playing""}}}"
给我来一首单身情歌,"{""HotWords"":[""返回"",""主界面"",""通知栏"",""媒体库"",""我的收藏"",""最近播放"",""悲伤的歌"",""搜索歌手"",""周治平"",""收藏歌曲"",""上一首"",""播放"",""下一首"",""播放列表""],""UserData"":{""mapU::poiSearch"":{""data"":{""dataInfo"":{""end_poi"":{""lat"":""31.811528"",""poi"":""天鹅湖"",""area"":""合肥市蜀山区"",""tel"":"""",""lng"":""117.226528""},""start_poi"":{}}},""activeStatus"":""bg"",""sceneStatus"":""moreTarget""},""serialNo"":""M1AT020102000007_20170531164716662"",""musicX::default"":{""data"":{""dataInfo"":{""song"":""悲伤的歌"",""itemid"":""3619982"",""artist"":""周治平""},""hotInfo"":{""viewCmd"":""返回|主界面|通知栏|媒体库|我的收藏|最近播放|悲伤的歌|搜索歌手|周治平|收藏歌曲|上一首|播放|下一首|播放列表""}},""activeStatus"":""fg"",""sceneStatus"":""playing""}}}"
