用户说法,user_data
放下一曲,返回|主界面|通知栏|媒体库|我的收藏|最近播放|悠远的天空|搜索歌手|许巍|收藏歌曲|上一首|播放|下一首|播放列表
不好听，换上一曲,返回|主界面|通知栏|媒体库|我的收藏|最近播放|下一秒|搜索歌手|张碧晨|收藏歌曲|上一首|播放|下一首|播放列表
听一下摇滚音乐,返回|主界面|通知栏|媒体库|我的收藏|最近播放|下一秒|搜索歌手|张碧晨|收藏歌曲|上一首|暂停|下一首|播放列表
摇滚音乐有哪些有名的歌,返回|主界面|通知栏|媒体库|我的收藏|最近播放|新鲜摇滚|搜索歌手|崔健|收藏歌曲|上一首|播放|下一首|播放列表
听一下这些摇滚歌曲,返回|主界面|通知栏|媒体库|我的收藏|最近播放|新鲜摇滚|搜索歌手|崔健|收藏歌曲|上一首|播放|下一首|播放列表
帮我单曲循环这首,返回|主界面|通知栏|媒体库|我的收藏|最近播放|我|搜索歌手|五月天|收藏歌曲|上一首|播放|下一首|播放列表
播放齐秦的歌可以么,返回|主界面|通知栏|媒体库|我的收藏|最近播放|循环|搜索歌手|周天然|收藏歌曲|上一首|播放|下一首|播放列表
按顺序播放哦,返回|主界面|通知栏|媒体库|我的收藏|最近播放|大约在冬季|搜索歌手|齐秦|收藏歌曲|上一首|播放|下一首|播放列表
下一曲下一曲,返回|主界面|通知栏|媒体库|我的收藏|最近播放|大约在冬季|搜索歌手|齐秦|收藏歌曲|上一首|播放|下一首|播放列表
这首歌不错，帮我收藏,返回|主界面|通知栏|媒体库|我的收藏|最近播放|大约在冬季|搜索歌手|齐秦|收藏歌曲|上一首|暂停|下一首|播放列表
播放女儿情,返回|主界面|通知栏|媒体库|我的收藏|最近播放|大约在冬季|搜索歌手|齐秦|收藏歌曲|上一首|暂停|下一首|播放列表
女儿情是哪个电视剧里的歌曲,返回|主界面|通知栏|媒体库|我的收藏|最近播放|女儿情|搜索歌手|吴静|收藏歌曲|上一首|播放|下一首|播放列表
听听里面的插曲吧,返回|主界面|通知栏|媒体库|我的收藏|最近播放|女儿情|搜索歌手|吴静|收藏歌曲|上一首|暂停|下一首|播放列表
加大声音,返回|主界面|通知栏|媒体库|我的收藏|最近播放|女儿情|搜索歌手|吴静|收藏歌曲|上一首|播放|下一首|播放列表
播放小虎队的爱,返回|主界面|通知栏|媒体库|我的收藏|最近播放|女儿情|搜索歌手|吴静|收藏歌曲|上一首|暂停|下一首|播放列表
小虎队还有其他歌么,返回|主界面|通知栏|媒体库|我的收藏|最近播放|爱|搜索歌手|小虎队|收藏歌曲|上一首|播放|下一首|播放列表
选择播放次数最高的那首,返回|主界面|通知栏|媒体库|我的收藏|最近播放|爱|搜索歌手|小虎队|收藏歌曲|上一首|暂停|下一首|播放列表
循环播放,返回|主界面|通知栏|媒体库|我的收藏|最近播放|爱|搜索歌手|小虎队|收藏歌曲|上一首|暂停|下一首|播放列表
放对你爱不完,返回|主界面|通知栏|媒体库|我的收藏|最近播放|爱|搜索歌手|小虎队|收藏歌曲|上一首|播放|下一首|播放列表
帮我收藏这首歌,返回|主界面|通知栏|媒体库|我的收藏|最近播放|对你爱不完|搜索歌手|郭富城|收藏歌曲|上一首|播放|下一首|播放列表
对你爱不完谁唱的,返回|主界面|通知栏|媒体库|我的收藏|最近播放|对你爱不完|搜索歌手|郭富城|收藏歌曲|上一首|播放|下一首|播放列表
给我放他的其他歌,返回|主界面|通知栏|媒体库|我的收藏|最近播放|对你爱不完|搜索歌手|郭富城|收藏歌曲|上一首|播放|下一首|播放列表
请放音乐,返回|主界面|通知栏|媒体库|我的收藏|最近播放|我是不是该安静的走开|搜索歌手|郭富城|收藏歌曲|上一首|播放|下一首|播放列表
放一点舒缓的音乐,返回|主界面|通知栏|媒体库|我的收藏|最近播放|搜索歌手|收藏歌曲|上一首|播放|下一首|播放列表
轻音乐也可以,返回|主界面|通知栏|媒体库|我的收藏|最近播放|青春之火|搜索歌手|潘松和|收藏歌曲|上一首|播放|下一首|播放列表
不要那种带歌词的,返回|主界面|通知栏|媒体库|我的收藏|最近播放|谁也可以|搜索歌手|久石让|收藏歌曲|上一首|播放|下一首|播放列表
播放大海,返回|主界面|通知栏|媒体库|我的收藏|最近播放|谁也可以|搜索歌手|久石让|收藏歌曲|上一首|暂停|下一首|播放列表
大海谁唱的啊,返回|主界面|通知栏|媒体库|我的收藏|最近播放|大海|搜索歌手|张雨生|收藏歌曲|上一首|播放|下一首|播放列表
帮我随便来几首他的歌,返回|主界面|通知栏|媒体库|我的收藏|最近播放|大海|搜索歌手|张雨生|收藏歌曲|上一首|暂停|下一首|播放列表
不要DJ版的,返回|主界面|通知栏|媒体库|我的收藏|最近播放|兄弟啊|搜索歌手|张雨生|收藏歌曲|上一首|播放|下一首|播放列表
来一首上海滩,返回|主界面|通知栏|媒体库|我的收藏|最近播放|兄弟啊|搜索歌手|张雨生|收藏歌曲|上一首|暂停|下一首|播放列表
我要粤语版的上海滩,返回|主界面|通知栏|媒体库|我的收藏|最近播放|上海滩|搜索歌手|叶丽仪|收藏歌曲|上一首|播放|下一首|播放列表
帮我单曲循环这首歌,返回|主界面|通知栏|媒体库|我的收藏|最近播放|上海滩|搜索歌手|梁玉嵘|收藏歌曲|上一首|播放|下一首|播放列表
快进1分钟,返回|主界面|通知栏|媒体库|我的收藏|最近播放|上海滩|搜索歌手|梁玉嵘|收藏歌曲|上一首|暂停|下一首|播放列表
我想听大梦想家,返回|主界面|通知栏|媒体库|我的收藏|最近播放|上海滩|搜索歌手|梁玉嵘|收藏歌曲|上一首|暂停|下一首|播放列表
大梦想家谁唱的啊,返回|主界面|通知栏|媒体库|我的收藏|最近播放|大梦想家|搜索歌手|收藏歌曲|上一首|播放|下一首|播放列表
随机放几首他的其他歌,返回|主界面|通知栏|媒体库|我的收藏|最近播放|大梦想家|搜索歌手|收藏歌曲|上一首|播放|下一首|播放列表
不要DJ版的,返回|主界面|通知栏|媒体库|我的收藏|最近播放|青春修炼手册|搜索歌手|收藏歌曲|上一首|播放|下一首|播放列表
歌曲一壶老酒,返回|主界面|通知栏|媒体库|我的收藏|最近播放|青春修炼手册|搜索歌手|收藏歌曲|上一首|播放|下一首|播放列表
一壶老酒出自哪个专辑,返回|主界面|通知栏|媒体库|我的收藏|最近播放|一壶老酒|搜索歌手|陆树铭|收藏歌曲|上一首|暂停|下一首|播放列表
我要听这个专辑的所有歌曲,返回|主界面|通知栏|媒体库|我的收藏|最近播放|一壶老酒|搜索歌手|陆树铭|收藏歌曲|上一首|暂停|下一首|播放列表
帮我顺序播放这个专辑的歌曲,返回|主界面|通知栏|媒体库|我的收藏|最近播放|悲伤的歌|搜索歌手|周治平|收藏歌曲|上一首|播放|下一首|播放列表
歌曲塞北的雪,返回|主界面|通知栏|媒体库|我的收藏|最近播放|悲伤的歌|搜索歌手|周治平|收藏歌曲|上一首|暂停|下一首|播放列表
塞北的雪谁唱的,返回|主界面|通知栏|媒体库|我的收藏|最近播放|塞北的雪|搜索歌手|彭丽媛|收藏歌曲|上一首|播放|下一首|播放列表
放一下他的其他歌曲,返回|主界面|通知栏|媒体库|我的收藏|最近播放|塞北的雪|搜索歌手|彭丽媛|收藏歌曲|上一首|播放|下一首|播放列表
不要太动感的,返回|主界面|通知栏|媒体库|我的收藏|最近播放|半个月亮爬上来|搜索歌手|彭丽媛|收藏歌曲|上一首|播放|下一首|播放列表
我要听十年,返回|主界面|通知栏|媒体库|我的收藏|最近播放|半个月亮爬上来|搜索歌手|彭丽媛|收藏歌曲|上一首|播放|下一首|播放列表
十年谁唱的,返回|主界面|通知栏|媒体库|我的收藏|最近播放|十年|搜索歌手|陈奕迅|收藏歌曲|上一首|播放|下一首|播放列表
随机放几首他的歌,返回|主界面|通知栏|媒体库|我的收藏|最近播放|十年|搜索歌手|陈奕迅|收藏歌曲|上一首|暂停|下一首|播放列表
退出,返回|主界面|通知栏|媒体库|我的收藏|最近播放|谢谢侬|搜索歌手|陈奕迅|收藏歌曲|上一首|播放|下一首|播放列表
听陈奕迅唱的歌,返回|主界面|通知栏|媒体库|我的收藏|最近播放|谢谢侬|搜索歌手|陈奕迅|收藏歌曲|上一首|暂停|下一首|播放列表
听听陈奕迅的成名作,返回|主界面|通知栏|媒体库|我的收藏|最近播放|歌之王|搜索歌手|陈奕迅|收藏歌曲|上一首|播放|下一首|播放列表
换下一曲,返回|主界面|通知栏|媒体库|我的收藏|最近播放|歌之王|搜索歌手|陈奕迅|收藏歌曲|上一首|播放|下一首|播放列表
听听00后流行歌曲,返回|主界面|通知栏|媒体库|我的收藏|最近播放|一生何求|搜索歌手|陈百强|收藏歌曲|上一首|播放|下一首|播放列表
这首歌谁唱的,返回|主界面|通知栏|媒体库|我的收藏|最近播放|搜索歌手|苍井翔太|收藏歌曲|上一首|播放|下一首|播放列表
暂停吧,返回|主界面|通知栏|媒体库|我的收藏|最近播放|搜索歌手|苍井翔太|收藏歌曲|上一首|播放|下一首|播放列表
上一曲,返回|主界面|通知栏|媒体库|我的收藏|最近播放|搜索歌手|苍井翔太|收藏歌曲|上一首|播放|下一首|播放列表
放首乡村音乐听听,返回|主界面|通知栏|媒体库|我的收藏|最近播放|歌路|搜索歌手|张家赫|收藏歌曲|上一首|暂停|下一首|播放列表
换下一首,返回|主界面|通知栏|媒体库|我的收藏|最近播放|欧美乡村音乐|搜索歌手|收藏歌曲|上一首|播放|下一首|播放列表
给我单曲循环这首歌吧,返回|主界面|通知栏|媒体库|我的收藏|最近播放|全世界失眠|搜索歌手|陈奕迅|收藏歌曲|上一首|播放|下一首|播放列表
帮我收藏一下,返回|主界面|通知栏|媒体库|我的收藏|最近播放|全世界失眠|搜索歌手|陈奕迅|收藏歌曲|上一首|暂停|下一首|播放列表
给我放几首民谣吧,返回|主界面|通知栏|媒体库|我的收藏|最近播放|全世界失眠|搜索歌手|陈奕迅|收藏歌曲|上一首|播放|下一首|播放列表
我想听英国民谣,返回|主界面|通知栏|媒体库|我的收藏|最近播放|平凡之路|搜索歌手|朴树|收藏歌曲|上一首|播放|下一首|播放列表
要那种舒缓的歌,返回|主界面|通知栏|媒体库|我的收藏|最近播放|搜索歌手|收藏歌曲|上一首|播放|下一首|播放列表
切换上一曲,返回|主界面|通知栏|媒体库|我的收藏|最近播放|搜索歌手|收藏歌曲|上一首|暂停|下一首|播放列表
有没有爵士音乐,返回|主界面|通知栏|媒体库|我的收藏|最近播放|搜索歌手|收藏歌曲|上一首|暂停|下一首|播放列表
这个音乐是谁演奏的,返回|主界面|通知栏|媒体库|我的收藏|最近播放|给我一个吻|搜索歌手|赵可|收藏歌曲|上一首|播放|下一首|播放列表
随机放几首他演奏的歌,返回|主界面|通知栏|媒体库|我的收藏|最近播放|给我一个吻|搜索歌手|赵可|收藏歌曲|上一首|暂停|下一首|播放列表
暂停吧,返回|主界面|通知栏|媒体库|我的收藏|最近播放|给我一个吻|搜索歌手|赵可|收藏歌曲|上一首|暂停|下一首|播放列表
听听爱你一万年,返回|主界面|通知栏|媒体库|我的收藏|最近播放|给我一个吻|搜索歌手|赵可|收藏歌曲|上一首|播放|下一首|播放列表
爱你一万年出自哪个专辑,返回|主界面|通知栏|媒体库|我的收藏|最近播放|爱你一万年|搜索歌手|陈伟霆鹿晗|收藏歌曲|上一首|播放|下一首|播放列表
听听他这个专辑里面的歌曲,返回|主界面|通知栏|媒体库|我的收藏|最近播放|爱你一万年|搜索歌手|陈伟霆鹿晗|收藏歌曲|上一首|播放|下一首|播放列表
帮我顺序播放专辑里的歌,返回|主界面|通知栏|媒体库|我的收藏|最近播放|悲伤的歌|搜索歌手|周治平|收藏歌曲|上一首|播放|下一首|播放列表
随便放几首刘德华的歌,返回|主界面|通知栏|媒体库|我的收藏|最近播放|悲伤的歌|搜索歌手|周治平|收藏歌曲|上一首|播放|下一首|播放列表
这首歌有英文版的吗,返回|主界面|通知栏|媒体库|我的收藏|最近播放|17岁|搜索歌手|刘德华|收藏歌曲|上一首|播放|下一首|播放列表
算了，还是来首他的忘情水吧,返回|主界面|通知栏|媒体库|我的收藏|最近播放|搜索歌手|收藏歌曲|上一首|播放|下一首|播放列表
单曲循环忘情水,返回|主界面|通知栏|媒体库|我的收藏|最近播放|搜索歌手|收藏歌曲|上一首|播放|下一首|播放列表
听听宠爱吧,返回|主界面|通知栏|媒体库|我的收藏|最近播放|搜索歌手|收藏歌曲|上一首|暂停|下一首|播放列表
宠爱谁唱的,返回|主界面|通知栏|媒体库|我的收藏|最近播放|宠爱|搜索歌手|收藏歌曲|上一首|播放|下一首|播放列表
听听其他人唱的吧,返回|主界面|通知栏|媒体库|我的收藏|最近播放|宠爱|搜索歌手|收藏歌曲|上一首|暂停|下一首|播放列表
屏幕调亮,返回|主界面|通知栏|媒体库|我的收藏|最近播放|宠爱|搜索歌手|吴莫愁|收藏歌曲|上一首|播放|下一首|播放列表
听听李玉刚的歌曲,返回|主界面|通知栏|媒体库|我的收藏|最近播放|宠爱|搜索歌手|吴莫愁|收藏歌曲|上一首|播放|下一首|播放列表
重播这首歌,返回|主界面|通知栏|媒体库|我的收藏|最近播放|似水流年|搜索歌手|李玉刚|收藏歌曲|上一首|播放|下一首|播放列表
声音大点,返回|主界面|通知栏|媒体库|我的收藏|最近播放|似水流年|搜索歌手|李玉刚|收藏歌曲|上一首|暂停|下一首|播放列表
随机放首摇滚歌曲,返回|主界面|通知栏|媒体库|我的收藏|最近播放|似水流年|搜索歌手|李玉刚|收藏歌曲|上一首|暂停|下一首|播放列表
我想听郑钧的哎,返回|主界面|通知栏|媒体库|我的收藏|最近播放|摇滚梦想|搜索歌手|关东|收藏歌曲|上一首|播放|下一首|播放列表
郑钧的摇滚歌曲有专辑吗,返回|主界面|通知栏|媒体库|我的收藏|最近播放|你必须幸福|搜索歌手|郑钧|收藏歌曲|上一首|播放|下一首|播放列表
听听他专辑里的歌曲吧,返回|主界面|通知栏|媒体库|我的收藏|最近播放|我是你免费的快乐|搜索歌手|郑钧|收藏歌曲|上一首|播放|下一首|播放列表
我想听年轮,返回|主界面|通知栏|媒体库|我的收藏|最近播放|悲伤的歌|搜索歌手|周治平|收藏歌曲|上一首|播放|下一首|播放列表
年轮谁唱的,返回|主界面|通知栏|媒体库|我的收藏|最近播放|年轮|搜索歌手|张碧晨|收藏歌曲|上一首|播放|下一首|播放列表
我还想再听一遍,返回|主界面|通知栏|媒体库|我的收藏|最近播放|年轮|搜索歌手|张碧晨|收藏歌曲|上一首|暂停|下一首|播放列表
帮我播放下一曲吧,返回|主界面|通知栏|媒体库|我的收藏|最近播放|年轮|搜索歌手|张碧晨|收藏歌曲|上一首|暂停|下一首|播放列表
听TFboys的歌,返回|主界面|通知栏|媒体库|我的收藏|最近播放|遗忘之前|搜索歌手|徐佳莹|收藏歌曲|上一首|播放|下一首|播放列表
随机放几首他们的成名歌曲,返回|主界面|通知栏|媒体库|我的收藏|最近播放|红蜻蜓|搜索歌手|收藏歌曲|上一首|播放|下一首|播放列表
 帮我重播这首歌,返回|主界面|通知栏|媒体库|我的收藏|最近播放|红蜻蜓|搜索歌手|收藏歌曲|上一首|播放|下一首|播放列表
请播放逆流成河,返回|主界面|通知栏|媒体库|我的收藏|最近播放|红蜻蜓|搜索歌手|收藏歌曲|上一首|暂停|下一首|播放列表
金南玲唱的,返回|主界面|通知栏|媒体库|我的收藏|最近播放|逆流成河|搜索歌手|金南玲|收藏歌曲|上一首|播放|下一首|播放列表
不想听这首歌了，换一首歌曲,返回|主界面|通知栏|媒体库|我的收藏|最近播放|逆流成河|搜索歌手|金南玲|收藏歌曲|上一首|暂停|下一首|播放列表
暂停,返回|主界面|通知栏|媒体库|我的收藏|最近播放|逆流成河|搜索歌手|金南玲|收藏歌曲|上一首|暂停|下一首|播放列表
播放寂寞不痛,返回|主界面|通知栏|媒体库|我的收藏|最近播放|逆流成河|搜索歌手|金南玲|收藏歌曲|上一首|播放|下一首|播放列表
能换一首歌吗,返回|主界面|通知栏|媒体库|我的收藏|最近播放|寂寞不痛|搜索歌手|收藏歌曲|上一首|播放|下一首|播放列表
快进,返回|主界面|通知栏|媒体库|我的收藏|最近播放|我的滑板鞋|搜索歌手|约瑟翰庞麦郎|收藏歌曲|上一首|播放|下一首|播放列表
收藏这首歌,返回|主界面|通知栏|媒体库|我的收藏|最近播放|我的滑板鞋|搜索歌手|约瑟翰庞麦郎|收藏歌曲|上一首|暂停|下一首|播放列表
歌曲爱你一万年,返回|主界面|通知栏|媒体库|我的收藏|最近播放|我的滑板鞋|搜索歌手|约瑟翰庞麦郎|收藏歌曲|上一首|播放|下一首|播放列表
不对，我要听英文版的,返回|主界面|通知栏|媒体库|我的收藏|最近播放|爱你一万年|搜索歌手|陈伟霆鹿晗|收藏歌曲|上一首|播放|下一首|播放列表
先暂停一下,返回|主界面|通知栏|媒体库|我的收藏|最近播放|爱你一万年|搜索歌手|陈伟霆鹿晗|收藏歌曲|上一首|播放|下一首|播放列表
放进我的歌单,返回|主界面|通知栏|媒体库|我的收藏|最近播放|爱你一万年|搜索歌手|陈伟霆鹿晗|收藏歌曲|上一首|播放|下一首|播放列表
歌曲祁隆又见山里红,返回|主界面|通知栏|媒体库|我的收藏|最近播放|爱你一万年|搜索歌手|陈伟霆鹿晗|收藏歌曲|上一首|播放|下一首|播放列表
换一首其他人唱的又见山里红,返回|主界面|通知栏|媒体库|我的收藏|最近播放|又见山里红|搜索歌手|祁隆|收藏歌曲|上一首|播放|下一首|播放列表
声音大一点,返回|主界面|通知栏|媒体库|我的收藏|最近播放|又见山里红|搜索歌手|周路一泓|收藏歌曲|上一首|播放|下一首|播放列表
加入播放列表,返回|主界面|通知栏|媒体库|我的收藏|最近播放|又见山里红|搜索歌手|周路一泓|收藏歌曲|上一首|暂停|下一首|播放列表
搜索音乐,返回|主界面|通知栏|媒体库|我的收藏|最近播放|又见山里红|搜索歌手|周路一泓|收藏歌曲|上一首|暂停|下一首|播放列表
我要轻音乐,返回|主界面|通知栏|媒体库|我的收藏|最近播放|你为什么说谎|搜索歌手|丁当|收藏歌曲|上一首|播放|下一首|播放列表
换一首钢琴曲,返回|主界面|通知栏|媒体库|我的收藏|最近播放|俄罗斯舞曲|搜索歌手|轻音乐|收藏歌曲|上一首|播放|下一首|播放列表
挺好听的，下载下来吧,返回|主界面|通知栏|媒体库|我的收藏|最近播放|白丝线|搜索歌手|李伟菘|收藏歌曲|上一首|播放|下一首|播放列表
播放周杰伦的菊花台,返回|主界面|通知栏|媒体库|我的收藏|最近播放|白丝线|搜索歌手|李伟菘|收藏歌曲|上一首|暂停|下一首|播放列表
收藏菊花台,返回|主界面|通知栏|媒体库|我的收藏|最近播放|菊花台|搜索歌手|周杰伦|收藏歌曲|上一首|播放|下一首|播放列表
换一首他的其他歌,返回|主界面|通知栏|媒体库|我的收藏|最近播放|菊花台|搜索歌手|周杰伦|收藏歌曲|上一首|播放|下一首|播放列表
收藏这首歌,返回|主界面|通知栏|媒体库|我的收藏|最近播放|青花瓷|搜索歌手|周杰伦|收藏歌曲|上一首|播放|下一首|播放列表
来一首张信哲的爱如潮水,返回|主界面|通知栏|媒体库|我的收藏|最近播放|青花瓷|搜索歌手|周杰伦|收藏歌曲|上一首|播放|下一首|播放列表
换一首歌曲,返回|主界面|通知栏|媒体库|我的收藏|最近播放|爱如潮水|搜索歌手|张信哲|收藏歌曲|上一首|播放|下一首|播放列表
下一曲吧,返回|主界面|通知栏|媒体库|我的收藏|最近播放|一千年以后|搜索歌手|林俊杰|收藏歌曲|上一首|播放|下一首|播放列表
歌曲先暂停吧,返回|主界面|通知栏|媒体库|我的收藏|最近播放|我们说好的|搜索歌手|张靓颖|收藏歌曲|上一首|暂停|下一首|播放列表
杨宗纬的歌曲,返回|主界面|通知栏|媒体库|我的收藏|最近播放|我们说好的|搜索歌手|张靓颖|收藏歌曲|上一首|播放|下一首|播放列表
播放他的凉凉,返回|主界面|通知栏|媒体库|我的收藏|最近播放|漂洋过海来看你|搜索歌手|杨宗纬|收藏歌曲|上一首|播放|下一首|播放列表
声音大一点,返回|主界面|通知栏|媒体库|我的收藏|最近播放|漂洋过海来看你|搜索歌手|杨宗纬|收藏歌曲|上一首|播放|下一首|播放列表
暂停暂停,返回|主界面|通知栏|媒体库|我的收藏|最近播放|漂洋过海来看你|搜索歌手|杨宗纬|收藏歌曲|上一首|暂停|下一首|播放列表
播放一首说谎,返回|主界面|通知栏|媒体库|我的收藏|最近播放|漂洋过海来看你|搜索歌手|杨宗纬|收藏歌曲|上一首|暂停|下一首|播放列表
不要林宥嘉唱的,返回|主界面|通知栏|媒体库|我的收藏|最近播放|说谎|搜索歌手|林宥嘉|收藏歌曲|上一首|播放|下一首|播放列表
下一首歌曲,返回|主界面|通知栏|媒体库|我的收藏|最近播放|说谎|搜索歌手|张信哲|收藏歌曲|上一首|播放|下一首|播放列表
我想听现场版的,返回|主界面|通知栏|媒体库|我的收藏|最近播放|说谎|搜索歌手|温兆伦|收藏歌曲|上一首|暂停|下一首|播放列表
我要听演员,返回|主界面|通知栏|媒体库|我的收藏|最近播放|说谎|搜索歌手|温兆伦|收藏歌曲|上一首|暂停|下一首|播放列表
来一首现场版的演员,返回|主界面|通知栏|媒体库|我的收藏|最近播放|演员|搜索歌手|薛之谦|收藏歌曲|上一首|播放|下一首|播放列表
下一首,返回|主界面|通知栏|媒体库|我的收藏|最近播放|演员|搜索歌手|薛之谦|收藏歌曲|上一首|播放|下一首|播放列表
加入播放列表,返回|主界面|通知栏|媒体库|我的收藏|最近播放|演员|搜索歌手|田馥甄|收藏歌曲|上一首|暂停|下一首|播放列表
我要听我的滑板鞋,返回|主界面|通知栏|媒体库|我的收藏|最近播放|演员|搜索歌手|田馥甄|收藏歌曲|上一首|暂停|下一首|播放列表
声音太小了,返回|主界面|通知栏|媒体库|我的收藏|最近播放|我的滑板鞋|搜索歌手|约瑟翰庞麦郎|收藏歌曲|上一首|播放|下一首|播放列表
循环播放我的滑板鞋,返回|主界面|通知栏|媒体库|我的收藏|最近播放|我的滑板鞋|搜索歌手|约瑟翰庞麦郎|收藏歌曲|上一首|暂停|下一首|播放列表
不听了，退出音乐,返回|主界面|通知栏|媒体库|我的收藏|最近播放|我的滑板鞋|搜索歌手|约瑟翰庞麦郎|收藏歌曲|上一首|播放|下一首|播放列表
播放一首刘德华的歌,返回|主界面|通知栏|媒体库|我的收藏|最近播放|我的滑板鞋|搜索歌手|约瑟翰庞麦郎|收藏歌曲|上一首|播放|下一首|播放列表
换一首换一首,返回|主界面|通知栏|媒体库|我的收藏|最近播放|心肝宝贝|搜索歌手|刘德华|收藏歌曲|上一首|播放|下一首|播放列表
这首歌叫什么名字,返回|主界面|通知栏|媒体库|我的收藏|最近播放|我不会在老地方等你|搜索歌手|庄心妍|收藏歌曲|上一首|播放|下一首|播放列表
重新播放一遍,返回|主界面|通知栏|媒体库|我的收藏|最近播放|我不会在老地方等你|搜索歌手|庄心妍|收藏歌曲|上一首|暂停|下一首|播放列表
放一首金达莱花,返回|主界面|通知栏|媒体库|我的收藏|最近播放|我不会在老地方等你|搜索歌手|庄心妍|收藏歌曲|上一首|暂停|下一首|播放列表
单曲循环金达莱花,返回|主界面|通知栏|媒体库|我的收藏|最近播放|金达莱花|搜索歌手|网络歌手|收藏歌曲|上一首|播放|下一首|播放列表
再听听韩文版的金达莱花,返回|主界面|通知栏|媒体库|我的收藏|最近播放|金达莱花|搜索歌手|网络歌手|收藏歌曲|上一首|播放|下一首|播放列表
放进播放列表,返回|主界面|通知栏|媒体库|我的收藏|最近播放|金达莱花|搜索歌手|网络歌手|收藏歌曲|上一首|播放|下一首|播放列表
我要听最流行的歌,返回|主界面|通知栏|媒体库|我的收藏|最近播放|金达莱花|搜索歌手|网络歌手|收藏歌曲|上一首|暂停|下一首|播放列表
这首歌很好听,返回|主界面|通知栏|媒体库|我的收藏|最近播放|丑八怪|搜索歌手|薛之谦|收藏歌曲|上一首|播放|下一首|播放列表
有没有和这首歌类似的,返回|主界面|通知栏|媒体库|我的收藏|最近播放|丑八怪|搜索歌手|薛之谦|收藏歌曲|上一首|播放|下一首|播放列表
把这首歌放入我的歌单,返回|主界面|通知栏|媒体库|我的收藏|最近播放|丑八怪|搜索歌手|薛之谦|收藏歌曲|上一首|暂停|下一首|播放列表
我想听高安唱的歌,返回|主界面|通知栏|媒体库|我的收藏|最近播放|丑八怪|搜索歌手|薛之谦|收藏歌曲|上一首|暂停|下一首|播放列表
不是这首，好像是勿忘你,返回|主界面|通知栏|媒体库|我的收藏|最近播放|你不来我不老|搜索歌手|高安|收藏歌曲|上一首|播放|下一首|播放列表
对对对，设置为单曲循环,返回|主界面|通知栏|媒体库|我的收藏|最近播放|你不来我不老|搜索歌手|高安|收藏歌曲|上一首|播放|下一首|播放列表
声音开到最大,返回|主界面|通知栏|媒体库|我的收藏|最近播放|你不来我不老|搜索歌手|高安|收藏歌曲|上一首|暂停|下一首|播放列表
来首刘德华的歌曲。,返回|主界面|通知栏|媒体库|我的收藏|最近播放|你不来我不老|搜索歌手|高安|收藏歌曲|上一首|暂停|下一首|播放列表
要粤语版的,返回|主界面|通知栏|媒体库|我的收藏|最近播放|如果有一天|搜索歌手|刘德华|收藏歌曲|上一首|播放|下一首|播放列表
取消播放,返回|主界面|通知栏|媒体库|我的收藏|最近播放|暗里着迷|搜索歌手|刘德华|收藏歌曲|上一首|播放|下一首|播放列表
退出音乐,返回|主界面|通知栏|媒体库|我的收藏|最近播放|暗里着迷|搜索歌手|刘德华|收藏歌曲|上一首|暂停|下一首|播放列表
放首歌听吧,返回|主界面|通知栏|电话|电台|导航|音乐|设置|应用列表
换一首歌曲,返回|主界面|通知栏|媒体库|我的收藏|最近播放|花房姑娘老炮儿电影推广曲|搜索歌手|吴亦凡|收藏歌曲|上一首|播放|下一首|播放列表
这首歌是谁唱的,返回|主界面|通知栏|媒体库|我的收藏|最近播放|简单爱|搜索歌手|周杰伦|收藏歌曲|上一首|播放|下一首|播放列表
再放一遍,返回|主界面|通知栏|媒体库|我的收藏|最近播放|简单爱|搜索歌手|周杰伦|收藏歌曲|上一首|播放|下一首|播放列表
播放薛之谦的歌曲,返回|主界面|通知栏|媒体库|我的收藏|最近播放|简单爱|搜索歌手|周杰伦|收藏歌曲|上一首|暂停|下一首|播放列表
我要听的是丑八怪,返回|主界面|通知栏|媒体库|我的收藏|最近播放|初学者|搜索歌手|薛之谦|收藏歌曲|上一首|播放|下一首|播放列表
出把关暂停，播放他演员,返回|主界面|通知栏|媒体库|我的收藏|最近播放|初学者|搜索歌手|薛之谦|收藏歌曲|上一首|暂停|下一首|播放列表
这首歌很好听,返回|主界面|通知栏|媒体库|我的收藏|最近播放|初学者|搜索歌手|薛之谦|收藏歌曲|上一首|暂停|下一首|播放列表
郑源歌曲,返回|主界面|通知栏|媒体库|我的收藏|最近播放|初学者|搜索歌手|薛之谦|收藏歌曲|上一首|播放|下一首|播放列表
换为擦肩而过,返回|主界面|通知栏|媒体库|我的收藏|最近播放|当我孤独的时候还可以抱你吗|搜索歌手|郑源|收藏歌曲|上一首|播放|下一首|播放列表
单曲播放这首歌曲,返回|主界面|通知栏|媒体库|我的收藏|最近播放|当我孤独的时候还可以抱你吗|搜索歌手|郑源|收藏歌曲|上一首|播放|下一首|播放列表
这首歌出自他的哪个专辑,返回|主界面|通知栏|媒体库|我的收藏|最近播放|当我孤独的时候还可以抱你吗|搜索歌手|郑源|收藏歌曲|上一首|暂停|下一首|播放列表
邓丽君甜蜜蜜,返回|主界面|通知栏|媒体库|我的收藏|最近播放|当我孤独的时候还可以抱你吗|搜索歌手|郑源|收藏歌曲|上一首|暂停|下一首|播放列表
