nli_text,mode,nli_out_result
我想听疯狂动物城的主题曲,local,"{""data"":{""result"":null},""demand_semantic"":{""operation"":""PLAY"",""service"":""musicX"",""source"":""疯狂动物城"",""tags"":""主题曲""},""dialog_stat"":""DataValid"",""extra"":{""data_finded_match"":false,""match_gram"":""general_gram"",""multi_service"":null,""nlp_match_info"":""------------"",""nlp_match_score"":""1.000"",""nlp_score"":""0.000"",""org_sent"":""我想听疯狂动物城的主题曲"",""state_winner"":null,""trim_sent"":""我想听疯狂动物城的主题曲"",""used_hist_depth"":0,""user_data"":{""cmd::default"":{""activeStatus"":""bg"",""sceneStatus"":""default""},""mapU::navi"":{""activeStatus"":""bg"",""data"":{""dataInfo"":{""end_poi"":{""address"":"""
放首童谣,local,"{""data"":{""result"":null},""demand_semantic"":{""operation"":""PLAY"",""service"":""musicX"",""tags"":""童谣""},""dialog_stat"":""DataValid"",""extra"":{""data_finded_match"":false,""match_gram"":""general_gram"",""multi_service"":null,""nlp_match_info"":""----"",""nlp_match_score"":""1.000"",""nlp_score"":""0.020"",""org_sent"":""放首童谣"",""state_winner"":null,""trim_sent"":""放首童谣"",""used_hist_depth"":0,""user_data"":{""cmd::default"":{""activeStatus"":""bg"",""sceneStatus"":""default""},""mapU::navi"":{""activeStatus"":""fg"",""data"":{""dataInfo"":{""end_poi"":{""address"":"""
换一首,local,"{""answer"":{""text"":""已为您切换到下一首""},""data"":{""result"":null},""demand_semantic"":{""insType"":""NEXT"",""service"":""musicX""},""dialog_stat"":""dataInvalid"",""extra"":{""data_finded_match"":false,""match_gram"":""general_gram"",""multi_service"":null,""nlp_match_info"":""---"",""nlp_match_score"":""1.000"",""nlp_score"":""0.031"",""org_sent"":""换一首"",""state_winner"":null,""trim_sent"":""换一首"",""used_hist_depth"":0,""user_data"":{""cmd::default"":{""activeStatus"":""bg"",""sceneStatus"":""default""},""mapU::navi"":{""activeStatus"":""fg"",""data"":{""dataInfo"":{""end_poi"":{""address"":"""
声音调小一点,local,"{""data"":{""result"":null},""demand_semantic"":null,""extra"":{""data_finded_match"":false,""match_gram"":""general_gram"",""multi_service"":null,""nlp_match_info"":""------"",""nlp_match_score"":""1.000"",""nlp_score"":""0.000"",""org_sent"":""声音调小一点"",""trim_sent"":""声音调小一点"",""used_hist_depth"":0,""user_data"":{""cmd::default"":{""activeStatus"":""bg"",""sceneStatus"":""default""},""mapU::navi"":{""activeStatus"":""fg"",""data"":{""dataInfo"":{""end_poi"":{""address"":"""
放个童话故事,local,"{""answer"":{""text"":""没有为您找到童话故事这首歌,换首歌曲试试吧""},""data"":{""result"":null},""demand_semantic"":{""operation"":""PLAY"",""service"":""musicX"",""song"":""童话故事""},""dialog_stat"":""dataInvalid"",""extra"":{""data_finded_match"":false,""match_gram"":""general_gram"",""multi_service"":null,""nlp_match_info"":""------"",""nlp_match_score"":""1.000"",""nlp_score"":""0.102"",""org_sent"":""放个童话故事"",""state_winner"":null,""trim_sent"":""放个童话故事"",""used_hist_depth"":0,""user_data"":{""cmd::default"":{""activeStatus"":""bg"",""sceneStatus"":""default""},""mapU::navi"":{""activeStatus"":""bg"",""data"":{""dataInfo"":{""end_poi"":{""address"":"""
换一首,local,"{""answer"":{""text"":""已为您切换到下一首""},""data"":{""result"":null},""demand_semantic"":{""insType"":""NEXT"",""service"":""musicX""},""dialog_stat"":""dataInvalid"",""extra"":{""data_finded_match"":false,""match_gram"":""musicX_gc"",""multi_service"":null,""nlp_match_info"":""---"",""nlp_match_score"":""1.000"",""nlp_score"":""0.020"",""org_sent"":""换一首"",""state_winner"":null,""trim_sent"":""换一首"",""used_hist_depth"":0,""user_data"":{""cmd::default"":{""activeStatus"":""bg"",""sceneStatus"":""default""},""internetRadio::default"":{""activeStatus"":""bg"",""sceneStatus"":""paused""},""mapU::navi"":{""activeStatus"":""bg"",""data"":{""dataInfo"":{""end_poi"":{""address"":"""
动物园旁边有什么快餐店吗,local,"{""answer"":{""text"":""没有为您找到快餐店请重新输入目的地""},""data"":{""result"":null},""demand_semantic"":{""endLoc.ori_loc"":""快餐店"",""landmark.ori_loc"":""动物园"",""service"":""mapU""},""dialog_stat"":""DataValid"",""extra"":{""data_finded_match"":false,""match_gram"":""general_gram"",""multi_service"":null,""nlp_match_info"":""------------"",""nlp_match_score"":""1.000"",""nlp_score"":""0.000"",""org_sent"":""动物园旁边有什么快餐店吗"",""state_winner"":null,""trim_sent"":""动物园旁边有什么快餐店吗"",""used_hist_depth"":0,""user_data"":{""cmd::default"":{""activeStatus"":""bg"",""sceneStatus"":""default""},""internetRadio::default"":{""activeStatus"":""bg"",""sceneStatus"":""paused""},""mapU::navi"":{""activeStatus"":""fg"",""data"":{""dataInfo"":{""end_poi"":{""address"":"""
动物园旁边有麦当劳吗,local,"{""answer"":{""text"":""没有为您找到麦当劳请重新输入目的地""},""data"":{""result"":null},""demand_semantic"":{""endLoc.ori_loc"":""麦当劳"",""landmark.ori_loc"":""动物园"",""service"":""mapU""},""dialog_stat"":""DataValid"",""extra"":{""data_finded_match"":false,""match_gram"":""general_gram"",""multi_service"":null,""nlp_match_info"":""----------"",""nlp_match_score"":""1.000"",""nlp_score"":""0.000"",""org_sent"":""动物园旁边有麦当劳吗"",""search_mapU_info"":{""endLoc"":""gaode""},""state_winner"":null,""trim_sent"":""动物园旁边有麦当劳吗"",""used_hist_depth"":0,""user_data"":{""cmd::default"":{""activeStatus"":""bg"",""sceneStatus"":""default""},""internetRadio::default"":{""activeStatus"":""bg"",""sceneStatus"":""paused""},""mapU::navi"":{""activeStatus"":""bg"",""data"":{""dataInfo"":{""end_poi"":{""address"":"""
最近的,local,"{""answer"":{""text"":""没有为您找到麦当劳请重新输入目的地""},""data"":{""result"":null},""demand_semantic"":{""distanceDescr"":""NEAREST"",""endLoc.ori_loc"":""麦当劳"",""landmark.ori_loc"":""动物园"",""service"":""mapU""},""dialog_stat"":""DataValid"",""extra"":{""data_finded_match"":false,""match_gram"":""map_common_tc"",""multi_service"":null,""nlp_match_info"":""---"",""nlp_match_score"":""1.000"",""nlp_score"":""0.000"",""org_sent"":""最近的"",""search_mapU_info"":{""endLoc"":""gaode""},""state_winner"":null,""trim_sent"":""最近的"",""used_hist_depth"":0,""user_data"":{""cmd::default"":{""activeStatus"":""bg"",""sceneStatus"":""default""},""internetRadio::default"":{""activeStatus"":""bg"",""sceneStatus"":""paused""},""mapU::navi"":{""activeStatus"":""bg"",""data"":{""dataInfo"":{""end_poi"":{""address"":"""
把音乐关了,local,"{""data"":{""result"":null},""demand_semantic"":{""insType"":""CLOSE_MUSIC"",""service"":""musicX""},""dialog_stat"":""DataValid"",""extra"":{""data_finded_match"":false,""match_gram"":""general_gram"",""multi_service"":null,""nlp_match_info"":""-----"",""nlp_match_score"":""1.000"",""nlp_score"":""0.000"",""org_sent"":""把音乐关了"",""state_winner"":null,""trim_sent"":""把音乐关了"",""used_hist_depth"":0,""user_data"":{""cmd::default"":{""activeStatus"":""bg"",""sceneStatus"":""default""},""internetRadio::default"":{""activeStatus"":""bg"",""sceneStatus"":""paused""},""mapU::navi"":{""activeStatus"":""bg"",""data"":{""dataInfo"":{""end_poi"":{""address"":"""
我想问现在去市府广场堵吗,local,"{""rc"":4,""text"":""我想问现在去市府广场堵吗"",""user_data"":{""cmd::default"":{""activeStatus"":""bg"",""sceneStatus"":""default""},""internetRadio::default"":{""activeStatus"":""bg"",""sceneStatus"":""paused""},""mapU::navi"":{""activeStatus"":""fg"",""data"":{""dataInfo"":{""end_poi"":{""address"":"""
现在去市府广场要多长时间,local,"{""answer"":{""text"":""没有为您找到市府广场请重新输入目的地""},""data"":{""result"":null},""demand_semantic"":{""endLoc.ori_loc"":""市府广场"",""insType"":""QUERY_TIME"",""service"":""mapU""},""dialog_stat"":""DataValid"",""extra"":{""data_finded_match"":false,""match_gram"":""general_gram"",""multi_service"":null,""nlp_match_info"":""##----------"",""nlp_match_score"":""0.833"",""nlp_score"":""-1.999"",""org_sent"":""现在去市府广场要多长时间"",""search_mapU_info"":{""endLoc"":""gaode""},""state_winner"":null,""trim_sent"":""现在去市府广场要多长时间"",""used_hist_depth"":0,""user_data"":{""cmd::default"":{""activeStatus"":""bg"",""sceneStatus"":""default""},""internetRadio::default"":{""activeStatus"":""bg"",""sceneStatus"":""paused""},""mapU::navi"":{""activeStatus"":""fg"",""data"":{""dataInfo"":{""end_poi"":{""address"":"""
市府广场旁边有停车位吗,local,"{""answer"":{""text"":""没有为您找到停车位请重新输入目的地""},""data"":{""result"":null},""demand_semantic"":{""endLoc.ori_loc"":""停车位"",""landmark.ori_loc"":""市府广场"",""service"":""mapU""},""dialog_stat"":""DataValid"",""extra"":{""data_finded_match"":false,""match_gram"":""general_gram"",""multi_service"":null,""nlp_match_info"":""-----------"",""nlp_match_score"":""1.000"",""nlp_score"":""0.000"",""org_sent"":""市府广场旁边有停车位吗"",""state_winner"":null,""trim_sent"":""市府广场旁边有停车位吗"",""used_hist_depth"":0,""user_data"":{""cmd::default"":{""activeStatus"":""bg"",""sceneStatus"":""default""},""internetRadio::default"":{""activeStatus"":""bg"",""sceneStatus"":""paused""},""mapU::navi"":{""activeStatus"":""bg"",""data"":{""dataInfo"":{""end_poi"":{""address"":"""
市府广场旁边有没有停车的地方,local,"{""answer"":{""text"":""没有为您找到停车请重新输入目的地""},""data"":{""result"":null},""demand_semantic"":{""endLoc.ori_loc"":""停车"",""landmark.ori_loc"":""市府广场"",""service"":""mapU""},""dialog_stat"":""DataValid"",""extra"":{""data_finded_match"":false,""match_gram"":""general_gram"",""multi_service"":null,""nlp_match_info"":""-----------###"",""nlp_match_score"":""0.786"",""nlp_score"":""-2.999"",""org_sent"":""市府广场旁边有没有停车的地方"",""state_winner"":null,""trim_sent"":""市府广场旁边有没有停车的地方"",""used_hist_depth"":0,""user_data"":{""cmd::default"":{""activeStatus"":""bg"",""sceneStatus"":""default""},""internetRadio::default"":{""activeStatus"":""bg"",""sceneStatus"":""paused""},""mapU::navi"":{""activeStatus"":""bg"",""data"":{""dataInfo"":{""end_poi"":{""address"":"""
第二个,local,"{""data"":{""result"":null},""demand_semantic"":{""operation"":""POS_RANK"",""posRank.direct"":""+"",""posRank.offset"":""二"",""posRank.ref"":""ZERO"",""service"":""mapU""},""extra"":{""data_finded_match"":false,""match_gram"":""map_common_tc"",""multi_service"":null,""nlp_match_info"":""---"",""nlp_match_score"":""1.000"",""nlp_score"":""0.000"",""org_sent"":""第二个"",""state_winner"":null,""trim_sent"":""第二个"",""used_hist_depth"":0,""user_data"":{""cmd::default"":{""activeStatus"":""bg"",""sceneStatus"":""default""},""internetRadio::default"":{""activeStatus"":""bg"",""sceneStatus"":""paused""},""mapU::navi"":{""activeStatus"":""bg"",""data"":{""dataInfo"":{""end_poi"":{""address"":"""
我想从市府广场到省立医院,local,"{""answer"":{""text"":""没有为您找到省立医院请重新输入目的地""},""data"":{""result"":null},""demand_semantic"":{""endLoc.ori_loc"":""省立医院"",""service"":""mapU"",""startLoc.ori_loc"":""市府广场""},""dialog_stat"":""DataValid"",""extra"":{""data_finded_match"":false,""match_gram"":""general_gram"",""multi_service"":null,""nlp_match_info"":""##----------"",""nlp_match_score"":""0.833"",""nlp_score"":""-1.999"",""org_sent"":""我想从市府广场到省立医院"",""search_mapU_info"":{""endLoc"":""gaode"",""startLoc"":""gaode""},""state_winner"":null,""trim_sent"":""我想从市府广场到省立医院"",""used_hist_depth"":0,""user_data"":{""cmd::default"":{""activeStatus"":""bg"",""sceneStatus"":""default""},""internetRadio::default"":{""activeStatus"":""bg"",""sceneStatus"":""paused""},""mapU::navi"":{""activeStatus"":""bg"",""data"":{""dataInfo"":{""end_poi"":{""address"":"""
市府广场停车场,local,"{""answer"":{""text"":""没有为您找到省立医院请重新输入目的地""},""data"":{""result"":null},""demand_semantic"":{""endLoc.ori_loc"":""省立医院"",""keyword.ori_loc"":""市府广场停车场"",""service"":""mapU"",""startLoc.ori_loc"":""市府广场""},""dialog_stat"":""DataValid"",""extra"":{""data_finded_match"":false,""match_gram"":""map_to_keyword_tc"",""multi_service"":null,""nlp_match_info"":""+++++++"",""nlp_match_score"":""0.200"",""nlp_score"":""-5.468"",""org_sent"":""市府广场停车场"",""search_mapU_info"":{""endLoc"":""gaode"",""startLoc"":""gaode""},""state_winner"":null,""trim_sent"":""市府广场停车场"",""used_hist_depth"":0,""user_data"":{""cmd::default"":{""activeStatus"":""bg"",""sceneStatus"":""default""},""internetRadio::default"":{""activeStatus"":""bg"",""sceneStatus"":""paused""},""mapU::navi"":{""activeStatus"":""bg"",""data"":{""dataInfo"":{""end_poi"":{""address"":"""
第三个,local,"{""data"":{""result"":null},""demand_semantic"":{""operation"":""POS_RANK"",""posRank.direct"":""+"",""posRank.offset"":""三"",""posRank.ref"":""ZERO"",""service"":""mapU""},""extra"":{""data_finded_match"":false,""match_gram"":""map_common_tc"",""multi_service"":null,""nlp_match_info"":""---"",""nlp_match_score"":""1.000"",""nlp_score"":""0.000"",""org_sent"":""第三个"",""state_winner"":null,""trim_sent"":""第三个"",""used_hist_depth"":0,""user_data"":{""cmd::default"":{""activeStatus"":""bg"",""sceneStatus"":""default""},""internetRadio::default"":{""activeStatus"":""bg"",""sceneStatus"":""paused""},""mapU::navi"":{""activeStatus"":""bg"",""data"":{""dataInfo"":{""end_poi"":{""address"":"""
省立医院旁边有住宿的地方吗,local,"{""answer"":{""text"":""没有为您找到省立医院请重新输入目的地""},""data"":{""result"":null},""demand_semantic"":{""endLoc.ori_loc"":""省立医院"",""keyword.ori_loc"":""省立医院旁边有住宿的地方"",""service"":""mapU"",""startLoc.ori_loc"":""市府广场""},""dialog_stat"":""DataValid"",""extra"":{""data_finded_match"":false,""match_gram"":""map_to_keyword_tc"",""multi_service"":null,""nlp_match_info"":""++++++++++++-"",""nlp_match_score"":""0.262"",""nlp_score"":""-9.374"",""org_sent"":""省立医院旁边有住宿的地方吗"",""search_mapU_info"":{""endLoc"":""gaode"",""startLoc"":""gaode""},""state_winner"":null,""trim_sent"":""省立医院旁边有住宿的地方吗"",""used_hist_depth"":0,""user_data"":{""cmd::default"":{""activeStatus"":""bg"",""sceneStatus"":""default""},""internetRadio::default"":{""activeStatus"":""bg"",""sceneStatus"":""paused""},""mapU::navi"":{""activeStatus"":""bg"",""data"":{""dataInfo"":{""end_poi"":{""address"":"""
吃饭的地方呢,local,"{""answer"":{""text"":""没有为您找到餐馆请重新输入目的地""},""data"":{""result"":null},""demand_semantic"":{""endLoc.ori_loc"":""餐馆"",""service"":""mapU""},""dialog_stat"":""DataValid"",""extra"":{""data_finded_match"":false,""match_gram"":""general_gram"",""multi_service"":null,""nlp_match_info"":""------"",""nlp_match_score"":""1.000"",""nlp_score"":""0.000"",""org_sent"":""吃饭的地方呢"",""state_winner"":null,""trim_sent"":""吃饭的地方呢"",""used_hist_depth"":0,""user_data"":{""cmd::default"":{""activeStatus"":""bg"",""sceneStatus"":""default""},""internetRadio::default"":{""activeStatus"":""bg"",""sceneStatus"":""paused""},""mapU::navi"":{""activeStatus"":""bg"",""data"":{""dataInfo"":{""end_poi"":{""address"":"""
第四个,local,"{""data"":{""result"":null},""demand_semantic"":{""operation"":""POS_RANK"",""posRank.direct"":""+"",""posRank.offset"":""四"",""posRank.ref"":""ZERO"",""service"":""mapU""},""extra"":{""data_finded_match"":false,""match_gram"":""map_common_tc"",""multi_service"":null,""nlp_match_info"":""---"",""nlp_match_score"":""1.000"",""nlp_score"":""0.000"",""org_sent"":""第四个"",""state_winner"":null,""trim_sent"":""第四个"",""used_hist_depth"":0,""user_data"":{""cmd::default"":{""activeStatus"":""bg"",""sceneStatus"":""default""},""internetRadio::default"":{""activeStatus"":""bg"",""sceneStatus"":""paused""},""mapU::navi"":{""activeStatus"":""bg"",""data"":{""dataInfo"":{""end_poi"":{""address"":"""
旁边有什么吃的地方,local,"{""answer"":{""text"":""没有为您找到餐馆请重新输入目的地""},""data"":{""result"":null},""demand_semantic"":{""endLoc.ori_loc"":""餐馆"",""service"":""mapU""},""dialog_stat"":""DataValid"",""extra"":{""data_finded_match"":false,""match_gram"":""general_gram"",""multi_service"":null,""nlp_match_info"":""-------##"",""nlp_match_score"":""0.778"",""nlp_score"":""-1.999"",""org_sent"":""旁边有什么吃的地方"",""state_winner"":null,""trim_sent"":""旁边有什么吃的地方"",""used_hist_depth"":0,""user_data"":{""cmd::default"":{""activeStatus"":""bg"",""sceneStatus"":""default""},""internetRadio::default"":{""activeStatus"":""bg"",""sceneStatus"":""paused""},""mapU::navi"":{""activeStatus"":""bg"",""data"":{""dataInfo"":{""end_poi"":{""address"":"""
第一个,local,"{""data"":{""result"":null},""demand_semantic"":{""operation"":""POS_RANK"",""posRank.direct"":""+"",""posRank.offset"":""一"",""posRank.ref"":""ZERO"",""service"":""mapU""},""extra"":{""data_finded_match"":false,""match_gram"":""map_common_tc"",""multi_service"":null,""nlp_match_info"":""---"",""nlp_match_score"":""1.000"",""nlp_score"":""0.000"",""org_sent"":""第一个"",""state_winner"":null,""trim_sent"":""第一个"",""used_hist_depth"":0,""user_data"":{""cmd::default"":{""activeStatus"":""bg"",""sceneStatus"":""default""},""internetRadio::default"":{""activeStatus"":""bg"",""sceneStatus"":""paused""},""mapU::navi"":{""activeStatus"":""bg"",""data"":{""dataInfo"":{""end_poi"":{""address"":"""
给我放首周杰伦的歌,local,"{""answer"":{""text"":""没有为您找到周杰伦的歌曲,换个歌手试试吧""},""data"":{""result"":null},""demand_semantic"":{""artist"":""周杰伦"",""operation"":""PLAY"",""service"":""musicX""},""dialog_stat"":""dataInvalid"",""extra"":{""data_finded_match"":false,""match_gram"":""general_gram"",""multi_service"":null,""nlp_match_info"":""---------"",""nlp_match_score"":""1.000"",""nlp_score"":""0.051"",""org_sent"":""给我放首周杰伦的歌"",""state_winner"":null,""trim_sent"":""给我放首周杰伦的歌"",""used_hist_depth"":0,""user_data"":{""cmd::default"":{""activeStatus"":""bg"",""sceneStatus"":""default""},""internetRadio::default"":{""activeStatus"":""bg"",""sceneStatus"":""paused""},""mapU::navi"":{""activeStatus"":""fg"",""data"":{""dataInfo"":{""end_poi"":{""address"":"""
我不想听断了的弦,local,"{""rc"":4,""text"":""我不想听断了的弦"",""user_data"":{""cmd::default"":{""activeStatus"":""bg"",""sceneStatus"":""default""},""internetRadio::default"":{""activeStatus"":""bg"",""sceneStatus"":""paused""},""mapU::navi"":{""activeStatus"":""bg"",""data"":{""dataInfo"":{""end_poi"":{""address"":"""
我想换一首周杰伦的歌,local,"{""answer"":{""text"":""没有为您找到周杰伦的歌曲,换个歌手试试吧""},""data"":{""result"":null},""demand_semantic"":{""artist"":""周杰伦"",""operation"":""PLAY"",""service"":""musicX""},""dialog_stat"":""dataInvalid"",""extra"":{""data_finded_match"":false,""match_gram"":""musicX_gc"",""multi_service"":null,""nlp_match_info"":""----------"",""nlp_match_score"":""1.000"",""nlp_score"":""0.000"",""org_sent"":""我想换一首周杰伦的歌"",""state_winner"":null,""trim_sent"":""我想换一首周杰伦的歌"",""used_hist_depth"":0,""user_data"":{""cmd::default"":{""activeStatus"":""bg"",""sceneStatus"":""default""},""internetRadio::default"":{""activeStatus"":""bg"",""sceneStatus"":""paused""},""mapU::navi"":{""activeStatus"":""bg"",""data"":{""dataInfo"":{""end_poi"":{""address"":"""
周杰伦最新的有什么歌,local,"{""rc"":4,""text"":""周杰伦最新的有什么歌"",""user_data"":{""cmd::default"":{""activeStatus"":""bg"",""sceneStatus"":""default""},""internetRadio::default"":{""activeStatus"":""bg"",""sceneStatus"":""paused""},""mapU::navi"":{""activeStatus"":""fg"",""data"":{""dataInfo"":{""end_poi"":{""address"":"""
有告白气球吗,local,"{""rc"":4,""text"":""有告白气球吗"",""user_data"":{""cmd::default"":{""activeStatus"":""bg"",""sceneStatus"":""default""},""internetRadio::default"":{""activeStatus"":""bg"",""sceneStatus"":""paused""},""mapU::navi"":{""activeStatus"":""fg"",""data"":{""dataInfo"":{""end_poi"":{""address"":"""
我想给我朋友打电话,local,"{""answer"":{""text"":""没有为您找到朋友.请确认要拨打的联系人""},""data"":{""result"":null},""demand_semantic"":{""name"":""朋友"",""operation"":""DIAL"",""service"":""telephone""},""dialog_stat"":""dataInvalid"",""extra"":{""data_finded_match"":false,""match_gram"":""general_gram"",""multi_service"":null,""nlp_match_info"":""-----+---"",""nlp_match_score"":""0.911"",""nlp_score"":""-0.780"",""org_sent"":""我想给我朋友打电话"",""state_winner"":null,""trim_sent"":""我想给我朋友打电话"",""used_hist_depth"":0,""user_data"":{""cmd::default"":{""activeStatus"":""bg"",""sceneStatus"":""default""},""internetRadio::default"":{""activeStatus"":""bg"",""sceneStatus"":""paused""},""mapU::navi"":{""activeStatus"":""bg"",""data"":{""dataInfo"":{""end_poi"":{""address"":"""
我想给我妈妈打电话,local,"{""answer"":{""text"":""好的，即将呼叫驴妈妈""},""data"":{""result"":[{""alias_name"":""驴妈妈客服"",""name"":""驴妈妈"",""phoneNumber"":""10106060"",""score"":0.52110,""source"":""yellowpage""}]},""demand_semantic"":{""name"":""妈妈"",""operation"":""DIAL"",""service"":""telephone""},""dialog_stat"":""dataInvalid"",""extra"":{""data_finded_match"":true,""match_gram"":""general_gram"",""multi_service"":null,""nlp_match_info"":""---------"",""nlp_match_score"":""1.000"",""nlp_score"":""0.000"",""org_sent"":""我想给我妈妈打电话"",""state_winner"":null,""trim_sent"":""我想给我妈妈打电话"",""used_hist_depth"":0,""user_data"":{""cmd::default"":{""activeStatus"":""bg"",""sceneStatus"":""default""},""internetRadio::default"":{""activeStatus"":""bg"",""sceneStatus"":""paused""},""mapU::navi"":{""activeStatus"":""bg"",""data"":{""dataInfo"":{""end_poi"":{""address"":"""
附近有加油站吗,local,"{""answer"":{""text"":""没有为您找到加油站请重新输入目的地""},""data"":{""result"":null},""demand_semantic"":{""endLoc.ori_loc"":""加油站"",""service"":""mapU""},""dialog_stat"":""DataValid"",""extra"":{""data_finded_match"":false,""match_gram"":""general_gram"",""multi_service"":null,""nlp_match_info"":""-------"",""nlp_match_score"":""1.000"",""nlp_score"":""0.000"",""org_sent"":""附近有加油站吗"",""state_winner"":null,""trim_sent"":""附近有加油站吗"",""used_hist_depth"":0,""user_data"":{""cmd::default"":{""activeStatus"":""bg"",""sceneStatus"":""default""},""internetRadio::default"":{""activeStatus"":""bg"",""sceneStatus"":""paused""},""mapU::navi"":{""activeStatus"":""bg"",""data"":{""dataInfo"":{""end_poi"":{""address"":"""
第一个,local,"{""data"":{""result"":null},""demand_semantic"":{""operation"":""POS_RANK"",""posRank.direct"":""+"",""posRank.offset"":""一"",""posRank.ref"":""ZERO"",""service"":""mapU""},""extra"":{""data_finded_match"":false,""match_gram"":""map_common_tc"",""multi_service"":null,""nlp_match_info"":""---"",""nlp_match_score"":""1.000"",""nlp_score"":""0.000"",""org_sent"":""第一个"",""state_winner"":null,""trim_sent"":""第一个"",""used_hist_depth"":0,""user_data"":{""cmd::default"":{""activeStatus"":""bg"",""sceneStatus"":""default""},""internetRadio::default"":{""activeStatus"":""bg"",""sceneStatus"":""paused""},""mapU::navi"":{""activeStatus"":""fg"",""data"":{""dataInfo"":{""end_poi"":{""address"":"""
全程需要多长时间,local,"{""answer"":{""text"":""DEFAULT""},""data"":{""result"":null},""demand_semantic"":{""naviInfo"":""TIME_TOTAL"",""service"":""mapU""},""dialog_stat"":""dataInvalid"",""extra"":{""data_finded_match"":false,""match_gram"":""general_gram"",""multi_service"":null,""nlp_match_info"":""--------"",""nlp_match_score"":""1.000"",""nlp_score"":""0.000"",""org_sent"":""全程需要多长时间"",""state_winner"":null,""trim_sent"":""全程需要多长时间"",""used_hist_depth"":0,""user_data"":{""cmd::default"":{""activeStatus"":""bg"",""sceneStatus"":""default""},""internetRadio::default"":{""activeStatus"":""bg"",""sceneStatus"":""paused""},""mapU::navi"":{""activeStatus"":""fg"",""data"":{""dataInfo"":{""end_poi"":{""address"":"""
关闭音乐,local,"{""data"":{""result"":null},""demand_semantic"":{""insType"":""CLOSE_MUSIC"",""service"":""musicX""},""dialog_stat"":""DataValid"",""extra"":{""data_finded_match"":false,""match_gram"":""general_gram"",""multi_service"":null,""nlp_match_info"":""----"",""nlp_match_score"":""1.000"",""nlp_score"":""0.000"",""org_sent"":""关闭音乐"",""state_winner"":null,""trim_sent"":""关闭音乐"",""used_hist_depth"":0,""user_data"":{""cmd::default"":{""activeStatus"":""bg"",""sceneStatus"":""default""},""internetRadio::default"":{""activeStatus"":""bg"",""sceneStatus"":""paused""},""mapU::navi"":{""activeStatus"":""fg"",""data"":{""dataInfo"":{""end_poi"":{""address"":"""
我想查一下到大学城会堵车吗,local,"{""answer"":{""text"":""没有为您找到大学城请重新输入目的地""},""data"":{""result"":null},""demand_semantic"":{""endLoc.ori_loc"":""大学城"",""insType"":""QUERY_TRAFFIC_INFO"",""service"":""mapU""},""dialog_stat"":""DataValid"",""extra"":{""data_finded_match"":false,""match_gram"":""general_gram"",""multi_service"":null,""nlp_match_info"":""-------------"",""nlp_match_score"":""1.000"",""nlp_score"":""0.000"",""org_sent"":""我想查一下到大学城会堵车吗"",""search_mapU_info"":{""endLoc"":""gaode""},""state_winner"":null,""trim_sent"":""我想查一下到大学城会堵车吗"",""used_hist_depth"":0,""user_data"":{""cmd::default"":{""activeStatus"":""bg"",""sceneStatus"":""default""},""internetRadio::default"":{""activeStatus"":""bg"",""sceneStatus"":""paused""},""mapU::navi"":{""activeStatus"":""fg"",""data"":{""dataInfo"":{""end_poi"":{""address"":"""
到大学城需要多久,local,"{""answer"":{""text"":""没有为您找到大学城请重新输入目的地""},""data"":{""result"":null},""demand_semantic"":{""endLoc.ori_loc"":""大学城"",""insType"":""QUERY_TIME"",""service"":""mapU""},""dialog_stat"":""DataValid"",""extra"":{""data_finded_match"":false,""match_gram"":""general_gram"",""multi_service"":null,""nlp_match_info"":""--------"",""nlp_match_score"":""1.000"",""nlp_score"":""0.000"",""org_sent"":""到大学城需要多久"",""search_mapU_info"":{""endLoc"":""gaode""},""state_winner"":null,""trim_sent"":""到大学城需要多久"",""used_hist_depth"":0,""user_data"":{""cmd::default"":{""activeStatus"":""bg"",""sceneStatus"":""default""},""internetRadio::default"":{""activeStatus"":""bg"",""sceneStatus"":""paused""},""mapU::navi"":{""activeStatus"":""fg"",""data"":{""dataInfo"":{""end_poi"":{""address"":"""
大学城附近有什么好玩的,local,"{""answer"":{""text"":""没有为您找到好玩的请重新输入目的地""},""data"":{""result"":null},""demand_semantic"":{""endLoc.ori_loc"":""好玩的"",""landmark.ori_loc"":""大学城"",""service"":""mapU""},""dialog_stat"":""DataValid"",""extra"":{""data_finded_match"":false,""match_gram"":""general_gram"",""multi_service"":null,""nlp_match_info"":""-----------"",""nlp_match_score"":""1.000"",""nlp_score"":""0.000"",""org_sent"":""大学城附近有什么好玩的"",""search_mapU_info"":{""endLoc"":""gaode""},""state_winner"":null,""trim_sent"":""大学城附近有什么好玩的"",""used_hist_depth"":0,""user_data"":{""cmd::default"":{""activeStatus"":""bg"",""sceneStatus"":""default""},""internetRadio::default"":{""activeStatus"":""bg"",""sceneStatus"":""paused""},""mapU::navi"":{""activeStatus"":""fg"",""data"":{""dataInfo"":{""end_poi"":{""address"":"""
